,date,inmigracion,State,DMA,Full
12993,2015-10-01,2,MS,Jackson ,Jackson MS
12994,2015-11-01,0,MS,Jackson ,Jackson MS
12995,2015-12-01,0,MS,Jackson ,Jackson MS
12996,2016-01-01,0,MS,Jackson ,Jackson MS
12997,2016-02-01,0,MS,Jackson ,Jackson MS
12998,2016-03-01,0,MS,Jackson ,Jackson MS
12999,2016-04-01,3,MS,Jackson ,Jackson MS
13000,2016-05-01,3,MS,Jackson ,Jackson MS
13001,2016-06-01,0,MS,Jackson ,Jackson MS
13002,2016-07-01,0,MS,Jackson ,Jackson MS
13003,2016-08-01,0,MS,Jackson ,Jackson MS
13004,2016-09-01,0,MS,Jackson ,Jackson MS
13005,2016-10-01,2,MS,Jackson ,Jackson MS
13006,2016-11-01,0,MS,Jackson ,Jackson MS
13007,2016-12-01,2,MS,Jackson ,Jackson MS
13008,2017-01-01,0,MS,Jackson ,Jackson MS
13009,2017-02-01,3,MS,Jackson ,Jackson MS
13010,2017-03-01,0,MS,Jackson ,Jackson MS
13011,2017-04-01,3,MS,Jackson ,Jackson MS
13012,2017-05-01,0,MS,Jackson ,Jackson MS
13013,2017-06-01,0,MS,Jackson ,Jackson MS
13014,2017-07-01,0,MS,Jackson ,Jackson MS
13015,2017-08-01,0,MS,Jackson ,Jackson MS
13016,2017-09-01,0,MS,Jackson ,Jackson MS
13017,2017-10-01,0,MS,Jackson ,Jackson MS
13018,2017-11-01,0,MS,Jackson ,Jackson MS
13019,2017-12-01,0,MS,Jackson ,Jackson MS
13020,2018-01-01,1,MS,Jackson ,Jackson MS
13021,2018-02-01,0,MS,Jackson ,Jackson MS
13022,2018-03-01,0,MS,Jackson ,Jackson MS
13023,2018-04-01,0,MS,Jackson ,Jackson MS
13024,2018-05-01,2,MS,Jackson ,Jackson MS
13025,2018-06-01,0,MS,Jackson ,Jackson MS
13026,2018-07-01,0,MS,Jackson ,Jackson MS
13027,2018-08-01,0,MS,Jackson ,Jackson MS
13028,2018-09-01,0,MS,Jackson ,Jackson MS
13029,2018-10-01,0,MS,Jackson ,Jackson MS
13030,2018-11-01,0,MS,Jackson ,Jackson MS
13031,2018-12-01,1,MS,Jackson ,Jackson MS
13032,2019-01-01,0,MS,Jackson ,Jackson MS
13033,2019-02-01,0,MS,Jackson ,Jackson MS
13034,2019-03-01,0,MS,Jackson ,Jackson MS
13035,2019-04-01,2,MS,Jackson ,Jackson MS
13036,2019-05-01,0,MS,Jackson ,Jackson MS
13037,2019-06-01,0,MS,Jackson ,Jackson MS
13038,2019-07-01,2,MS,Jackson ,Jackson MS
13039,2019-08-01,0,MS,Jackson ,Jackson MS
13040,2019-09-01,0,MS,Jackson ,Jackson MS
13041,2019-10-01,1,MS,Jackson ,Jackson MS
13042,2019-11-01,0,MS,Jackson ,Jackson MS
13043,2019-12-01,0,MS,Jackson ,Jackson MS
13044,2020-01-01,0,MS,Jackson ,Jackson MS
13045,2020-02-01,0,MS,Jackson ,Jackson MS
13046,2020-03-01,0,MS,Jackson ,Jackson MS
13047,2020-04-01,2,MS,Jackson ,Jackson MS
13048,2020-05-01,0,MS,Jackson ,Jackson MS
13049,2020-06-01,0,MS,Jackson ,Jackson MS
13050,2020-07-01,0,MS,Jackson ,Jackson MS
13051,2020-08-01,0,MS,Jackson ,Jackson MS
13052,2020-09-01,0,MS,Jackson ,Jackson MS
13053,2020-10-01,0,MS,Jackson ,Jackson MS
13054,2020-11-01,0,MS,Jackson ,Jackson MS
13055,2020-12-01,0,MS,Jackson ,Jackson MS
13056,2004-01-01,0,KY,Lexington ,Lexington KY
13057,2004-02-01,0,KY,Lexington ,Lexington KY
13058,2004-03-01,0,KY,Lexington ,Lexington KY
13059,2004-04-01,0,KY,Lexington ,Lexington KY
13060,2004-05-01,0,KY,Lexington ,Lexington KY
13061,2004-06-01,0,KY,Lexington ,Lexington KY
13062,2004-07-01,0,KY,Lexington ,Lexington KY
13063,2004-08-01,31,KY,Lexington ,Lexington KY
13064,2004-09-01,0,KY,Lexington ,Lexington KY
13065,2004-10-01,19,KY,Lexington ,Lexington KY
13066,2004-11-01,22,KY,Lexington ,Lexington KY
13067,2004-12-01,0,KY,Lexington ,Lexington KY
13068,2005-01-01,0,KY,Lexington ,Lexington KY
13069,2005-02-01,0,KY,Lexington ,Lexington KY
13070,2005-03-01,0,KY,Lexington ,Lexington KY
13071,2005-04-01,100,KY,Lexington ,Lexington KY
13072,2005-05-01,0,KY,Lexington ,Lexington KY
13073,2005-06-01,0,KY,Lexington ,Lexington KY
13074,2005-07-01,0,KY,Lexington ,Lexington KY
13075,2005-08-01,0,KY,Lexington ,Lexington KY
13076,2005-09-01,0,KY,Lexington ,Lexington KY
13077,2005-10-01,0,KY,Lexington ,Lexington KY
13078,2005-11-01,0,KY,Lexington ,Lexington KY
13079,2005-12-01,0,KY,Lexington ,Lexington KY
13080,2006-01-01,0,KY,Lexington ,Lexington KY
13081,2006-02-01,0,KY,Lexington ,Lexington KY
13082,2006-03-01,0,KY,Lexington ,Lexington KY
13083,2006-04-01,10,KY,Lexington ,Lexington KY
13084,2006-05-01,0,KY,Lexington ,Lexington KY
13085,2006-06-01,0,KY,Lexington ,Lexington KY
13086,2006-07-01,0,KY,Lexington ,Lexington KY
13087,2006-08-01,0,KY,Lexington ,Lexington KY
13088,2006-09-01,0,KY,Lexington ,Lexington KY
13089,2006-10-01,0,KY,Lexington ,Lexington KY
13090,2006-11-01,48,KY,Lexington ,Lexington KY
13091,2006-12-01,0,KY,Lexington ,Lexington KY
13092,2007-01-01,0,KY,Lexington ,Lexington KY
13093,2007-02-01,39,KY,Lexington ,Lexington KY
13094,2007-03-01,0,KY,Lexington ,Lexington KY
13095,2007-04-01,13,KY,Lexington ,Lexington KY
13096,2007-05-01,0,KY,Lexington ,Lexington KY
13097,2007-06-01,0,KY,Lexington ,Lexington KY
13098,2007-07-01,0,KY,Lexington ,Lexington KY
13099,2007-08-01,0,KY,Lexington ,Lexington KY
13100,2007-09-01,0,KY,Lexington ,Lexington KY
13101,2007-10-01,0,KY,Lexington ,Lexington KY
13102,2007-11-01,0,KY,Lexington ,Lexington KY
13103,2007-12-01,0,KY,Lexington ,Lexington KY
13104,2008-01-01,0,KY,Lexington ,Lexington KY
13105,2008-02-01,0,KY,Lexington ,Lexington KY
13106,2008-03-01,0,KY,Lexington ,Lexington KY
13107,2008-04-01,7,KY,Lexington ,Lexington KY
13108,2008-05-01,10,KY,Lexington ,Lexington KY
13109,2008-06-01,0,KY,Lexington ,Lexington KY
13110,2008-07-01,0,KY,Lexington ,Lexington KY
13111,2008-08-01,0,KY,Lexington ,Lexington KY
13112,2008-09-01,7,KY,Lexington ,Lexington KY
13113,2008-10-01,0,KY,Lexington ,Lexington KY
13114,2008-11-01,0,KY,Lexington ,Lexington KY
13115,2008-12-01,0,KY,Lexington ,Lexington KY
13116,2009-01-01,0,KY,Lexington ,Lexington KY
13117,2009-02-01,0,KY,Lexington ,Lexington KY
13118,2009-03-01,0,KY,Lexington ,Lexington KY
13119,2009-04-01,0,KY,Lexington ,Lexington KY
13120,2009-05-01,0,KY,Lexington ,Lexington KY
13121,2009-06-01,0,KY,Lexington ,Lexington KY
13122,2009-07-01,5,KY,Lexington ,Lexington KY
13123,2009-08-01,0,KY,Lexington ,Lexington KY
13124,2009-09-01,0,KY,Lexington ,Lexington KY
13125,2009-10-01,3,KY,Lexington ,Lexington KY
13126,2009-11-01,0,KY,Lexington ,Lexington KY
13127,2009-12-01,0,KY,Lexington ,Lexington KY
13128,2010-01-01,0,KY,Lexington ,Lexington KY
13129,2010-02-01,5,KY,Lexington ,Lexington KY
13130,2010-03-01,0,KY,Lexington ,Lexington KY
13131,2010-04-01,0,KY,Lexington ,Lexington KY
13132,2010-05-01,0,KY,Lexington ,Lexington KY
13133,2010-06-01,0,KY,Lexington ,Lexington KY
13134,2010-07-01,0,KY,Lexington ,Lexington KY
13135,2010-08-01,0,KY,Lexington ,Lexington KY
13136,2010-09-01,0,KY,Lexington ,Lexington KY
13137,2010-10-01,0,KY,Lexington ,Lexington KY
13138,2010-11-01,0,KY,Lexington ,Lexington KY
13139,2010-12-01,0,KY,Lexington ,Lexington KY
13140,2011-01-01,0,KY,Lexington ,Lexington KY
13141,2011-02-01,2,KY,Lexington ,Lexington KY
13142,2011-03-01,0,KY,Lexington ,Lexington KY
13143,2011-04-01,0,KY,Lexington ,Lexington KY
13144,2011-05-01,0,KY,Lexington ,Lexington KY
13145,2011-06-01,0,KY,Lexington ,Lexington KY
13146,2011-07-01,0,KY,Lexington ,Lexington KY
13147,2011-08-01,0,KY,Lexington ,Lexington KY
13148,2011-09-01,0,KY,Lexington ,Lexington KY
13149,2011-10-01,3,KY,Lexington ,Lexington KY
13150,2011-11-01,1,KY,Lexington ,Lexington KY
13151,2011-12-01,0,KY,Lexington ,Lexington KY
13152,2012-01-01,2,KY,Lexington ,Lexington KY
13153,2012-02-01,0,KY,Lexington ,Lexington KY
13154,2012-03-01,0,KY,Lexington ,Lexington KY
13155,2012-04-01,0,KY,Lexington ,Lexington KY
13156,2012-05-01,0,KY,Lexington ,Lexington KY
13157,2012-06-01,0,KY,Lexington ,Lexington KY
13158,2012-07-01,2,KY,Lexington ,Lexington KY
13159,2012-08-01,0,KY,Lexington ,Lexington KY
13160,2012-09-01,0,KY,Lexington ,Lexington KY
13161,2012-10-01,5,KY,Lexington ,Lexington KY
13162,2012-11-01,0,KY,Lexington ,Lexington KY
13163,2012-12-01,0,KY,Lexington ,Lexington KY
13164,2013-01-01,2,KY,Lexington ,Lexington KY
13165,2013-02-01,1,KY,Lexington ,Lexington KY
13166,2013-03-01,0,KY,Lexington ,Lexington KY
13167,2013-04-01,0,KY,Lexington ,Lexington KY
13168,2013-05-01,0,KY,Lexington ,Lexington KY
13169,2013-06-01,4,KY,Lexington ,Lexington KY
13170,2013-07-01,0,KY,Lexington ,Lexington KY
13171,2013-08-01,0,KY,Lexington ,Lexington KY
13172,2013-09-01,0,KY,Lexington ,Lexington KY
13173,2013-10-01,0,KY,Lexington ,Lexington KY
13174,2013-11-01,0,KY,Lexington ,Lexington KY
13175,2013-12-01,0,KY,Lexington ,Lexington KY
13176,2014-01-01,0,KY,Lexington ,Lexington KY
13177,2014-02-01,0,KY,Lexington ,Lexington KY
13178,2014-03-01,0,KY,Lexington ,Lexington KY
13179,2014-04-01,0,KY,Lexington ,Lexington KY
13180,2014-05-01,0,KY,Lexington ,Lexington KY
13181,2014-06-01,0,KY,Lexington ,Lexington KY
13182,2014-07-01,0,KY,Lexington ,Lexington KY
13183,2014-08-01,0,KY,Lexington ,Lexington KY
13184,2014-09-01,2,KY,Lexington ,Lexington KY
13185,2014-10-01,0,KY,Lexington ,Lexington KY
13186,2014-11-01,3,KY,Lexington ,Lexington KY
13187,2014-12-01,1,KY,Lexington ,Lexington KY
13188,2015-01-01,2,KY,Lexington ,Lexington KY
13189,2015-02-01,0,KY,Lexington ,Lexington KY
13190,2015-03-01,1,KY,Lexington ,Lexington KY
13191,2015-04-01,0,KY,Lexington ,Lexington KY
13192,2015-05-01,0,KY,Lexington ,Lexington KY
13193,2015-06-01,2,KY,Lexington ,Lexington KY
13194,2015-07-01,1,KY,Lexington ,Lexington KY
13195,2015-08-01,3,KY,Lexington ,Lexington KY
13196,2015-09-01,0,KY,Lexington ,Lexington KY
13197,2015-10-01,0,KY,Lexington ,Lexington KY
13198,2015-11-01,1,KY,Lexington ,Lexington KY
13199,2015-12-01,2,KY,Lexington ,Lexington KY
13200,2016-01-01,1,KY,Lexington ,Lexington KY
13201,2016-02-01,0,KY,Lexington ,Lexington KY
13202,2016-03-01,2,KY,Lexington ,Lexington KY
13203,2016-04-01,0,KY,Lexington ,Lexington KY
13204,2016-05-01,2,KY,Lexington ,Lexington KY
13205,2016-06-01,1,KY,Lexington ,Lexington KY
13206,2016-07-01,0,KY,Lexington ,Lexington KY
13207,2016-08-01,0,KY,Lexington ,Lexington KY
13208,2016-09-01,0,KY,Lexington ,Lexington KY
13209,2016-10-01,0,KY,Lexington ,Lexington KY
13210,2016-11-01,1,KY,Lexington ,Lexington KY
13211,2016-12-01,0,KY,Lexington ,Lexington KY
13212,2017-01-01,0,KY,Lexington ,Lexington KY
13213,2017-02-01,0,KY,Lexington ,Lexington KY
13214,2017-03-01,0,KY,Lexington ,Lexington KY
13215,2017-04-01,0,KY,Lexington ,Lexington KY
13216,2017-05-01,0,KY,Lexington ,Lexington KY
13217,2017-06-01,0,KY,Lexington ,Lexington KY
13218,2017-07-01,0,KY,Lexington ,Lexington KY
13219,2017-08-01,0,KY,Lexington ,Lexington KY
13220,2017-09-01,0,KY,Lexington ,Lexington KY
13221,2017-10-01,2,KY,Lexington ,Lexington KY
13222,2017-11-01,0,KY,Lexington ,Lexington KY
13223,2017-12-01,2,KY,Lexington ,Lexington KY
13224,2018-01-01,2,KY,Lexington ,Lexington KY
13225,2018-02-01,0,KY,Lexington ,Lexington KY
13226,2018-03-01,2,KY,Lexington ,Lexington KY
13227,2018-04-01,0,KY,Lexington ,Lexington KY
13228,2018-05-01,0,KY,Lexington ,Lexington KY
13229,2018-06-01,0,KY,Lexington ,Lexington KY
13230,2018-07-01,1,KY,Lexington ,Lexington KY
13231,2018-08-01,0,KY,Lexington ,Lexington KY
13232,2018-09-01,0,KY,Lexington ,Lexington KY
13233,2018-10-01,0,KY,Lexington ,Lexington KY
13234,2018-11-01,0,KY,Lexington ,Lexington KY
13235,2018-12-01,0,KY,Lexington ,Lexington KY
13236,2019-01-01,1,KY,Lexington ,Lexington KY
13237,2019-02-01,0,KY,Lexington ,Lexington KY
13238,2019-03-01,0,KY,Lexington ,Lexington KY
13239,2019-04-01,1,KY,Lexington ,Lexington KY
13240,2019-05-01,0,KY,Lexington ,Lexington KY
13241,2019-06-01,1,KY,Lexington ,Lexington KY
13242,2019-07-01,1,KY,Lexington ,Lexington KY
13243,2019-08-01,0,KY,Lexington ,Lexington KY
13244,2019-09-01,0,KY,Lexington ,Lexington KY
13245,2019-10-01,0,KY,Lexington ,Lexington KY
13246,2019-11-01,0,KY,Lexington ,Lexington KY
13247,2019-12-01,1,KY,Lexington ,Lexington KY
13248,2020-01-01,0,KY,Lexington ,Lexington KY
13249,2020-02-01,0,KY,Lexington ,Lexington KY
13250,2020-03-01,0,KY,Lexington ,Lexington KY
13251,2020-04-01,0,KY,Lexington ,Lexington KY
13252,2020-05-01,0,KY,Lexington ,Lexington KY
13253,2020-06-01,0,KY,Lexington ,Lexington KY
13254,2020-07-01,1,KY,Lexington ,Lexington KY
13255,2020-08-01,0,KY,Lexington ,Lexington KY
13256,2020-09-01,1,KY,Lexington ,Lexington KY
13257,2020-10-01,0,KY,Lexington ,Lexington KY
13258,2020-11-01,0,KY,Lexington ,Lexington KY
13259,2020-12-01,3,KY,Lexington ,Lexington KY
13260,2004-01-01,100,WA,Spokane ,Spokane WA
13261,2004-02-01,0,WA,Spokane ,Spokane WA
13262,2004-03-01,0,WA,Spokane ,Spokane WA
13263,2004-04-01,0,WA,Spokane ,Spokane WA
13264,2004-05-01,0,WA,Spokane ,Spokane WA
13265,2004-06-01,0,WA,Spokane ,Spokane WA
13266,2004-07-01,0,WA,Spokane ,Spokane WA
13267,2004-08-01,0,WA,Spokane ,Spokane WA
13268,2004-09-01,0,WA,Spokane ,Spokane WA
13269,2004-10-01,0,WA,Spokane ,Spokane WA
13270,2004-11-01,0,WA,Spokane ,Spokane WA
13271,2004-12-01,0,WA,Spokane ,Spokane WA
13272,2005-01-01,0,WA,Spokane ,Spokane WA
13273,2005-02-01,0,WA,Spokane ,Spokane WA
13274,2005-03-01,0,WA,Spokane ,Spokane WA
13275,2005-04-01,0,WA,Spokane ,Spokane WA
13276,2005-05-01,0,WA,Spokane ,Spokane WA
13277,2005-06-01,0,WA,Spokane ,Spokane WA
13278,2005-07-01,0,WA,Spokane ,Spokane WA
13279,2005-08-01,17,WA,Spokane ,Spokane WA
13280,2005-09-01,0,WA,Spokane ,Spokane WA
13281,2005-10-01,0,WA,Spokane ,Spokane WA
13282,2005-11-01,0,WA,Spokane ,Spokane WA
13283,2005-12-01,0,WA,Spokane ,Spokane WA
13284,2006-01-01,0,WA,Spokane ,Spokane WA
13285,2006-02-01,0,WA,Spokane ,Spokane WA
13286,2006-03-01,0,WA,Spokane ,Spokane WA
13287,2006-04-01,0,WA,Spokane ,Spokane WA
13288,2006-05-01,0,WA,Spokane ,Spokane WA
13289,2006-06-01,0,WA,Spokane ,Spokane WA
13290,2006-07-01,0,WA,Spokane ,Spokane WA
13291,2006-08-01,0,WA,Spokane ,Spokane WA
13292,2006-09-01,0,WA,Spokane ,Spokane WA
13293,2006-10-01,0,WA,Spokane ,Spokane WA
13294,2006-11-01,0,WA,Spokane ,Spokane WA
13295,2006-12-01,0,WA,Spokane ,Spokane WA
13296,2007-01-01,6,WA,Spokane ,Spokane WA
13297,2007-02-01,0,WA,Spokane ,Spokane WA
13298,2007-03-01,0,WA,Spokane ,Spokane WA
13299,2007-04-01,0,WA,Spokane ,Spokane WA
13300,2007-05-01,16,WA,Spokane ,Spokane WA
13301,2007-06-01,0,WA,Spokane ,Spokane WA
13302,2007-07-01,0,WA,Spokane ,Spokane WA
13303,2007-08-01,8,WA,Spokane ,Spokane WA
13304,2007-09-01,0,WA,Spokane ,Spokane WA
13305,2007-10-01,0,WA,Spokane ,Spokane WA
13306,2007-11-01,16,WA,Spokane ,Spokane WA
13307,2007-12-01,0,WA,Spokane ,Spokane WA
13308,2008-01-01,6,WA,Spokane ,Spokane WA
13309,2008-02-01,0,WA,Spokane ,Spokane WA
13310,2008-03-01,0,WA,Spokane ,Spokane WA
13311,2008-04-01,0,WA,Spokane ,Spokane WA
13312,2008-05-01,0,WA,Spokane ,Spokane WA
13313,2008-06-01,0,WA,Spokane ,Spokane WA
13314,2008-07-01,9,WA,Spokane ,Spokane WA
13315,2008-08-01,0,WA,Spokane ,Spokane WA
13316,2008-09-01,0,WA,Spokane ,Spokane WA
13317,2008-10-01,0,WA,Spokane ,Spokane WA
13318,2008-11-01,0,WA,Spokane ,Spokane WA
13319,2008-12-01,0,WA,Spokane ,Spokane WA
13320,2009-01-01,0,WA,Spokane ,Spokane WA
13321,2009-02-01,0,WA,Spokane ,Spokane WA
13322,2009-03-01,0,WA,Spokane ,Spokane WA
13323,2009-04-01,7,WA,Spokane ,Spokane WA
13324,2009-05-01,0,WA,Spokane ,Spokane WA
13325,2009-06-01,0,WA,Spokane ,Spokane WA
13326,2009-07-01,0,WA,Spokane ,Spokane WA
13327,2009-08-01,0,WA,Spokane ,Spokane WA
13328,2009-09-01,6,WA,Spokane ,Spokane WA
13329,2009-10-01,4,WA,Spokane ,Spokane WA
13330,2009-11-01,0,WA,Spokane ,Spokane WA
13331,2009-12-01,0,WA,Spokane ,Spokane WA
13332,2010-01-01,5,WA,Spokane ,Spokane WA
13333,2010-02-01,11,WA,Spokane ,Spokane WA
13334,2010-03-01,0,WA,Spokane ,Spokane WA
13335,2010-04-01,0,WA,Spokane ,Spokane WA
13336,2010-05-01,4,WA,Spokane ,Spokane WA
13337,2010-06-01,0,WA,Spokane ,Spokane WA
13338,2010-07-01,0,WA,Spokane ,Spokane WA
13339,2010-08-01,0,WA,Spokane ,Spokane WA
13340,2010-09-01,9,WA,Spokane ,Spokane WA
13341,2010-10-01,0,WA,Spokane ,Spokane WA
13342,2010-11-01,0,WA,Spokane ,Spokane WA
13343,2010-12-01,4,WA,Spokane ,Spokane WA
13344,2011-01-01,7,WA,Spokane ,Spokane WA
13345,2011-02-01,0,WA,Spokane ,Spokane WA
13346,2011-03-01,0,WA,Spokane ,Spokane WA
13347,2011-04-01,3,WA,Spokane ,Spokane WA
13348,2011-05-01,0,WA,Spokane ,Spokane WA
13349,2011-06-01,0,WA,Spokane ,Spokane WA
13350,2011-07-01,2,WA,Spokane ,Spokane WA
13351,2011-08-01,0,WA,Spokane ,Spokane WA
13352,2011-09-01,0,WA,Spokane ,Spokane WA
13353,2011-10-01,0,WA,Spokane ,Spokane WA
13354,2011-11-01,5,WA,Spokane ,Spokane WA
13355,2011-12-01,0,WA,Spokane ,Spokane WA
13356,2012-01-01,2,WA,Spokane ,Spokane WA
13357,2012-02-01,0,WA,Spokane ,Spokane WA
13358,2012-03-01,0,WA,Spokane ,Spokane WA
13359,2012-04-01,0,WA,Spokane ,Spokane WA
13360,2012-05-01,0,WA,Spokane ,Spokane WA
13361,2012-06-01,0,WA,Spokane ,Spokane WA
13362,2012-07-01,0,WA,Spokane ,Spokane WA
13363,2012-08-01,0,WA,Spokane ,Spokane WA
13364,2012-09-01,0,WA,Spokane ,Spokane WA
13365,2012-10-01,0,WA,Spokane ,Spokane WA
13366,2012-11-01,3,WA,Spokane ,Spokane WA
13367,2012-12-01,0,WA,Spokane ,Spokane WA
13368,2013-01-01,0,WA,Spokane ,Spokane WA
13369,2013-02-01,0,WA,Spokane ,Spokane WA
13370,2013-03-01,0,WA,Spokane ,Spokane WA
13371,2013-04-01,0,WA,Spokane ,Spokane WA
13372,2013-05-01,0,WA,Spokane ,Spokane WA
13373,2013-06-01,0,WA,Spokane ,Spokane WA
13374,2013-07-01,0,WA,Spokane ,Spokane WA
13375,2013-08-01,0,WA,Spokane ,Spokane WA
13376,2013-09-01,0,WA,Spokane ,Spokane WA
13377,2013-10-01,0,WA,Spokane ,Spokane WA
13378,2013-11-01,2,WA,Spokane ,Spokane WA
13379,2013-12-01,0,WA,Spokane ,Spokane WA
13380,2014-01-01,0,WA,Spokane ,Spokane WA
13381,2014-02-01,0,WA,Spokane ,Spokane WA
13382,2014-03-01,2,WA,Spokane ,Spokane WA
13383,2014-04-01,0,WA,Spokane ,Spokane WA
13384,2014-05-01,0,WA,Spokane ,Spokane WA
13385,2014-06-01,0,WA,Spokane ,Spokane WA
13386,2014-07-01,0,WA,Spokane ,Spokane WA
13387,2014-08-01,4,WA,Spokane ,Spokane WA
13388,2014-09-01,0,WA,Spokane ,Spokane WA
13389,2014-10-01,0,WA,Spokane ,Spokane WA
13390,2014-11-01,0,WA,Spokane ,Spokane WA
13391,2014-12-01,0,WA,Spokane ,Spokane WA
13392,2015-01-01,0,WA,Spokane ,Spokane WA
13393,2015-02-01,0,WA,Spokane ,Spokane WA
13394,2015-03-01,0,WA,Spokane ,Spokane WA
13395,2015-04-01,0,WA,Spokane ,Spokane WA
13396,2015-05-01,0,WA,Spokane ,Spokane WA
13397,2015-06-01,0,WA,Spokane ,Spokane WA
13398,2015-07-01,0,WA,Spokane ,Spokane WA
13399,2015-08-01,0,WA,Spokane ,Spokane WA
13400,2015-09-01,0,WA,Spokane ,Spokane WA
13401,2015-10-01,0,WA,Spokane ,Spokane WA
13402,2015-11-01,0,WA,Spokane ,Spokane WA
13403,2015-12-01,0,WA,Spokane ,Spokane WA
13404,2016-01-01,3,WA,Spokane ,Spokane WA
13405,2016-02-01,0,WA,Spokane ,Spokane WA
13406,2016-03-01,0,WA,Spokane ,Spokane WA
13407,2016-04-01,0,WA,Spokane ,Spokane WA
13408,2016-05-01,0,WA,Spokane ,Spokane WA
13409,2016-06-01,2,WA,Spokane ,Spokane WA
13410,2016-07-01,0,WA,Spokane ,Spokane WA
13411,2016-08-01,2,WA,Spokane ,Spokane WA
13412,2016-09-01,0,WA,Spokane ,Spokane WA
13413,2016-10-01,0,WA,Spokane ,Spokane WA
13414,2016-11-01,0,WA,Spokane ,Spokane WA
13415,2016-12-01,4,WA,Spokane ,Spokane WA
13416,2017-01-01,0,WA,Spokane ,Spokane WA
13417,2017-02-01,0,WA,Spokane ,Spokane WA
13418,2017-03-01,0,WA,Spokane ,Spokane WA
13419,2017-04-01,0,WA,Spokane ,Spokane WA
13420,2017-05-01,0,WA,Spokane ,Spokane WA
13421,2017-06-01,0,WA,Spokane ,Spokane WA
13422,2017-07-01,0,WA,Spokane ,Spokane WA
13423,2017-08-01,0,WA,Spokane ,Spokane WA
13424,2017-09-01,0,WA,Spokane ,Spokane WA
13425,2017-10-01,0,WA,Spokane ,Spokane WA
13426,2017-11-01,1,WA,Spokane ,Spokane WA
13427,2017-12-01,0,WA,Spokane ,Spokane WA
13428,2018-01-01,0,WA,Spokane ,Spokane WA
13429,2018-02-01,0,WA,Spokane ,Spokane WA
13430,2018-03-01,3,WA,Spokane ,Spokane WA
13431,2018-04-01,2,WA,Spokane ,Spokane WA
13432,2018-05-01,4,WA,Spokane ,Spokane WA
13433,2018-06-01,0,WA,Spokane ,Spokane WA
13434,2018-07-01,0,WA,Spokane ,Spokane WA
13435,2018-08-01,0,WA,Spokane ,Spokane WA
13436,2018-09-01,2,WA,Spokane ,Spokane WA
13437,2018-10-01,0,WA,Spokane ,Spokane WA
13438,2018-11-01,0,WA,Spokane ,Spokane WA
13439,2018-12-01,0,WA,Spokane ,Spokane WA
13440,2019-01-01,0,WA,Spokane ,Spokane WA
13441,2019-02-01,0,WA,Spokane ,Spokane WA
13442,2019-03-01,1,WA,Spokane ,Spokane WA
13443,2019-04-01,0,WA,Spokane ,Spokane WA
13444,2019-05-01,0,WA,Spokane ,Spokane WA
13445,2019-06-01,0,WA,Spokane ,Spokane WA
13446,2019-07-01,0,WA,Spokane ,Spokane WA
13447,2019-08-01,0,WA,Spokane ,Spokane WA
13448,2019-09-01,0,WA,Spokane ,Spokane WA
13449,2019-10-01,0,WA,Spokane ,Spokane WA
13450,2019-11-01,0,WA,Spokane ,Spokane WA
13451,2019-12-01,0,WA,Spokane ,Spokane WA
13452,2020-01-01,1,WA,Spokane ,Spokane WA
13453,2020-02-01,1,WA,Spokane ,Spokane WA
13454,2020-03-01,1,WA,Spokane ,Spokane WA
13455,2020-04-01,0,WA,Spokane ,Spokane WA
13456,2020-05-01,1,WA,Spokane ,Spokane WA
13457,2020-06-01,0,WA,Spokane ,Spokane WA
13458,2020-07-01,1,WA,Spokane ,Spokane WA
13459,2020-08-01,1,WA,Spokane ,Spokane WA
13460,2020-09-01,0,WA,Spokane ,Spokane WA
13461,2020-10-01,0,WA,Spokane ,Spokane WA
13462,2020-11-01,0,WA,Spokane ,Spokane WA
13463,2020-12-01,0,WA,Spokane ,Spokane WA
13464,2004-01-01,100,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13465,2004-02-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13466,2004-03-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13467,2004-04-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13468,2004-05-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13469,2004-06-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13470,2004-07-01,84,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13471,2004-08-01,32,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13472,2004-09-01,47,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13473,2004-10-01,23,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13474,2004-11-01,0,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13475,2004-12-01,49,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13476,2005-01-01,34,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13477,2005-02-01,21,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13478,2005-03-01,48,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
13479,2005-04-01,18,FL,Miami-Ft. Lauderdale ,Miami-Ft. Lauderdale FL
