,date,condominium for sale,State
1916,2010-09-01,21,NE
1917,2010-10-01,25,NE
1918,2010-11-01,18,NE
1919,2010-12-01,17,NE
1920,2011-01-01,0,NE
1921,2011-02-01,0,NE
1922,2011-03-01,5,NE
1923,2011-04-01,0,NE
1924,2011-05-01,0,NE
1925,2011-06-01,0,NE
1926,2011-07-01,8,NE
1927,2011-08-01,7,NE
1928,2011-09-01,0,NE
1929,2011-10-01,0,NE
1930,2011-11-01,0,NE
1931,2011-12-01,0,NE
1932,2012-01-01,0,NE
1933,2012-02-01,0,NE
1934,2012-03-01,0,NE
1935,2012-04-01,0,NE
1936,2012-05-01,0,NE
1937,2012-06-01,8,NE
1938,2012-07-01,0,NE
1939,2012-08-01,6,NE
1940,2012-09-01,0,NE
1941,2012-10-01,0,NE
1942,2012-11-01,0,NE
1943,2012-12-01,0,NE
1944,2013-01-01,0,NE
1945,2013-02-01,0,NE
1946,2013-03-01,0,NE
1947,2013-04-01,0,NE
1948,2013-05-01,0,NE
1949,2013-06-01,0,NE
1950,2013-07-01,0,NE
1951,2013-08-01,0,NE
1952,2013-09-01,0,NE
1953,2013-10-01,0,NE
1954,2013-11-01,0,NE
1955,2013-12-01,7,NE
1956,2014-01-01,0,NE
1957,2014-02-01,9,NE
1958,2014-03-01,6,NE
1959,2014-04-01,0,NE
1960,2014-05-01,0,NE
1961,2014-06-01,8,NE
1962,2014-07-01,0,NE
1963,2014-08-01,0,NE
1964,2014-09-01,0,NE
1965,2014-10-01,6,NE
1966,2014-11-01,0,NE
1967,2014-12-01,0,NE
1968,2015-01-01,0,NE
1969,2015-02-01,0,NE
1970,2015-03-01,6,NE
1971,2015-04-01,0,NE
1972,2015-05-01,0,NE
1973,2015-06-01,5,NE
1974,2015-07-01,6,NE
1975,2015-08-01,0,NE
1976,2015-09-01,0,NE
1977,2015-10-01,0,NE
1978,2015-11-01,4,NE
1979,2015-12-01,0,NE
1980,2016-01-01,2,NE
1981,2016-02-01,5,NE
1982,2016-03-01,0,NE
1983,2016-04-01,0,NE
1984,2016-05-01,0,NE
1985,2016-06-01,0,NE
1986,2016-07-01,0,NE
1987,2016-08-01,2,NE
1988,2016-09-01,0,NE
1989,2016-10-01,0,NE
1990,2016-11-01,0,NE
1991,2016-12-01,2,NE
1992,2017-01-01,3,NE
1993,2017-02-01,0,NE
1994,2017-03-01,0,NE
1995,2017-04-01,0,NE
1996,2017-05-01,0,NE
1997,2017-06-01,0,NE
1998,2017-07-01,6,NE
1999,2017-08-01,0,NE
2000,2017-09-01,0,NE
2001,2017-10-01,0,NE
2002,2017-11-01,2,NE
2003,2017-12-01,0,NE
2004,2018-01-01,0,NE
2005,2018-02-01,0,NE
2006,2018-03-01,0,NE
2007,2018-04-01,0,NE
2008,2018-05-01,0,NE
2009,2018-06-01,8,NE
2010,2018-07-01,0,NE
2011,2018-08-01,0,NE
2012,2018-09-01,0,NE
2013,2018-10-01,0,NE
2014,2018-11-01,0,NE
2015,2018-12-01,0,NE
2016,2019-01-01,2,NE
2017,2019-02-01,2,NE
2018,2019-03-01,0,NE
2019,2019-04-01,0,NE
2020,2019-05-01,3,NE
2021,2019-06-01,0,NE
2022,2019-07-01,0,NE
2023,2019-08-01,0,NE
2024,2019-09-01,0,NE
2025,2019-10-01,0,NE
2026,2019-11-01,0,NE
2027,2019-12-01,0,NE
2028,2020-01-01,5,NE
2029,2020-02-01,0,NE
2030,2020-03-01,1,NE
2031,2020-04-01,0,NE
2032,2020-05-01,0,NE
2033,2020-06-01,0,NE
2034,2020-07-01,0,NE
2035,2020-08-01,0,NE
2036,2020-09-01,2,NE
2037,2020-10-01,4,NE
2038,2020-11-01,4,NE
2039,2020-12-01,0,NE
2040,2004-01-01,0,VA
2041,2004-02-01,51,VA
2042,2004-03-01,0,VA
2043,2004-04-01,0,VA
2044,2004-05-01,0,VA
2045,2004-06-01,0,VA
2046,2004-07-01,0,VA
2047,2004-08-01,100,VA
2048,2004-09-01,0,VA
2049,2004-10-01,0,VA
2050,2004-11-01,0,VA
2051,2004-12-01,0,VA
2052,2005-01-01,0,VA
2053,2005-02-01,0,VA
2054,2005-03-01,60,VA
2055,2005-04-01,0,VA
2056,2005-05-01,33,VA
2057,2005-06-01,0,VA
2058,2005-07-01,0,VA
2059,2005-08-01,0,VA
2060,2005-09-01,43,VA
2061,2005-10-01,0,VA
2062,2005-11-01,0,VA
2063,2005-12-01,0,VA
2064,2006-01-01,0,VA
2065,2006-02-01,0,VA
2066,2006-03-01,30,VA
2067,2006-04-01,20,VA
2068,2006-05-01,0,VA
2069,2006-06-01,46,VA
2070,2006-07-01,0,VA
2071,2006-08-01,0,VA
2072,2006-09-01,0,VA
2073,2006-10-01,0,VA
2074,2006-11-01,0,VA
2075,2006-12-01,0,VA
2076,2007-01-01,0,VA
2077,2007-02-01,20,VA
2078,2007-03-01,0,VA
2079,2007-04-01,0,VA
2080,2007-05-01,12,VA
2081,2007-06-01,0,VA
2082,2007-07-01,22,VA
2083,2007-08-01,0,VA
2084,2007-09-01,0,VA
2085,2007-10-01,7,VA
2086,2007-11-01,0,VA
2087,2007-12-01,0,VA
2088,2008-01-01,17,VA
2089,2008-02-01,5,VA
2090,2008-03-01,0,VA
2091,2008-04-01,5,VA
2092,2008-05-01,9,VA
2093,2008-06-01,23,VA
2094,2008-07-01,4,VA
2095,2008-08-01,4,VA
2096,2008-09-01,0,VA
2097,2008-10-01,4,VA
2098,2008-11-01,6,VA
2099,2008-12-01,5,VA
2100,2009-01-01,0,VA
2101,2009-02-01,0,VA
2102,2009-03-01,5,VA
2103,2009-04-01,0,VA
2104,2009-05-01,0,VA
2105,2009-06-01,0,VA
2106,2009-07-01,0,VA
2107,2009-08-01,0,VA
2108,2009-09-01,5,VA
2109,2009-10-01,2,VA
2110,2009-11-01,2,VA
2111,2009-12-01,0,VA
2112,2010-01-01,0,VA
2113,2010-02-01,0,VA
2114,2010-03-01,2,VA
2115,2010-04-01,2,VA
2116,2010-05-01,0,VA
2117,2010-06-01,2,VA
2118,2010-07-01,0,VA
2119,2010-08-01,0,VA
2120,2010-09-01,0,VA
2121,2010-10-01,0,VA
2122,2010-11-01,3,VA
2123,2010-12-01,0,VA
2124,2011-01-01,0,VA
2125,2011-02-01,0,VA
2126,2011-03-01,9,VA
2127,2011-04-01,0,VA
2128,2011-05-01,0,VA
2129,2011-06-01,5,VA
2130,2011-07-01,11,VA
2131,2011-08-01,8,VA
2132,2011-09-01,9,VA
2133,2011-10-01,0,VA
2134,2011-11-01,0,VA
2135,2011-12-01,7,VA
2136,2012-01-01,4,VA
2137,2012-02-01,7,VA
2138,2012-03-01,9,VA
2139,2012-04-01,0,VA
2140,2012-05-01,5,VA
2141,2012-06-01,0,VA
2142,2012-07-01,0,VA
2143,2012-08-01,4,VA
2144,2012-09-01,0,VA
2145,2012-10-01,0,VA
2146,2012-11-01,0,VA
2147,2012-12-01,6,VA
2148,2013-01-01,0,VA
2149,2013-02-01,0,VA
2150,2013-03-01,3,VA
2151,2013-04-01,0,VA
2152,2013-05-01,4,VA
2153,2013-06-01,9,VA
2154,2013-07-01,0,VA
2155,2013-08-01,4,VA
2156,2013-09-01,3,VA
2157,2013-10-01,3,VA
2158,2013-11-01,3,VA
2159,2013-12-01,0,VA
2160,2014-01-01,0,VA
2161,2014-02-01,5,VA
2162,2014-03-01,5,VA
2163,2014-04-01,0,VA
2164,2014-05-01,6,VA
2165,2014-06-01,2,VA
2166,2014-07-01,2,VA
2167,2014-08-01,3,VA
2168,2014-09-01,3,VA
2169,2014-10-01,3,VA
2170,2014-11-01,0,VA
2171,2014-12-01,0,VA
2172,2015-01-01,0,VA
2173,2015-02-01,0,VA
2174,2015-03-01,4,VA
2175,2015-04-01,0,VA
2176,2015-05-01,1,VA
2177,2015-06-01,1,VA
2178,2015-07-01,0,VA
2179,2015-08-01,3,VA
2180,2015-09-01,0,VA
2181,2015-10-01,6,VA
2182,2015-11-01,0,VA
2183,2015-12-01,10,VA
2184,2016-01-01,3,VA
2185,2016-02-01,5,VA
2186,2016-03-01,5,VA
2187,2016-04-01,3,VA
2188,2016-05-01,9,VA
2189,2016-06-01,3,VA
2190,2016-07-01,3,VA
2191,2016-08-01,9,VA
2192,2016-09-01,4,VA
2193,2016-10-01,8,VA
2194,2016-11-01,2,VA
2195,2016-12-01,2,VA
2196,2017-01-01,4,VA
2197,2017-02-01,0,VA
2198,2017-03-01,8,VA
2199,2017-04-01,7,VA
2200,2017-05-01,5,VA
2201,2017-06-01,0,VA
2202,2017-07-01,0,VA
2203,2017-08-01,4,VA
2204,2017-09-01,4,VA
2205,2017-10-01,7,VA
2206,2017-11-01,1,VA
2207,2017-12-01,3,VA
2208,2018-01-01,5,VA
2209,2018-02-01,8,VA
2210,2018-03-01,6,VA
2211,2018-04-01,4,VA
2212,2018-05-01,5,VA
2213,2018-06-01,4,VA
2214,2018-07-01,8,VA
2215,2018-08-01,3,VA
2216,2018-09-01,2,VA
2217,2018-10-01,7,VA
2218,2018-11-01,5,VA
2219,2018-12-01,0,VA
2220,2019-01-01,3,VA
2221,2019-02-01,5,VA
2222,2019-03-01,2,VA
2223,2019-04-01,0,VA
2224,2019-05-01,3,VA
2225,2019-06-01,5,VA
2226,2019-07-01,2,VA
2227,2019-08-01,3,VA
2228,2019-09-01,2,VA
2229,2019-10-01,4,VA
2230,2019-11-01,1,VA
2231,2019-12-01,4,VA
2232,2020-01-01,6,VA
2233,2020-02-01,0,VA
2234,2020-03-01,3,VA
2235,2020-04-01,7,VA
2236,2020-05-01,6,VA
2237,2020-06-01,5,VA
2238,2020-07-01,4,VA
2239,2020-08-01,7,VA
2240,2020-09-01,3,VA
2241,2020-10-01,8,VA
2242,2020-11-01,0,VA
2243,2020-12-01,4,VA
2244,2004-01-01,47,CA
2245,2004-02-01,0,CA
2246,2004-03-01,0,CA
2247,2004-04-01,79,CA
2248,2004-05-01,0,CA
2249,2004-06-01,0,CA
2250,2004-07-01,65,CA
2251,2004-08-01,0,CA
2252,2004-09-01,0,CA
2253,2004-10-01,73,CA
2254,2004-11-01,0,CA
2255,2004-12-01,32,CA
2256,2005-01-01,100,CA
2257,2005-02-01,38,CA
2258,2005-03-01,42,CA
2259,2005-04-01,0,CA
2260,2005-05-01,78,CA
2261,2005-06-01,57,CA
2262,2005-07-01,80,CA
2263,2005-08-01,43,CA
2264,2005-09-01,32,CA
2265,2005-10-01,37,CA
2266,2005-11-01,71,CA
2267,2005-12-01,23,CA
2268,2006-01-01,0,CA
2269,2006-02-01,0,CA
2270,2006-03-01,0,CA
2271,2006-04-01,58,CA
2272,2006-05-01,0,CA
2273,2006-06-01,36,CA
2274,2006-07-01,28,CA
2275,2006-08-01,86,CA
2276,2006-09-01,24,CA
2277,2006-10-01,29,CA
2278,2006-11-01,0,CA
2279,2006-12-01,0,CA
2280,2007-01-01,63,CA
2281,2007-02-01,25,CA
2282,2007-03-01,51,CA
2283,2007-04-01,19,CA
2284,2007-05-01,14,CA
2285,2007-06-01,11,CA
2286,2007-07-01,10,CA
2287,2007-08-01,0,CA
2288,2007-09-01,19,CA
2289,2007-10-01,22,CA
2290,2007-11-01,24,CA
2291,2007-12-01,0,CA
2292,2008-01-01,10,CA
2293,2008-02-01,17,CA
2294,2008-03-01,16,CA
2295,2008-04-01,19,CA
2296,2008-05-01,15,CA
2297,2008-06-01,0,CA
2298,2008-07-01,11,CA
2299,2008-08-01,23,CA
2300,2008-09-01,12,CA
2301,2008-10-01,0,CA
2302,2008-11-01,0,CA
2303,2008-12-01,9,CA
2304,2009-01-01,12,CA
2305,2009-02-01,10,CA
2306,2009-03-01,12,CA
2307,2009-04-01,25,CA
2308,2009-05-01,12,CA
2309,2009-06-01,0,CA
2310,2009-07-01,26,CA
2311,2009-08-01,15,CA
2312,2009-09-01,20,CA
2313,2009-10-01,9,CA
2314,2009-11-01,8,CA
2315,2009-12-01,0,CA
2316,2010-01-01,6,CA
2317,2010-02-01,7,CA
2318,2010-03-01,10,CA
2319,2010-04-01,0,CA
2320,2010-05-01,0,CA
2321,2010-06-01,11,CA
2322,2010-07-01,15,CA
2323,2010-08-01,0,CA
2324,2010-09-01,6,CA
2325,2010-10-01,10,CA
2326,2010-11-01,8,CA
2327,2010-12-01,6,CA
2328,2011-01-01,9,CA
2329,2011-02-01,13,CA
2330,2011-03-01,9,CA
2331,2011-04-01,28,CA
2332,2011-05-01,9,CA
2333,2011-06-01,0,CA
2334,2011-07-01,5,CA
2335,2011-08-01,16,CA
2336,2011-09-01,21,CA
2337,2011-10-01,11,CA
2338,2011-11-01,15,CA
2339,2011-12-01,15,CA
2340,2012-01-01,14,CA
2341,2012-02-01,17,CA
2342,2012-03-01,17,CA
2343,2012-04-01,9,CA
2344,2012-05-01,8,CA
2345,2012-06-01,14,CA
2346,2012-07-01,20,CA
2347,2012-08-01,8,CA
2348,2012-09-01,9,CA
2349,2012-10-01,0,CA
2350,2012-11-01,5,CA
2351,2012-12-01,8,CA
2352,2013-01-01,17,CA
2353,2013-02-01,12,CA
2354,2013-03-01,11,CA
2355,2013-04-01,10,CA
2356,2013-05-01,17,CA
2357,2013-06-01,11,CA
2358,2013-07-01,14,CA
2359,2013-08-01,11,CA
2360,2013-09-01,15,CA
2361,2013-10-01,8,CA
2362,2013-11-01,7,CA
2363,2013-12-01,13,CA
2364,2014-01-01,8,CA
2365,2014-02-01,15,CA
2366,2014-03-01,19,CA
2367,2014-04-01,15,CA
2368,2014-05-01,11,CA
2369,2014-06-01,15,CA
2370,2014-07-01,10,CA
2371,2014-08-01,10,CA
2372,2014-09-01,8,CA
2373,2014-10-01,3,CA
2374,2014-11-01,18,CA
2375,2014-12-01,11,CA
2376,2015-01-01,14,CA
2377,2015-02-01,11,CA
2378,2015-03-01,8,CA
2379,2015-04-01,7,CA
2380,2015-05-01,6,CA
2381,2015-06-01,9,CA
2382,2015-07-01,14,CA
2383,2015-08-01,13,CA
2384,2015-09-01,14,CA
2385,2015-10-01,10,CA
2386,2015-11-01,7,CA
2387,2015-12-01,12,CA
2388,2016-01-01,19,CA
2389,2016-02-01,19,CA
2390,2016-03-01,16,CA
2391,2016-04-01,17,CA
2392,2016-05-01,17,CA
2393,2016-06-01,24,CA
2394,2016-07-01,14,CA
2395,2016-08-01,26,CA
2396,2016-09-01,25,CA
2397,2016-10-01,13,CA
2398,2016-11-01,16,CA
2399,2016-12-01,8,CA
2400,2017-01-01,15,CA
2401,2017-02-01,10,CA
2402,2017-03-01,19,CA
2403,2017-04-01,19,CA
2404,2017-05-01,17,CA
2405,2017-06-01,15,CA
2406,2017-07-01,16,CA
2407,2017-08-01,9,CA
2408,2017-09-01,9,CA
2409,2017-10-01,9,CA
2410,2017-11-01,13,CA
2411,2017-12-01,9,CA
2412,2018-01-01,15,CA
2413,2018-02-01,11,CA
2414,2018-03-01,19,CA
2415,2018-04-01,12,CA
2416,2018-05-01,14,CA
2417,2018-06-01,9,CA
2418,2018-07-01,14,CA
2419,2018-08-01,14,CA
2420,2018-09-01,13,CA
2421,2018-10-01,14,CA
2422,2018-11-01,12,CA
2423,2018-12-01,11,CA
2424,2019-01-01,11,CA
2425,2019-02-01,20,CA
2426,2019-03-01,11,CA
2427,2019-04-01,14,CA
2428,2019-05-01,10,CA
2429,2019-06-01,16,CA
2430,2019-07-01,11,CA
2431,2019-08-01,18,CA
2432,2019-09-01,8,CA
2433,2019-10-01,7,CA
2434,2019-11-01,11,CA
2435,2019-12-01,10,CA
2436,2020-01-01,13,CA
2437,2020-02-01,9,CA
2438,2020-03-01,7,CA
2439,2020-04-01,11,CA
2440,2020-05-01,11,CA
2441,2020-06-01,12,CA
2442,2020-07-01,19,CA
2443,2020-08-01,10,CA
2444,2020-09-01,15,CA
2445,2020-10-01,10,CA
2446,2020-11-01,8,CA
2447,2020-12-01,8,CA
2448,2004-01-01,0,FL
2449,2004-02-01,58,FL
2450,2004-03-01,0,FL
2451,2004-04-01,0,FL
2452,2004-05-01,0,FL
2453,2004-06-01,82,FL
2454,2004-07-01,100,FL
2455,2004-08-01,0,FL
2456,2004-09-01,47,FL
2457,2004-10-01,0,FL
2458,2004-11-01,0,FL
2459,2004-12-01,95,FL
2460,2005-01-01,0,FL
2461,2005-02-01,61,FL
2462,2005-03-01,0,FL
2463,2005-04-01,0,FL
2464,2005-05-01,0,FL
2465,2005-06-01,0,FL
2466,2005-07-01,48,FL
2467,2005-08-01,23,FL
2468,2005-09-01,0,FL
2469,2005-10-01,22,FL
2470,2005-11-01,32,FL
2471,2005-12-01,24,FL
2472,2006-01-01,22,FL
2473,2006-02-01,23,FL
2474,2006-03-01,0,FL
2475,2006-04-01,34,FL
2476,2006-05-01,51,FL
2477,2006-06-01,18,FL
2478,2006-07-01,32,FL
2479,2006-08-01,35,FL
2480,2006-09-01,0,FL
2481,2006-10-01,0,FL
2482,2006-11-01,0,FL
2483,2006-12-01,0,FL
2484,2007-01-01,19,FL
2485,2007-02-01,18,FL
2486,2007-03-01,0,FL
2487,2007-04-01,11,FL
2488,2007-05-01,20,FL
2489,2007-06-01,0,FL
2490,2007-07-01,0,FL
2491,2007-08-01,0,FL
2492,2007-09-01,11,FL
2493,2007-10-01,16,FL
2494,2007-11-01,17,FL
2495,2007-12-01,13,FL
2496,2008-01-01,13,FL
2497,2008-02-01,0,FL
2498,2008-03-01,19,FL
2499,2008-04-01,0,FL
2500,2008-05-01,15,FL
2501,2008-06-01,0,FL
2502,2008-07-01,0,FL
2503,2008-08-01,0,FL
2504,2008-09-01,0,FL
2505,2008-10-01,0,FL
2506,2008-11-01,8,FL
2507,2008-12-01,0,FL
2508,2009-01-01,0,FL
2509,2009-02-01,14,FL
2510,2009-03-01,9,FL
2511,2009-04-01,27,FL
2512,2009-05-01,9,FL
2513,2009-06-01,11,FL
2514,2009-07-01,7,FL
2515,2009-08-01,0,FL
2516,2009-09-01,0,FL
2517,2009-10-01,18,FL
2518,2009-11-01,0,FL
2519,2009-12-01,7,FL
2520,2010-01-01,0,FL
2521,2010-02-01,7,FL
2522,2010-03-01,0,FL
2523,2010-04-01,50,FL
2524,2010-05-01,0,FL
2525,2010-06-01,16,FL
2526,2010-07-01,16,FL
2527,2010-08-01,0,FL
2528,2010-09-01,9,FL
2529,2010-10-01,8,FL
2530,2010-11-01,8,FL
2531,2010-12-01,8,FL
2532,2011-01-01,8,FL
2533,2011-02-01,22,FL
2534,2011-03-01,15,FL
2535,2011-04-01,15,FL
2536,2011-05-01,11,FL
2537,2011-06-01,11,FL
2538,2011-07-01,12,FL
2539,2011-08-01,9,FL
2540,2011-09-01,10,FL
2541,2011-10-01,22,FL
2542,2011-11-01,3,FL
2543,2011-12-01,25,FL
2544,2012-01-01,10,FL
2545,2012-02-01,12,FL
2546,2012-03-01,6,FL
2547,2012-04-01,8,FL
2548,2012-05-01,7,FL
2549,2012-06-01,9,FL
2550,2012-07-01,12,FL
2551,2012-08-01,14,FL
2552,2012-09-01,12,FL
2553,2012-10-01,10,FL
2554,2012-11-01,9,FL
2555,2012-12-01,9,FL
2556,2013-01-01,5,FL
2557,2013-02-01,4,FL
2558,2013-03-01,9,FL
2559,2013-04-01,9,FL
2560,2013-05-01,8,FL
2561,2013-06-01,6,FL
2562,2013-07-01,13,FL
2563,2013-08-01,7,FL
2564,2013-09-01,15,FL
2565,2013-10-01,8,FL
2566,2013-11-01,3,FL
2567,2013-12-01,4,FL
2568,2014-01-01,12,FL
2569,2014-02-01,15,FL
2570,2014-03-01,13,FL
2571,2014-04-01,11,FL
2572,2014-05-01,7,FL
2573,2014-06-01,5,FL
2574,2014-07-01,12,FL
2575,2014-08-01,4,FL
2576,2014-09-01,8,FL
2577,2014-10-01,4,FL
2578,2014-11-01,5,FL
2579,2014-12-01,8,FL
2580,2015-01-01,15,FL
2581,2015-02-01,7,FL
2582,2015-03-01,11,FL
2583,2015-04-01,9,FL
2584,2015-05-01,12,FL
2585,2015-06-01,12,FL
2586,2015-07-01,12,FL
2587,2015-08-01,20,FL
2588,2015-09-01,5,FL
2589,2015-10-01,8,FL
2590,2015-11-01,12,FL
2591,2015-12-01,4,FL
2592,2016-01-01,17,FL
2593,2016-02-01,6,FL
2594,2016-03-01,11,FL
2595,2016-04-01,13,FL
2596,2016-05-01,14,FL
2597,2016-06-01,11,FL
2598,2016-07-01,12,FL
2599,2016-08-01,15,FL
2600,2016-09-01,5,FL
2601,2016-10-01,11,FL
2602,2016-11-01,13,FL
2603,2016-12-01,10,FL
2604,2017-01-01,10,FL
2605,2017-02-01,13,FL
2606,2017-03-01,12,FL
2607,2017-04-01,9,FL
2608,2017-05-01,11,FL
2609,2017-06-01,12,FL
2610,2017-07-01,15,FL
2611,2017-08-01,15,FL
2612,2017-09-01,13,FL
2613,2017-10-01,6,FL
2614,2017-11-01,9,FL
2615,2017-12-01,10,FL
2616,2018-01-01,12,FL
2617,2018-02-01,10,FL
2618,2018-03-01,11,FL
2619,2018-04-01,6,FL
2620,2018-05-01,9,FL
2621,2018-06-01,6,FL
2622,2018-07-01,10,FL
2623,2018-08-01,11,FL
2624,2018-09-01,11,FL
2625,2018-10-01,9,FL
2626,2018-11-01,4,FL
2627,2018-12-01,6,FL
2628,2019-01-01,8,FL
2629,2019-02-01,15,FL
2630,2019-03-01,8,FL
2631,2019-04-01,8,FL
2632,2019-05-01,10,FL
2633,2019-06-01,11,FL
2634,2019-07-01,12,FL
2635,2019-08-01,8,FL
2636,2019-09-01,14,FL
2637,2019-10-01,9,FL
2638,2019-11-01,12,FL
2639,2019-12-01,7,FL
2640,2020-01-01,16,FL
2641,2020-02-01,12,FL
2642,2020-03-01,8,FL
2643,2020-04-01,5,FL
2644,2020-05-01,10,FL
2645,2020-06-01,10,FL
2646,2020-07-01,12,FL
2647,2020-08-01,11,FL
2648,2020-09-01,10,FL
2649,2020-10-01,7,FL
2650,2020-11-01,11,FL
2651,2020-12-01,6,FL
2652,2004-01-01,0,PA
2653,2004-02-01,0,PA
2654,2004-03-01,0,PA
2655,2004-04-01,96,PA
2656,2004-05-01,0,PA
2657,2004-06-01,0,PA
2658,2004-07-01,0,PA
2659,2004-08-01,0,PA
2660,2004-09-01,0,PA
2661,2004-10-01,84,PA
2662,2004-11-01,99,PA
2663,2004-12-01,0,PA
2664,2005-01-01,0,PA
2665,2005-02-01,0,PA
2666,2005-03-01,0,PA
2667,2005-04-01,56,PA
2668,2005-05-01,0,PA
2669,2005-06-01,0,PA
2670,2005-07-01,55,PA
2671,2005-08-01,28,PA
2672,2005-09-01,100,PA
2673,2005-10-01,0,PA
2674,2005-11-01,0,PA
2675,2005-12-01,0,PA
2676,2006-01-01,0,PA
2677,2006-02-01,0,PA
2678,2006-03-01,28,PA
2679,2006-04-01,0,PA
2680,2006-05-01,0,PA
2681,2006-06-01,60,PA
2682,2006-07-01,0,PA
2683,2006-08-01,0,PA
2684,2006-09-01,22,PA
2685,2006-10-01,0,PA
2686,2006-11-01,21,PA
2687,2006-12-01,0,PA
2688,2007-01-01,0,PA
2689,2007-02-01,0,PA
2690,2007-03-01,16,PA
2691,2007-04-01,0,PA
2692,2007-05-01,0,PA
2693,2007-06-01,0,PA
2694,2007-07-01,0,PA
2695,2007-08-01,0,PA
2696,2007-09-01,0,PA
2697,2007-10-01,15,PA
2698,2007-11-01,0,PA
2699,2007-12-01,27,PA
2700,2008-01-01,25,PA
2701,2008-02-01,0,PA
2702,2008-03-01,0,PA
2703,2008-04-01,30,PA
2704,2008-05-01,0,PA
2705,2008-06-01,0,PA
2706,2008-07-01,21,PA
2707,2008-08-01,21,PA
2708,2008-09-01,0,PA
2709,2008-10-01,0,PA
2710,2008-11-01,0,PA
2711,2008-12-01,0,PA
2712,2009-01-01,0,PA
2713,2009-02-01,0,PA
2714,2009-03-01,0,PA
2715,2009-04-01,14,PA
2716,2009-05-01,11,PA
2717,2009-06-01,0,PA
2718,2009-07-01,0,PA
2719,2009-08-01,0,PA
2720,2009-09-01,16,PA
2721,2009-10-01,0,PA
2722,2009-11-01,34,PA
2723,2009-12-01,0,PA
2724,2010-01-01,0,PA
2725,2010-02-01,0,PA
2726,2010-03-01,0,PA
2727,2010-04-01,0,PA
2728,2010-05-01,0,PA
2729,2010-06-01,15,PA
2730,2010-07-01,0,PA
2731,2010-08-01,0,PA
2732,2010-09-01,0,PA
2733,2010-10-01,0,PA
2734,2010-11-01,0,PA
2735,2010-12-01,0,PA
2736,2011-01-01,0,PA
2737,2011-02-01,26,PA
2738,2011-03-01,7,PA
2739,2011-04-01,10,PA
2740,2011-05-01,0,PA
2741,2011-06-01,0,PA
2742,2011-07-01,9,PA
2743,2011-08-01,0,PA
2744,2011-09-01,4,PA
2745,2011-10-01,5,PA
2746,2011-11-01,0,PA
2747,2011-12-01,0,PA
2748,2012-01-01,7,PA
2749,2012-02-01,11,PA
2750,2012-03-01,4,PA
2751,2012-04-01,9,PA
2752,2012-05-01,0,PA
2753,2012-06-01,16,PA
2754,2012-07-01,4,PA
2755,2012-08-01,0,PA
2756,2012-09-01,0,PA
2757,2012-10-01,0,PA
2758,2012-11-01,4,PA
2759,2012-12-01,0,PA
2760,2013-01-01,0,PA
2761,2013-02-01,5,PA
2762,2013-03-01,3,PA
2763,2013-04-01,8,PA
2764,2013-05-01,13,PA
2765,2013-06-01,0,PA
2766,2013-07-01,0,PA
2767,2013-08-01,7,PA
2768,2013-09-01,7,PA
2769,2013-10-01,5,PA
2770,2013-11-01,6,PA
2771,2013-12-01,0,PA
2772,2014-01-01,7,PA
2773,2014-02-01,3,PA
2774,2014-03-01,9,PA
2775,2014-04-01,0,PA
2776,2014-05-01,0,PA
2777,2014-06-01,4,PA
2778,2014-07-01,7,PA
2779,2014-08-01,6,PA
2780,2014-09-01,6,PA
2781,2014-10-01,0,PA
2782,2014-11-01,5,PA
2783,2014-12-01,0,PA
2784,2015-01-01,6,PA
2785,2015-02-01,6,PA
2786,2015-03-01,8,PA
2787,2015-04-01,4,PA
2788,2015-05-01,7,PA
2789,2015-06-01,19,PA
2790,2015-07-01,4,PA
2791,2015-08-01,5,PA
2792,2015-09-01,0,PA
2793,2015-10-01,5,PA
2794,2015-11-01,0,PA
2795,2015-12-01,0,PA
2796,2016-01-01,4,PA
2797,2016-02-01,4,PA
2798,2016-03-01,6,PA
2799,2016-04-01,8,PA
2800,2016-05-01,8,PA
2801,2016-06-01,3,PA
2802,2016-07-01,3,PA
2803,2016-08-01,0,PA
2804,2016-09-01,5,PA
2805,2016-10-01,6,PA
2806,2016-11-01,0,PA
2807,2016-12-01,0,PA
2808,2017-01-01,5,PA
2809,2017-02-01,7,PA
2810,2017-03-01,5,PA
2811,2017-04-01,4,PA
2812,2017-05-01,5,PA
2813,2017-06-01,4,PA
2814,2017-07-01,7,PA
2815,2017-08-01,3,PA
2816,2017-09-01,4,PA
2817,2017-10-01,4,PA
2818,2017-11-01,0,PA
2819,2017-12-01,3,PA
2820,2018-01-01,7,PA
2821,2018-02-01,6,PA
2822,2018-03-01,3,PA
2823,2018-04-01,4,PA
2824,2018-05-01,18,PA
2825,2018-06-01,0,PA
2826,2018-07-01,6,PA
2827,2018-08-01,0,PA
2828,2018-09-01,3,PA
2829,2018-10-01,3,PA
2830,2018-11-01,0,PA
2831,2018-12-01,0,PA
2832,2019-01-01,0,PA
2833,2019-02-01,7,PA
2834,2019-03-01,3,PA
2835,2019-04-01,2,PA
2836,2019-05-01,8,PA
2837,2019-06-01,7,PA
2838,2019-07-01,12,PA
2839,2019-08-01,7,PA
2840,2019-09-01,14,PA
2841,2019-10-01,4,PA
2842,2019-11-01,2,PA
2843,2019-12-01,11,PA
2844,2020-01-01,3,PA
2845,2020-02-01,6,PA
2846,2020-03-01,4,PA
2847,2020-04-01,0,PA
