date,immigration,State,DMA,Full
2012-06-01,30,MI,Detroit ,Detroit MI
2012-07-01,21,MI,Detroit ,Detroit MI
2012-08-01,22,MI,Detroit ,Detroit MI
2012-09-01,25,MI,Detroit ,Detroit MI
2012-10-01,28,MI,Detroit ,Detroit MI
2012-11-01,28,MI,Detroit ,Detroit MI
2012-12-01,22,MI,Detroit ,Detroit MI
2013-01-01,32,MI,Detroit ,Detroit MI
2013-02-01,32,MI,Detroit ,Detroit MI
2013-03-01,32,MI,Detroit ,Detroit MI
2013-04-01,44,MI,Detroit ,Detroit MI
2013-05-01,32,MI,Detroit ,Detroit MI
2013-06-01,37,MI,Detroit ,Detroit MI
2013-07-01,53,MI,Detroit ,Detroit MI
2013-08-01,39,MI,Detroit ,Detroit MI
2013-09-01,30,MI,Detroit ,Detroit MI
2013-10-01,34,MI,Detroit ,Detroit MI
2013-11-01,31,MI,Detroit ,Detroit MI
2013-12-01,28,MI,Detroit ,Detroit MI
2014-01-01,35,MI,Detroit ,Detroit MI
2014-02-01,34,MI,Detroit ,Detroit MI
2014-03-01,32,MI,Detroit ,Detroit MI
2014-04-01,33,MI,Detroit ,Detroit MI
2014-05-01,25,MI,Detroit ,Detroit MI
2014-06-01,33,MI,Detroit ,Detroit MI
2014-07-01,35,MI,Detroit ,Detroit MI
2014-08-01,27,MI,Detroit ,Detroit MI
2014-09-01,28,MI,Detroit ,Detroit MI
2014-10-01,30,MI,Detroit ,Detroit MI
2014-11-01,61,MI,Detroit ,Detroit MI
2014-12-01,32,MI,Detroit ,Detroit MI
2015-01-01,27,MI,Detroit ,Detroit MI
2015-02-01,32,MI,Detroit ,Detroit MI
2015-03-01,28,MI,Detroit ,Detroit MI
2015-04-01,25,MI,Detroit ,Detroit MI
2015-05-01,25,MI,Detroit ,Detroit MI
2015-06-01,20,MI,Detroit ,Detroit MI
2015-07-01,23,MI,Detroit ,Detroit MI
2015-08-01,20,MI,Detroit ,Detroit MI
2015-09-01,22,MI,Detroit ,Detroit MI
2015-10-01,26,MI,Detroit ,Detroit MI
2015-11-01,27,MI,Detroit ,Detroit MI
2015-12-01,21,MI,Detroit ,Detroit MI
2016-01-01,26,MI,Detroit ,Detroit MI
2016-02-01,25,MI,Detroit ,Detroit MI
2016-03-01,25,MI,Detroit ,Detroit MI
2016-04-01,26,MI,Detroit ,Detroit MI
2016-05-01,20,MI,Detroit ,Detroit MI
2016-06-01,23,MI,Detroit ,Detroit MI
2016-07-01,19,MI,Detroit ,Detroit MI
2016-08-01,19,MI,Detroit ,Detroit MI
2016-09-01,24,MI,Detroit ,Detroit MI
2016-10-01,23,MI,Detroit ,Detroit MI
2016-11-01,46,MI,Detroit ,Detroit MI
2016-12-01,21,MI,Detroit ,Detroit MI
2017-01-01,63,MI,Detroit ,Detroit MI
2017-02-01,71,MI,Detroit ,Detroit MI
2017-03-01,36,MI,Detroit ,Detroit MI
2017-04-01,26,MI,Detroit ,Detroit MI
2017-05-01,28,MI,Detroit ,Detroit MI
2017-06-01,25,MI,Detroit ,Detroit MI
2017-07-01,21,MI,Detroit ,Detroit MI
2017-08-01,28,MI,Detroit ,Detroit MI
2017-09-01,27,MI,Detroit ,Detroit MI
2017-10-01,25,MI,Detroit ,Detroit MI
2017-11-01,25,MI,Detroit ,Detroit MI
2017-12-01,22,MI,Detroit ,Detroit MI
2018-01-01,47,MI,Detroit ,Detroit MI
2018-02-01,35,MI,Detroit ,Detroit MI
2018-03-01,30,MI,Detroit ,Detroit MI
2018-04-01,30,MI,Detroit ,Detroit MI
2018-05-01,25,MI,Detroit ,Detroit MI
2018-06-01,57,MI,Detroit ,Detroit MI
2018-07-01,34,MI,Detroit ,Detroit MI
2018-08-01,27,MI,Detroit ,Detroit MI
2018-09-01,25,MI,Detroit ,Detroit MI
2018-10-01,27,MI,Detroit ,Detroit MI
2018-11-01,26,MI,Detroit ,Detroit MI
2018-12-01,22,MI,Detroit ,Detroit MI
2019-01-01,29,MI,Detroit ,Detroit MI
2019-02-01,29,MI,Detroit ,Detroit MI
2019-03-01,26,MI,Detroit ,Detroit MI
2019-04-01,26,MI,Detroit ,Detroit MI
2019-05-01,25,MI,Detroit ,Detroit MI
2019-06-01,28,MI,Detroit ,Detroit MI
2019-07-01,29,MI,Detroit ,Detroit MI
2019-08-01,23,MI,Detroit ,Detroit MI
2019-09-01,24,MI,Detroit ,Detroit MI
2019-10-01,24,MI,Detroit ,Detroit MI
2019-11-01,21,MI,Detroit ,Detroit MI
2019-12-01,18,MI,Detroit ,Detroit MI
2020-01-01,23,MI,Detroit ,Detroit MI
2020-02-01,23,MI,Detroit ,Detroit MI
2020-03-01,16,MI,Detroit ,Detroit MI
2020-04-01,28,MI,Detroit ,Detroit MI
2020-05-01,16,MI,Detroit ,Detroit MI
2020-06-01,20,MI,Detroit ,Detroit MI
2020-07-01,18,MI,Detroit ,Detroit MI
2020-08-01,19,MI,Detroit ,Detroit MI
2020-09-01,16,MI,Detroit ,Detroit MI
2020-10-01,19,MI,Detroit ,Detroit MI
2020-11-01,16,MI,Detroit ,Detroit MI
2020-12-01,15,MI,Detroit ,Detroit MI
