date,immigration,State,DMA,Full
2020-03-01,17,GA,Atlanta ,Atlanta GA
2020-04-01,22,GA,Atlanta ,Atlanta GA
2020-05-01,14,GA,Atlanta ,Atlanta GA
2020-06-01,18,GA,Atlanta ,Atlanta GA
2020-07-01,16,GA,Atlanta ,Atlanta GA
2020-08-01,17,GA,Atlanta ,Atlanta GA
2020-09-01,17,GA,Atlanta ,Atlanta GA
2020-10-01,19,GA,Atlanta ,Atlanta GA
2020-11-01,16,GA,Atlanta ,Atlanta GA
2020-12-01,13,GA,Atlanta ,Atlanta GA
