date,immigration,State,DMA,Full
2017-08-01,27,PA,Philadelphia ,Philadelphia PA
2017-09-01,30,PA,Philadelphia ,Philadelphia PA
2017-10-01,29,PA,Philadelphia ,Philadelphia PA
2017-11-01,28,PA,Philadelphia ,Philadelphia PA
2017-12-01,26,PA,Philadelphia ,Philadelphia PA
2018-01-01,45,PA,Philadelphia ,Philadelphia PA
2018-02-01,40,PA,Philadelphia ,Philadelphia PA
2018-03-01,32,PA,Philadelphia ,Philadelphia PA
2018-04-01,31,PA,Philadelphia ,Philadelphia PA
2018-05-01,30,PA,Philadelphia ,Philadelphia PA
2018-06-01,58,PA,Philadelphia ,Philadelphia PA
2018-07-01,32,PA,Philadelphia ,Philadelphia PA
2018-08-01,27,PA,Philadelphia ,Philadelphia PA
2018-09-01,27,PA,Philadelphia ,Philadelphia PA
2018-10-01,34,PA,Philadelphia ,Philadelphia PA
2018-11-01,31,PA,Philadelphia ,Philadelphia PA
2018-12-01,25,PA,Philadelphia ,Philadelphia PA
2019-01-01,34,PA,Philadelphia ,Philadelphia PA
2019-02-01,30,PA,Philadelphia ,Philadelphia PA
2019-03-01,29,PA,Philadelphia ,Philadelphia PA
2019-04-01,31,PA,Philadelphia ,Philadelphia PA
2019-05-01,30,PA,Philadelphia ,Philadelphia PA
2019-06-01,29,PA,Philadelphia ,Philadelphia PA
2019-07-01,32,PA,Philadelphia ,Philadelphia PA
2019-08-01,27,PA,Philadelphia ,Philadelphia PA
2019-09-01,26,PA,Philadelphia ,Philadelphia PA
2019-10-01,28,PA,Philadelphia ,Philadelphia PA
2019-11-01,24,PA,Philadelphia ,Philadelphia PA
2019-12-01,22,PA,Philadelphia ,Philadelphia PA
2020-01-01,25,PA,Philadelphia ,Philadelphia PA
2020-02-01,24,PA,Philadelphia ,Philadelphia PA
2020-03-01,21,PA,Philadelphia ,Philadelphia PA
2020-04-01,28,PA,Philadelphia ,Philadelphia PA
2020-05-01,18,PA,Philadelphia ,Philadelphia PA
2020-06-01,21,PA,Philadelphia ,Philadelphia PA
2020-07-01,20,PA,Philadelphia ,Philadelphia PA
2020-08-01,19,PA,Philadelphia ,Philadelphia PA
2020-09-01,20,PA,Philadelphia ,Philadelphia PA
2020-10-01,21,PA,Philadelphia ,Philadelphia PA
2020-11-01,18,PA,Philadelphia ,Philadelphia PA
2020-12-01,17,PA,Philadelphia ,Philadelphia PA
