,date,condominium for sale,State,DMA,Full
481,2010-02-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
482,2010-03-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
483,2010-04-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
484,2010-05-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
485,2010-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
486,2010-07-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
487,2010-08-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
488,2010-09-01,15,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
489,2010-10-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
490,2010-11-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
491,2010-12-01,12,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
492,2011-01-01,7,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
493,2011-02-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
494,2011-03-01,13,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
495,2011-04-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
496,2011-05-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
497,2011-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
498,2011-07-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
499,2011-08-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
500,2011-09-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
501,2011-10-01,13,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
502,2011-11-01,10,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
503,2011-12-01,7,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
504,2012-01-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
505,2012-02-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
506,2012-03-01,9,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
507,2012-04-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
508,2012-05-01,7,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
509,2012-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
510,2012-07-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
511,2012-08-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
512,2012-09-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
513,2012-10-01,10,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
514,2012-11-01,7,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
515,2012-12-01,13,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
516,2013-01-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
517,2013-02-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
518,2013-03-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
519,2013-04-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
520,2013-05-01,5,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
521,2013-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
522,2013-07-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
523,2013-08-01,9,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
524,2013-09-01,6,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
525,2013-10-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
526,2013-11-01,9,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
527,2013-12-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
528,2014-01-01,7,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
529,2014-02-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
530,2014-03-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
531,2014-04-01,12,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
532,2014-05-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
533,2014-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
534,2014-07-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
535,2014-08-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
536,2014-09-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
537,2014-10-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
538,2014-11-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
539,2014-12-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
540,2015-01-01,7,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
541,2015-02-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
542,2015-03-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
543,2015-04-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
544,2015-05-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
545,2015-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
546,2015-07-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
547,2015-08-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
548,2015-09-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
549,2015-10-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
550,2015-11-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
551,2015-12-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
552,2016-01-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
553,2016-02-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
554,2016-03-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
555,2016-04-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
556,2016-05-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
557,2016-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
558,2016-07-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
559,2016-08-01,6,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
560,2016-09-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
561,2016-10-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
562,2016-11-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
563,2016-12-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
564,2017-01-01,5,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
565,2017-02-01,7,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
566,2017-03-01,9,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
567,2017-04-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
568,2017-05-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
569,2017-06-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
570,2017-07-01,8,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
571,2017-08-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
572,2017-09-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
573,2017-10-01,6,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
574,2017-11-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
575,2017-12-01,13,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
576,2018-01-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
577,2018-02-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
578,2018-03-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
579,2018-04-01,6,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
580,2018-05-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
581,2018-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
582,2018-07-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
583,2018-08-01,6,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
584,2018-09-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
585,2018-10-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
586,2018-11-01,2,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
587,2018-12-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
588,2019-01-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
589,2019-02-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
590,2019-03-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
591,2019-04-01,9,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
592,2019-05-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
593,2019-06-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
594,2019-07-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
595,2019-08-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
596,2019-09-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
597,2019-10-01,12,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
598,2019-11-01,5,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
599,2019-12-01,2,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
600,2020-01-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
601,2020-02-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
602,2020-03-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
603,2020-04-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
604,2020-05-01,3,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
605,2020-06-01,6,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
606,2020-07-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
607,2020-08-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
608,2020-09-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
609,2020-10-01,4,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
610,2020-11-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
611,2020-12-01,0,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
612,2004-01-01,0,IL,Chicago ,Chicago IL
613,2004-02-01,0,IL,Chicago ,Chicago IL
614,2004-03-01,0,IL,Chicago ,Chicago IL
615,2004-04-01,0,IL,Chicago ,Chicago IL
616,2004-05-01,0,IL,Chicago ,Chicago IL
617,2004-06-01,0,IL,Chicago ,Chicago IL
618,2004-07-01,0,IL,Chicago ,Chicago IL
619,2004-08-01,100,IL,Chicago ,Chicago IL
620,2004-09-01,65,IL,Chicago ,Chicago IL
621,2004-10-01,0,IL,Chicago ,Chicago IL
622,2004-11-01,0,IL,Chicago ,Chicago IL
623,2004-12-01,0,IL,Chicago ,Chicago IL
624,2005-01-01,0,IL,Chicago ,Chicago IL
625,2005-02-01,0,IL,Chicago ,Chicago IL
626,2005-03-01,44,IL,Chicago ,Chicago IL
627,2005-04-01,0,IL,Chicago ,Chicago IL
628,2005-05-01,0,IL,Chicago ,Chicago IL
629,2005-06-01,0,IL,Chicago ,Chicago IL
630,2005-07-01,47,IL,Chicago ,Chicago IL
631,2005-08-01,0,IL,Chicago ,Chicago IL
632,2005-09-01,0,IL,Chicago ,Chicago IL
633,2005-10-01,23,IL,Chicago ,Chicago IL
634,2005-11-01,0,IL,Chicago ,Chicago IL
635,2005-12-01,0,IL,Chicago ,Chicago IL
636,2006-01-01,0,IL,Chicago ,Chicago IL
637,2006-02-01,0,IL,Chicago ,Chicago IL
638,2006-03-01,0,IL,Chicago ,Chicago IL
639,2006-04-01,20,IL,Chicago ,Chicago IL
640,2006-05-01,16,IL,Chicago ,Chicago IL
641,2006-06-01,44,IL,Chicago ,Chicago IL
642,2006-07-01,16,IL,Chicago ,Chicago IL
643,2006-08-01,30,IL,Chicago ,Chicago IL
644,2006-09-01,0,IL,Chicago ,Chicago IL
645,2006-10-01,14,IL,Chicago ,Chicago IL
646,2006-11-01,0,IL,Chicago ,Chicago IL
647,2006-12-01,0,IL,Chicago ,Chicago IL
648,2007-01-01,13,IL,Chicago ,Chicago IL
649,2007-02-01,0,IL,Chicago ,Chicago IL
650,2007-03-01,0,IL,Chicago ,Chicago IL
651,2007-04-01,0,IL,Chicago ,Chicago IL
652,2007-05-01,0,IL,Chicago ,Chicago IL
653,2007-06-01,12,IL,Chicago ,Chicago IL
654,2007-07-01,0,IL,Chicago ,Chicago IL
655,2007-08-01,0,IL,Chicago ,Chicago IL
656,2007-09-01,9,IL,Chicago ,Chicago IL
657,2007-10-01,25,IL,Chicago ,Chicago IL
658,2007-11-01,0,IL,Chicago ,Chicago IL
659,2007-12-01,0,IL,Chicago ,Chicago IL
660,2008-01-01,0,IL,Chicago ,Chicago IL
661,2008-02-01,19,IL,Chicago ,Chicago IL
662,2008-03-01,0,IL,Chicago ,Chicago IL
663,2008-04-01,0,IL,Chicago ,Chicago IL
664,2008-05-01,0,IL,Chicago ,Chicago IL
665,2008-06-01,0,IL,Chicago ,Chicago IL
666,2008-07-01,0,IL,Chicago ,Chicago IL
667,2008-08-01,0,IL,Chicago ,Chicago IL
668,2008-09-01,0,IL,Chicago ,Chicago IL
669,2008-10-01,20,IL,Chicago ,Chicago IL
670,2008-11-01,0,IL,Chicago ,Chicago IL
671,2008-12-01,0,IL,Chicago ,Chicago IL
672,2009-01-01,0,IL,Chicago ,Chicago IL
673,2009-02-01,0,IL,Chicago ,Chicago IL
674,2009-03-01,0,IL,Chicago ,Chicago IL
675,2009-04-01,0,IL,Chicago ,Chicago IL
676,2009-05-01,14,IL,Chicago ,Chicago IL
677,2009-06-01,0,IL,Chicago ,Chicago IL
678,2009-07-01,13,IL,Chicago ,Chicago IL
679,2009-08-01,24,IL,Chicago ,Chicago IL
680,2009-09-01,0,IL,Chicago ,Chicago IL
681,2009-10-01,0,IL,Chicago ,Chicago IL
682,2009-11-01,0,IL,Chicago ,Chicago IL
683,2009-12-01,0,IL,Chicago ,Chicago IL
684,2010-01-01,12,IL,Chicago ,Chicago IL
685,2010-02-01,0,IL,Chicago ,Chicago IL
686,2010-03-01,0,IL,Chicago ,Chicago IL
687,2010-04-01,9,IL,Chicago ,Chicago IL
688,2010-05-01,0,IL,Chicago ,Chicago IL
689,2010-06-01,0,IL,Chicago ,Chicago IL
690,2010-07-01,0,IL,Chicago ,Chicago IL
691,2010-08-01,9,IL,Chicago ,Chicago IL
692,2010-09-01,0,IL,Chicago ,Chicago IL
693,2010-10-01,0,IL,Chicago ,Chicago IL
694,2010-11-01,14,IL,Chicago ,Chicago IL
695,2010-12-01,0,IL,Chicago ,Chicago IL
696,2011-01-01,8,IL,Chicago ,Chicago IL
697,2011-02-01,9,IL,Chicago ,Chicago IL
698,2011-03-01,8,IL,Chicago ,Chicago IL
699,2011-04-01,5,IL,Chicago ,Chicago IL
700,2011-05-01,4,IL,Chicago ,Chicago IL
701,2011-06-01,0,IL,Chicago ,Chicago IL
702,2011-07-01,4,IL,Chicago ,Chicago IL
703,2011-08-01,5,IL,Chicago ,Chicago IL
704,2011-09-01,3,IL,Chicago ,Chicago IL
705,2011-10-01,5,IL,Chicago ,Chicago IL
706,2011-11-01,0,IL,Chicago ,Chicago IL
707,2011-12-01,4,IL,Chicago ,Chicago IL
708,2012-01-01,0,IL,Chicago ,Chicago IL
709,2012-02-01,6,IL,Chicago ,Chicago IL
710,2012-03-01,11,IL,Chicago ,Chicago IL
711,2012-04-01,11,IL,Chicago ,Chicago IL
712,2012-05-01,7,IL,Chicago ,Chicago IL
713,2012-06-01,0,IL,Chicago ,Chicago IL
714,2012-07-01,5,IL,Chicago ,Chicago IL
715,2012-08-01,2,IL,Chicago ,Chicago IL
716,2012-09-01,0,IL,Chicago ,Chicago IL
717,2012-10-01,6,IL,Chicago ,Chicago IL
718,2012-11-01,4,IL,Chicago ,Chicago IL
719,2012-12-01,5,IL,Chicago ,Chicago IL
720,2013-01-01,0,IL,Chicago ,Chicago IL
721,2013-02-01,5,IL,Chicago ,Chicago IL
722,2013-03-01,12,IL,Chicago ,Chicago IL
723,2013-04-01,7,IL,Chicago ,Chicago IL
724,2013-05-01,8,IL,Chicago ,Chicago IL
725,2013-06-01,0,IL,Chicago ,Chicago IL
726,2013-07-01,9,IL,Chicago ,Chicago IL
727,2013-08-01,5,IL,Chicago ,Chicago IL
728,2013-09-01,4,IL,Chicago ,Chicago IL
729,2013-10-01,4,IL,Chicago ,Chicago IL
730,2013-11-01,3,IL,Chicago ,Chicago IL
731,2013-12-01,6,IL,Chicago ,Chicago IL
732,2014-01-01,2,IL,Chicago ,Chicago IL
733,2014-02-01,7,IL,Chicago ,Chicago IL
734,2014-03-01,11,IL,Chicago ,Chicago IL
735,2014-04-01,14,IL,Chicago ,Chicago IL
736,2014-05-01,8,IL,Chicago ,Chicago IL
737,2014-06-01,6,IL,Chicago ,Chicago IL
738,2014-07-01,0,IL,Chicago ,Chicago IL
739,2014-08-01,7,IL,Chicago ,Chicago IL
740,2014-09-01,5,IL,Chicago ,Chicago IL
741,2014-10-01,8,IL,Chicago ,Chicago IL
742,2014-11-01,0,IL,Chicago ,Chicago IL
743,2014-12-01,0,IL,Chicago ,Chicago IL
744,2015-01-01,7,IL,Chicago ,Chicago IL
745,2015-02-01,12,IL,Chicago ,Chicago IL
746,2015-03-01,9,IL,Chicago ,Chicago IL
747,2015-04-01,3,IL,Chicago ,Chicago IL
748,2015-05-01,14,IL,Chicago ,Chicago IL
749,2015-06-01,4,IL,Chicago ,Chicago IL
750,2015-07-01,7,IL,Chicago ,Chicago IL
751,2015-08-01,0,IL,Chicago ,Chicago IL
752,2015-09-01,3,IL,Chicago ,Chicago IL
753,2015-10-01,12,IL,Chicago ,Chicago IL
754,2015-11-01,8,IL,Chicago ,Chicago IL
755,2015-12-01,11,IL,Chicago ,Chicago IL
756,2016-01-01,10,IL,Chicago ,Chicago IL
757,2016-02-01,4,IL,Chicago ,Chicago IL
758,2016-03-01,2,IL,Chicago ,Chicago IL
759,2016-04-01,6,IL,Chicago ,Chicago IL
760,2016-05-01,6,IL,Chicago ,Chicago IL
761,2016-06-01,5,IL,Chicago ,Chicago IL
762,2016-07-01,0,IL,Chicago ,Chicago IL
763,2016-08-01,2,IL,Chicago ,Chicago IL
764,2016-09-01,0,IL,Chicago ,Chicago IL
765,2016-10-01,0,IL,Chicago ,Chicago IL
766,2016-11-01,4,IL,Chicago ,Chicago IL
767,2016-12-01,3,IL,Chicago ,Chicago IL
768,2017-01-01,9,IL,Chicago ,Chicago IL
769,2017-02-01,7,IL,Chicago ,Chicago IL
770,2017-03-01,4,IL,Chicago ,Chicago IL
771,2017-04-01,0,IL,Chicago ,Chicago IL
772,2017-05-01,5,IL,Chicago ,Chicago IL
773,2017-06-01,9,IL,Chicago ,Chicago IL
774,2017-07-01,3,IL,Chicago ,Chicago IL
775,2017-08-01,6,IL,Chicago ,Chicago IL
776,2017-09-01,0,IL,Chicago ,Chicago IL
777,2017-10-01,7,IL,Chicago ,Chicago IL
778,2017-11-01,6,IL,Chicago ,Chicago IL
779,2017-12-01,7,IL,Chicago ,Chicago IL
780,2018-01-01,5,IL,Chicago ,Chicago IL
781,2018-02-01,9,IL,Chicago ,Chicago IL
782,2018-03-01,6,IL,Chicago ,Chicago IL
783,2018-04-01,3,IL,Chicago ,Chicago IL
784,2018-05-01,9,IL,Chicago ,Chicago IL
785,2018-06-01,9,IL,Chicago ,Chicago IL
786,2018-07-01,7,IL,Chicago ,Chicago IL
787,2018-08-01,8,IL,Chicago ,Chicago IL
788,2018-09-01,7,IL,Chicago ,Chicago IL
789,2018-10-01,6,IL,Chicago ,Chicago IL
790,2018-11-01,6,IL,Chicago ,Chicago IL
791,2018-12-01,2,IL,Chicago ,Chicago IL
792,2019-01-01,4,IL,Chicago ,Chicago IL
793,2019-02-01,7,IL,Chicago ,Chicago IL
794,2019-03-01,5,IL,Chicago ,Chicago IL
795,2019-04-01,7,IL,Chicago ,Chicago IL
796,2019-05-01,7,IL,Chicago ,Chicago IL
797,2019-06-01,4,IL,Chicago ,Chicago IL
798,2019-07-01,0,IL,Chicago ,Chicago IL
799,2019-08-01,9,IL,Chicago ,Chicago IL
800,2019-09-01,10,IL,Chicago ,Chicago IL
801,2019-10-01,7,IL,Chicago ,Chicago IL
802,2019-11-01,5,IL,Chicago ,Chicago IL
803,2019-12-01,4,IL,Chicago ,Chicago IL
804,2020-01-01,5,IL,Chicago ,Chicago IL
805,2020-02-01,10,IL,Chicago ,Chicago IL
806,2020-03-01,7,IL,Chicago ,Chicago IL
807,2020-04-01,3,IL,Chicago ,Chicago IL
808,2020-05-01,8,IL,Chicago ,Chicago IL
809,2020-06-01,6,IL,Chicago ,Chicago IL
810,2020-07-01,8,IL,Chicago ,Chicago IL
811,2020-08-01,8,IL,Chicago ,Chicago IL
812,2020-09-01,3,IL,Chicago ,Chicago IL
813,2020-10-01,3,IL,Chicago ,Chicago IL
814,2020-11-01,4,IL,Chicago ,Chicago IL
815,2020-12-01,6,IL,Chicago ,Chicago IL
816,2004-01-01,100,OR,Portland ,Portland OR
817,2004-02-01,39,OR,Portland ,Portland OR
818,2004-03-01,0,OR,Portland ,Portland OR
819,2004-04-01,37,OR,Portland ,Portland OR
820,2004-05-01,26,OR,Portland ,Portland OR
821,2004-06-01,0,OR,Portland ,Portland OR
822,2004-07-01,0,OR,Portland ,Portland OR
823,2004-08-01,0,OR,Portland ,Portland OR
824,2004-09-01,0,OR,Portland ,Portland OR
825,2004-10-01,0,OR,Portland ,Portland OR
826,2004-11-01,0,OR,Portland ,Portland OR
827,2004-12-01,0,OR,Portland ,Portland OR
828,2005-01-01,0,OR,Portland ,Portland OR
829,2005-02-01,0,OR,Portland ,Portland OR
830,2005-03-01,0,OR,Portland ,Portland OR
831,2005-04-01,0,OR,Portland ,Portland OR
832,2005-05-01,0,OR,Portland ,Portland OR
833,2005-06-01,25,OR,Portland ,Portland OR
834,2005-07-01,0,OR,Portland ,Portland OR
835,2005-08-01,0,OR,Portland ,Portland OR
836,2005-09-01,0,OR,Portland ,Portland OR
837,2005-10-01,34,OR,Portland ,Portland OR
838,2005-11-01,0,OR,Portland ,Portland OR
839,2005-12-01,0,OR,Portland ,Portland OR
840,2006-01-01,19,OR,Portland ,Portland OR
841,2006-02-01,0,OR,Portland ,Portland OR
842,2006-03-01,37,OR,Portland ,Portland OR
843,2006-04-01,0,OR,Portland ,Portland OR
844,2006-05-01,0,OR,Portland ,Portland OR
845,2006-06-01,0,OR,Portland ,Portland OR
846,2006-07-01,0,OR,Portland ,Portland OR
847,2006-08-01,0,OR,Portland ,Portland OR
848,2006-09-01,0,OR,Portland ,Portland OR
849,2006-10-01,0,OR,Portland ,Portland OR
850,2006-11-01,0,OR,Portland ,Portland OR
851,2006-12-01,0,OR,Portland ,Portland OR
852,2007-01-01,0,OR,Portland ,Portland OR
853,2007-02-01,12,OR,Portland ,Portland OR
854,2007-03-01,7,OR,Portland ,Portland OR
855,2007-04-01,9,OR,Portland ,Portland OR
