,date,immigration enforcement,State
1916,2010-09-01,26,TN
1917,2010-10-01,0,TN
1918,2010-11-01,14,TN
1919,2010-12-01,0,TN
1920,2011-01-01,0,TN
1921,2011-02-01,0,TN
1922,2011-03-01,24,TN
1923,2011-04-01,9,TN
1924,2011-05-01,13,TN
1925,2011-06-01,0,TN
1926,2011-07-01,0,TN
1927,2011-08-01,42,TN
1928,2011-09-01,0,TN
1929,2011-10-01,9,TN
1930,2011-11-01,0,TN
1931,2011-12-01,0,TN
1932,2012-01-01,0,TN
1933,2012-02-01,0,TN
1934,2012-03-01,0,TN
1935,2012-04-01,0,TN
1936,2012-05-01,0,TN
1937,2012-06-01,5,TN
1938,2012-07-01,0,TN
1939,2012-08-01,0,TN
1940,2012-09-01,0,TN
1941,2012-10-01,0,TN
1942,2012-11-01,0,TN
1943,2012-12-01,4,TN
1944,2013-01-01,6,TN
1945,2013-02-01,8,TN
1946,2013-03-01,0,TN
1947,2013-04-01,4,TN
1948,2013-05-01,0,TN
1949,2013-06-01,8,TN
1950,2013-07-01,0,TN
1951,2013-08-01,4,TN
1952,2013-09-01,0,TN
1953,2013-10-01,0,TN
1954,2013-11-01,0,TN
1955,2013-12-01,0,TN
1956,2014-01-01,0,TN
1957,2014-02-01,5,TN
1958,2014-03-01,0,TN
1959,2014-04-01,0,TN
1960,2014-05-01,0,TN
1961,2014-06-01,0,TN
1962,2014-07-01,0,TN
1963,2014-08-01,0,TN
1964,2014-09-01,13,TN
1965,2014-10-01,0,TN
1966,2014-11-01,0,TN
1967,2014-12-01,0,TN
1968,2015-01-01,0,TN
1969,2015-02-01,0,TN
1970,2015-03-01,0,TN
1971,2015-04-01,0,TN
1972,2015-05-01,8,TN
1973,2015-06-01,0,TN
1974,2015-07-01,0,TN
1975,2015-08-01,4,TN
1976,2015-09-01,0,TN
1977,2015-10-01,0,TN
1978,2015-11-01,0,TN
1979,2015-12-01,4,TN
1980,2016-01-01,0,TN
1981,2016-02-01,4,TN
1982,2016-03-01,4,TN
1983,2016-04-01,0,TN
1984,2016-05-01,0,TN
1985,2016-06-01,0,TN
1986,2016-07-01,0,TN
1987,2016-08-01,0,TN
1988,2016-09-01,0,TN
1989,2016-10-01,0,TN
1990,2016-11-01,4,TN
1991,2016-12-01,0,TN
1992,2017-01-01,0,TN
1993,2017-02-01,6,TN
1994,2017-03-01,0,TN
1995,2017-04-01,4,TN
1996,2017-05-01,4,TN
1997,2017-06-01,0,TN
1998,2017-07-01,0,TN
1999,2017-08-01,0,TN
2000,2017-09-01,0,TN
2001,2017-10-01,4,TN
2002,2017-11-01,0,TN
2003,2017-12-01,0,TN
2004,2018-01-01,3,TN
2005,2018-02-01,5,TN
2006,2018-03-01,0,TN
2007,2018-04-01,6,TN
2008,2018-05-01,9,TN
2009,2018-06-01,9,TN
2010,2018-07-01,0,TN
2011,2018-08-01,6,TN
2012,2018-09-01,0,TN
2013,2018-10-01,3,TN
2014,2018-11-01,3,TN
2015,2018-12-01,4,TN
2016,2019-01-01,2,TN
2017,2019-02-01,5,TN
2018,2019-03-01,4,TN
2019,2019-04-01,7,TN
2020,2019-05-01,0,TN
2021,2019-06-01,3,TN
2022,2019-07-01,7,TN
2023,2019-08-01,4,TN
2024,2019-09-01,0,TN
2025,2019-10-01,0,TN
2026,2019-11-01,3,TN
2027,2019-12-01,0,TN
2028,2020-01-01,2,TN
2029,2020-02-01,3,TN
2030,2020-03-01,3,TN
2031,2020-04-01,0,TN
2032,2020-05-01,2,TN
2033,2020-06-01,5,TN
2034,2020-07-01,0,TN
2035,2020-08-01,0,TN
2036,2020-09-01,0,TN
2037,2020-10-01,0,TN
2038,2020-11-01,0,TN
2039,2020-12-01,0,TN
2040,2004-01-01,0,CT
2041,2004-02-01,0,CT
2042,2004-03-01,100,CT
2043,2004-04-01,0,CT
2044,2004-05-01,73,CT
2045,2004-06-01,48,CT
2046,2004-07-01,0,CT
2047,2004-08-01,0,CT
2048,2004-09-01,0,CT
2049,2004-10-01,0,CT
2050,2004-11-01,0,CT
2051,2004-12-01,0,CT
2052,2005-01-01,0,CT
2053,2005-02-01,0,CT
2054,2005-03-01,0,CT
2055,2005-04-01,0,CT
2056,2005-05-01,0,CT
2057,2005-06-01,55,CT
2058,2005-07-01,0,CT
2059,2005-08-01,0,CT
2060,2005-09-01,0,CT
2061,2005-10-01,0,CT
2062,2005-11-01,40,CT
2063,2005-12-01,50,CT
2064,2006-01-01,0,CT
2065,2006-02-01,0,CT
2066,2006-03-01,0,CT
2067,2006-04-01,65,CT
2068,2006-05-01,18,CT
2069,2006-06-01,0,CT
2070,2006-07-01,21,CT
2071,2006-08-01,0,CT
2072,2006-09-01,0,CT
2073,2006-10-01,0,CT
2074,2006-11-01,0,CT
2075,2006-12-01,0,CT
2076,2007-01-01,0,CT
2077,2007-02-01,0,CT
2078,2007-03-01,0,CT
2079,2007-04-01,0,CT
2080,2007-05-01,0,CT
2081,2007-06-01,0,CT
2082,2007-07-01,0,CT
2083,2007-08-01,0,CT
2084,2007-09-01,0,CT
2085,2007-10-01,0,CT
2086,2007-11-01,0,CT
2087,2007-12-01,0,CT
2088,2008-01-01,0,CT
2089,2008-02-01,0,CT
2090,2008-03-01,0,CT
2091,2008-04-01,0,CT
2092,2008-05-01,0,CT
2093,2008-06-01,0,CT
2094,2008-07-01,11,CT
2095,2008-08-01,0,CT
2096,2008-09-01,0,CT
2097,2008-10-01,0,CT
2098,2008-11-01,42,CT
2099,2008-12-01,0,CT
2100,2009-01-01,0,CT
2101,2009-02-01,0,CT
2102,2009-03-01,0,CT
2103,2009-04-01,0,CT
2104,2009-05-01,0,CT
2105,2009-06-01,0,CT
2106,2009-07-01,0,CT
2107,2009-08-01,0,CT
2108,2009-09-01,0,CT
2109,2009-10-01,0,CT
2110,2009-11-01,0,CT
2111,2009-12-01,20,CT
2112,2010-01-01,0,CT
2113,2010-02-01,0,CT
2114,2010-03-01,18,CT
2115,2010-04-01,0,CT
2116,2010-05-01,0,CT
2117,2010-06-01,0,CT
2118,2010-07-01,0,CT
2119,2010-08-01,18,CT
2120,2010-09-01,0,CT
2121,2010-10-01,0,CT
2122,2010-11-01,0,CT
2123,2010-12-01,0,CT
2124,2011-01-01,5,CT
2125,2011-02-01,10,CT
2126,2011-03-01,12,CT
2127,2011-04-01,0,CT
2128,2011-05-01,5,CT
2129,2011-06-01,0,CT
2130,2011-07-01,9,CT
2131,2011-08-01,0,CT
2132,2011-09-01,0,CT
2133,2011-10-01,0,CT
2134,2011-11-01,5,CT
2135,2011-12-01,6,CT
2136,2012-01-01,0,CT
2137,2012-02-01,0,CT
2138,2012-03-01,0,CT
2139,2012-04-01,0,CT
2140,2012-05-01,0,CT
2141,2012-06-01,4,CT
2142,2012-07-01,4,CT
2143,2012-08-01,0,CT
2144,2012-09-01,0,CT
2145,2012-10-01,0,CT
2146,2012-11-01,6,CT
2147,2012-12-01,5,CT
2148,2013-01-01,0,CT
2149,2013-02-01,10,CT
2150,2013-03-01,0,CT
2151,2013-04-01,0,CT
2152,2013-05-01,3,CT
2153,2013-06-01,0,CT
2154,2013-07-01,0,CT
2155,2013-08-01,0,CT
2156,2013-09-01,0,CT
2157,2013-10-01,4,CT
2158,2013-11-01,5,CT
2159,2013-12-01,0,CT
2160,2014-01-01,0,CT
2161,2014-02-01,0,CT
2162,2014-03-01,6,CT
2163,2014-04-01,0,CT
2164,2014-05-01,0,CT
2165,2014-06-01,0,CT
2166,2014-07-01,0,CT
2167,2014-08-01,0,CT
2168,2014-09-01,0,CT
2169,2014-10-01,0,CT
2170,2014-11-01,0,CT
2171,2014-12-01,4,CT
2172,2015-01-01,0,CT
2173,2015-02-01,0,CT
2174,2015-03-01,0,CT
2175,2015-04-01,0,CT
2176,2015-05-01,0,CT
2177,2015-06-01,4,CT
2178,2015-07-01,0,CT
2179,2015-08-01,0,CT
2180,2015-09-01,0,CT
2181,2015-10-01,0,CT
2182,2015-11-01,0,CT
2183,2015-12-01,0,CT
2184,2016-01-01,0,CT
2185,2016-02-01,0,CT
2186,2016-03-01,5,CT
2187,2016-04-01,8,CT
2188,2016-05-01,0,CT
2189,2016-06-01,0,CT
2190,2016-07-01,0,CT
2191,2016-08-01,0,CT
2192,2016-09-01,0,CT
2193,2016-10-01,0,CT
2194,2016-11-01,0,CT
2195,2016-12-01,0,CT
2196,2017-01-01,0,CT
2197,2017-02-01,0,CT
2198,2017-03-01,2,CT
2199,2017-04-01,4,CT
2200,2017-05-01,2,CT
2201,2017-06-01,3,CT
2202,2017-07-01,0,CT
2203,2017-08-01,0,CT
2204,2017-09-01,5,CT
2205,2017-10-01,0,CT
2206,2017-11-01,0,CT
2207,2017-12-01,0,CT
2208,2018-01-01,3,CT
2209,2018-02-01,8,CT
2210,2018-03-01,0,CT
2211,2018-04-01,8,CT
2212,2018-05-01,2,CT
2213,2018-06-01,4,CT
2214,2018-07-01,0,CT
2215,2018-08-01,4,CT
2216,2018-09-01,0,CT
2217,2018-10-01,0,CT
2218,2018-11-01,2,CT
2219,2018-12-01,4,CT
2220,2019-01-01,0,CT
2221,2019-02-01,3,CT
2222,2019-03-01,0,CT
2223,2019-04-01,4,CT
2224,2019-05-01,0,CT
2225,2019-06-01,0,CT
2226,2019-07-01,3,CT
2227,2019-08-01,4,CT
2228,2019-09-01,5,CT
2229,2019-10-01,0,CT
2230,2019-11-01,0,CT
2231,2019-12-01,0,CT
2232,2020-01-01,5,CT
2233,2020-02-01,0,CT
2234,2020-03-01,0,CT
2235,2020-04-01,0,CT
2236,2020-05-01,0,CT
2237,2020-06-01,0,CT
2238,2020-07-01,4,CT
2239,2020-08-01,0,CT
2240,2020-09-01,0,CT
2241,2020-10-01,0,CT
2242,2020-11-01,2,CT
2243,2020-12-01,0,CT
2244,2004-01-01,0,MI
2245,2004-02-01,0,MI
2246,2004-03-01,0,MI
2247,2004-04-01,0,MI
2248,2004-05-01,0,MI
2249,2004-06-01,0,MI
2250,2004-07-01,0,MI
2251,2004-08-01,0,MI
2252,2004-09-01,100,MI
2253,2004-10-01,0,MI
2254,2004-11-01,0,MI
2255,2004-12-01,0,MI
2256,2005-01-01,0,MI
2257,2005-02-01,0,MI
2258,2005-03-01,62,MI
2259,2005-04-01,0,MI
2260,2005-05-01,20,MI
2261,2005-06-01,0,MI
2262,2005-07-01,0,MI
2263,2005-08-01,0,MI
2264,2005-09-01,0,MI
2265,2005-10-01,0,MI
2266,2005-11-01,0,MI
2267,2005-12-01,22,MI
2268,2006-01-01,0,MI
2269,2006-02-01,0,MI
2270,2006-03-01,0,MI
2271,2006-04-01,0,MI
2272,2006-05-01,17,MI
2273,2006-06-01,30,MI
2274,2006-07-01,20,MI
2275,2006-08-01,0,MI
2276,2006-09-01,0,MI
2277,2006-10-01,0,MI
2278,2006-11-01,0,MI
2279,2006-12-01,0,MI
2280,2007-01-01,0,MI
2281,2007-02-01,0,MI
2282,2007-03-01,0,MI
2283,2007-04-01,0,MI
2284,2007-05-01,0,MI
2285,2007-06-01,23,MI
2286,2007-07-01,0,MI
2287,2007-08-01,0,MI
2288,2007-09-01,0,MI
2289,2007-10-01,0,MI
2290,2007-11-01,0,MI
2291,2007-12-01,0,MI
2292,2008-01-01,0,MI
2293,2008-02-01,0,MI
2294,2008-03-01,0,MI
2295,2008-04-01,0,MI
2296,2008-05-01,0,MI
2297,2008-06-01,10,MI
2298,2008-07-01,9,MI
2299,2008-08-01,0,MI
2300,2008-09-01,0,MI
2301,2008-10-01,14,MI
2302,2008-11-01,13,MI
2303,2008-12-01,11,MI
2304,2009-01-01,0,MI
2305,2009-02-01,0,MI
2306,2009-03-01,13,MI
2307,2009-04-01,0,MI
2308,2009-05-01,0,MI
2309,2009-06-01,9,MI
2310,2009-07-01,0,MI
2311,2009-08-01,0,MI
2312,2009-09-01,0,MI
2313,2009-10-01,0,MI
2314,2009-11-01,0,MI
2315,2009-12-01,0,MI
2316,2010-01-01,0,MI
2317,2010-02-01,0,MI
2318,2010-03-01,0,MI
2319,2010-04-01,0,MI
2320,2010-05-01,0,MI
2321,2010-06-01,0,MI
2322,2010-07-01,15,MI
2323,2010-08-01,19,MI
2324,2010-09-01,13,MI
2325,2010-10-01,0,MI
2326,2010-11-01,0,MI
2327,2010-12-01,0,MI
2328,2011-01-01,7,MI
2329,2011-02-01,0,MI
2330,2011-03-01,4,MI
2331,2011-04-01,3,MI
2332,2011-05-01,4,MI
2333,2011-06-01,0,MI
2334,2011-07-01,0,MI
2335,2011-08-01,4,MI
2336,2011-09-01,0,MI
2337,2011-10-01,0,MI
2338,2011-11-01,5,MI
2339,2011-12-01,0,MI
2340,2012-01-01,4,MI
2341,2012-02-01,0,MI
2342,2012-03-01,2,MI
2343,2012-04-01,3,MI
2344,2012-05-01,4,MI
2345,2012-06-01,9,MI
2346,2012-07-01,0,MI
2347,2012-08-01,3,MI
2348,2012-09-01,0,MI
2349,2012-10-01,0,MI
2350,2012-11-01,2,MI
2351,2012-12-01,0,MI
2352,2013-01-01,4,MI
2353,2013-02-01,0,MI
2354,2013-03-01,0,MI
2355,2013-04-01,0,MI
2356,2013-05-01,0,MI
2357,2013-06-01,0,MI
2358,2013-07-01,5,MI
2359,2013-08-01,2,MI
2360,2013-09-01,6,MI
2361,2013-10-01,7,MI
2362,2013-11-01,0,MI
2363,2013-12-01,3,MI
2364,2014-01-01,4,MI
2365,2014-02-01,3,MI
2366,2014-03-01,0,MI
2367,2014-04-01,4,MI
2368,2014-05-01,0,MI
2369,2014-06-01,0,MI
2370,2014-07-01,0,MI
2371,2014-08-01,0,MI
2372,2014-09-01,0,MI
2373,2014-10-01,0,MI
2374,2014-11-01,0,MI
2375,2014-12-01,0,MI
2376,2015-01-01,0,MI
2377,2015-02-01,3,MI
2378,2015-03-01,0,MI
2379,2015-04-01,5,MI
2380,2015-05-01,4,MI
2381,2015-06-01,0,MI
2382,2015-07-01,0,MI
2383,2015-08-01,0,MI
2384,2015-09-01,4,MI
2385,2015-10-01,0,MI
2386,2015-11-01,0,MI
2387,2015-12-01,0,MI
2388,2016-01-01,0,MI
2389,2016-02-01,3,MI
2390,2016-03-01,0,MI
2391,2016-04-01,0,MI
2392,2016-05-01,0,MI
2393,2016-06-01,0,MI
2394,2016-07-01,0,MI
2395,2016-08-01,0,MI
2396,2016-09-01,5,MI
2397,2016-10-01,4,MI
2398,2016-11-01,0,MI
2399,2016-12-01,2,MI
2400,2017-01-01,5,MI
2401,2017-02-01,0,MI
2402,2017-03-01,0,MI
2403,2017-04-01,1,MI
2404,2017-05-01,0,MI
2405,2017-06-01,4,MI
2406,2017-07-01,3,MI
2407,2017-08-01,2,MI
2408,2017-09-01,2,MI
2409,2017-10-01,5,MI
2410,2017-11-01,0,MI
2411,2017-12-01,0,MI
2412,2018-01-01,3,MI
2413,2018-02-01,8,MI
2414,2018-03-01,2,MI
2415,2018-04-01,7,MI
2416,2018-05-01,0,MI
2417,2018-06-01,5,MI
2418,2018-07-01,2,MI
2419,2018-08-01,2,MI
2420,2018-09-01,0,MI
2421,2018-10-01,3,MI
2422,2018-11-01,0,MI
2423,2018-12-01,0,MI
2424,2019-01-01,1,MI
2425,2019-02-01,1,MI
2426,2019-03-01,2,MI
2427,2019-04-01,0,MI
2428,2019-05-01,2,MI
2429,2019-06-01,5,MI
2430,2019-07-01,0,MI
2431,2019-08-01,4,MI
2432,2019-09-01,0,MI
2433,2019-10-01,4,MI
2434,2019-11-01,0,MI
2435,2019-12-01,0,MI
2436,2020-01-01,0,MI
2437,2020-02-01,4,MI
2438,2020-03-01,2,MI
2439,2020-04-01,0,MI
2440,2020-05-01,0,MI
2441,2020-06-01,2,MI
2442,2020-07-01,3,MI
2443,2020-08-01,3,MI
2444,2020-09-01,0,MI
2445,2020-10-01,5,MI
2446,2020-11-01,0,MI
2447,2020-12-01,0,MI
2448,2004-01-01,0,VA
2449,2004-02-01,0,VA
2450,2004-03-01,70,VA
2451,2004-04-01,0,VA
2452,2004-05-01,79,VA
2453,2004-06-01,55,VA
2454,2004-07-01,0,VA
2455,2004-08-01,0,VA
2456,2004-09-01,0,VA
2457,2004-10-01,0,VA
2458,2004-11-01,0,VA
2459,2004-12-01,0,VA
2460,2005-01-01,0,VA
2461,2005-02-01,32,VA
2462,2005-03-01,0,VA
2463,2005-04-01,0,VA
2464,2005-05-01,66,VA
2465,2005-06-01,37,VA
2466,2005-07-01,100,VA
2467,2005-08-01,0,VA
2468,2005-09-01,0,VA
2469,2005-10-01,0,VA
2470,2005-11-01,0,VA
2471,2005-12-01,0,VA
2472,2006-01-01,29,VA
2473,2006-02-01,0,VA
2474,2006-03-01,46,VA
2475,2006-04-01,77,VA
2476,2006-05-01,0,VA
2477,2006-06-01,0,VA
2478,2006-07-01,59,VA
2479,2006-08-01,0,VA
2480,2006-09-01,24,VA
2481,2006-10-01,95,VA
2482,2006-11-01,0,VA
2483,2006-12-01,29,VA
2484,2007-01-01,0,VA
2485,2007-02-01,0,VA
2486,2007-03-01,35,VA
2487,2007-04-01,0,VA
2488,2007-05-01,0,VA
2489,2007-06-01,27,VA
2490,2007-07-01,41,VA
2491,2007-08-01,21,VA
2492,2007-09-01,52,VA
2493,2007-10-01,0,VA
2494,2007-11-01,28,VA
2495,2007-12-01,17,VA
2496,2008-01-01,0,VA
2497,2008-02-01,10,VA
2498,2008-03-01,7,VA
2499,2008-04-01,10,VA
2500,2008-05-01,12,VA
2501,2008-06-01,8,VA
2502,2008-07-01,0,VA
2503,2008-08-01,0,VA
2504,2008-09-01,9,VA
2505,2008-10-01,0,VA
2506,2008-11-01,12,VA
2507,2008-12-01,10,VA
2508,2009-01-01,12,VA
2509,2009-02-01,12,VA
2510,2009-03-01,7,VA
2511,2009-04-01,0,VA
2512,2009-05-01,10,VA
2513,2009-06-01,7,VA
2514,2009-07-01,15,VA
2515,2009-08-01,5,VA
2516,2009-09-01,4,VA
2517,2009-10-01,0,VA
2518,2009-11-01,3,VA
2519,2009-12-01,4,VA
2520,2010-01-01,13,VA
2521,2010-02-01,0,VA
2522,2010-03-01,7,VA
2523,2010-04-01,9,VA
2524,2010-05-01,4,VA
2525,2010-06-01,4,VA
2526,2010-07-01,11,VA
2527,2010-08-01,0,VA
2528,2010-09-01,5,VA
2529,2010-10-01,5,VA
2530,2010-11-01,5,VA
2531,2010-12-01,3,VA
2532,2011-01-01,27,VA
2533,2011-02-01,27,VA
2534,2011-03-01,14,VA
2535,2011-04-01,19,VA
2536,2011-05-01,15,VA
2537,2011-06-01,29,VA
2538,2011-07-01,24,VA
2539,2011-08-01,24,VA
2540,2011-09-01,23,VA
2541,2011-10-01,44,VA
2542,2011-11-01,10,VA
2543,2011-12-01,20,VA
2544,2012-01-01,18,VA
2545,2012-02-01,16,VA
2546,2012-03-01,22,VA
2547,2012-04-01,14,VA
2548,2012-05-01,6,VA
2549,2012-06-01,13,VA
2550,2012-07-01,14,VA
2551,2012-08-01,0,VA
2552,2012-09-01,10,VA
2553,2012-10-01,5,VA
2554,2012-11-01,7,VA
2555,2012-12-01,9,VA
2556,2013-01-01,6,VA
2557,2013-02-01,0,VA
2558,2013-03-01,15,VA
2559,2013-04-01,15,VA
2560,2013-05-01,0,VA
2561,2013-06-01,13,VA
2562,2013-07-01,5,VA
2563,2013-08-01,16,VA
2564,2013-09-01,12,VA
2565,2013-10-01,8,VA
2566,2013-11-01,7,VA
2567,2013-12-01,7,VA
2568,2014-01-01,5,VA
2569,2014-02-01,6,VA
2570,2014-03-01,11,VA
2571,2014-04-01,8,VA
2572,2014-05-01,7,VA
2573,2014-06-01,7,VA
2574,2014-07-01,7,VA
2575,2014-08-01,10,VA
2576,2014-09-01,3,VA
2577,2014-10-01,7,VA
2578,2014-11-01,3,VA
2579,2014-12-01,6,VA
2580,2015-01-01,6,VA
2581,2015-02-01,4,VA
2582,2015-03-01,8,VA
2583,2015-04-01,0,VA
2584,2015-05-01,4,VA
2585,2015-06-01,3,VA
2586,2015-07-01,10,VA
2587,2015-08-01,13,VA
2588,2015-09-01,6,VA
2589,2015-10-01,9,VA
2590,2015-11-01,0,VA
2591,2015-12-01,17,VA
2592,2016-01-01,0,VA
2593,2016-02-01,0,VA
2594,2016-03-01,14,VA
2595,2016-04-01,6,VA
2596,2016-05-01,3,VA
2597,2016-06-01,4,VA
2598,2016-07-01,0,VA
2599,2016-08-01,12,VA
2600,2016-09-01,10,VA
2601,2016-10-01,6,VA
2602,2016-11-01,8,VA
2603,2016-12-01,0,VA
2604,2017-01-01,7,VA
2605,2017-02-01,10,VA
2606,2017-03-01,9,VA
2607,2017-04-01,9,VA
2608,2017-05-01,5,VA
2609,2017-06-01,3,VA
2610,2017-07-01,6,VA
2611,2017-08-01,5,VA
2612,2017-09-01,14,VA
2613,2017-10-01,4,VA
2614,2017-11-01,9,VA
2615,2017-12-01,7,VA
2616,2018-01-01,0,VA
2617,2018-02-01,12,VA
2618,2018-03-01,11,VA
2619,2018-04-01,10,VA
2620,2018-05-01,18,VA
2621,2018-06-01,22,VA
2622,2018-07-01,12,VA
2623,2018-08-01,14,VA
2624,2018-09-01,8,VA
2625,2018-10-01,7,VA
2626,2018-11-01,3,VA
2627,2018-12-01,6,VA
2628,2019-01-01,11,VA
2629,2019-02-01,10,VA
2630,2019-03-01,7,VA
2631,2019-04-01,7,VA
2632,2019-05-01,0,VA
2633,2019-06-01,5,VA
2634,2019-07-01,4,VA
2635,2019-08-01,4,VA
2636,2019-09-01,8,VA
2637,2019-10-01,2,VA
2638,2019-11-01,5,VA
2639,2019-12-01,0,VA
2640,2020-01-01,4,VA
2641,2020-02-01,7,VA
2642,2020-03-01,4,VA
2643,2020-04-01,5,VA
2644,2020-05-01,5,VA
2645,2020-06-01,10,VA
2646,2020-07-01,9,VA
2647,2020-08-01,7,VA
2648,2020-09-01,10,VA
2649,2020-10-01,6,VA
2650,2020-11-01,3,VA
2651,2020-12-01,5,VA
2652,2004-01-01,78,CA
2653,2004-02-01,0,CA
2654,2004-03-01,0,CA
2655,2004-04-01,0,CA
2656,2004-05-01,0,CA
2657,2004-06-01,31,CA
2658,2004-07-01,0,CA
2659,2004-08-01,100,CA
2660,2004-09-01,52,CA
2661,2004-10-01,0,CA
2662,2004-11-01,38,CA
2663,2004-12-01,33,CA
2664,2005-01-01,21,CA
2665,2005-02-01,28,CA
2666,2005-03-01,0,CA
2667,2005-04-01,79,CA
2668,2005-05-01,54,CA
2669,2005-06-01,51,CA
2670,2005-07-01,0,CA
2671,2005-08-01,24,CA
2672,2005-09-01,0,CA
2673,2005-10-01,18,CA
2674,2005-11-01,0,CA
2675,2005-12-01,0,CA
2676,2006-01-01,40,CA
2677,2006-02-01,92,CA
2678,2006-03-01,31,CA
2679,2006-04-01,26,CA
2680,2006-05-01,0,CA
2681,2006-06-01,18,CA
2682,2006-07-01,38,CA
2683,2006-08-01,29,CA
2684,2006-09-01,0,CA
2685,2006-10-01,0,CA
2686,2006-11-01,16,CA
2687,2006-12-01,23,CA
2688,2007-01-01,19,CA
2689,2007-02-01,35,CA
2690,2007-03-01,67,CA
2691,2007-04-01,17,CA
2692,2007-05-01,34,CA
2693,2007-06-01,20,CA
2694,2007-07-01,26,CA
2695,2007-08-01,20,CA
2696,2007-09-01,28,CA
2697,2007-10-01,28,CA
2698,2007-11-01,15,CA
2699,2007-12-01,35,CA
2700,2008-01-01,21,CA
2701,2008-02-01,26,CA
2702,2008-03-01,20,CA
2703,2008-04-01,26,CA
2704,2008-05-01,31,CA
2705,2008-06-01,23,CA
2706,2008-07-01,10,CA
2707,2008-08-01,32,CA
2708,2008-09-01,16,CA
2709,2008-10-01,32,CA
2710,2008-11-01,17,CA
2711,2008-12-01,22,CA
2712,2009-01-01,34,CA
2713,2009-02-01,24,CA
2714,2009-03-01,41,CA
2715,2009-04-01,35,CA
2716,2009-05-01,16,CA
2717,2009-06-01,29,CA
2718,2009-07-01,27,CA
2719,2009-08-01,36,CA
2720,2009-09-01,42,CA
2721,2009-10-01,54,CA
2722,2009-11-01,27,CA
2723,2009-12-01,23,CA
2724,2010-01-01,26,CA
2725,2010-02-01,18,CA
2726,2010-03-01,36,CA
2727,2010-04-01,35,CA
2728,2010-05-01,52,CA
2729,2010-06-01,16,CA
2730,2010-07-01,21,CA
2731,2010-08-01,11,CA
2732,2010-09-01,12,CA
2733,2010-10-01,13,CA
2734,2010-11-01,23,CA
2735,2010-12-01,8,CA
2736,2011-01-01,25,CA
2737,2011-02-01,24,CA
2738,2011-03-01,26,CA
2739,2011-04-01,13,CA
2740,2011-05-01,18,CA
2741,2011-06-01,21,CA
2742,2011-07-01,15,CA
2743,2011-08-01,20,CA
2744,2011-09-01,17,CA
2745,2011-10-01,24,CA
2746,2011-11-01,27,CA
2747,2011-12-01,14,CA
2748,2012-01-01,21,CA
2749,2012-02-01,32,CA
2750,2012-03-01,21,CA
2751,2012-04-01,18,CA
2752,2012-05-01,15,CA
2753,2012-06-01,18,CA
2754,2012-07-01,17,CA
2755,2012-08-01,5,CA
2756,2012-09-01,3,CA
2757,2012-10-01,13,CA
2758,2012-11-01,10,CA
2759,2012-12-01,16,CA
2760,2013-01-01,17,CA
2761,2013-02-01,8,CA
2762,2013-03-01,11,CA
2763,2013-04-01,10,CA
2764,2013-05-01,11,CA
2765,2013-06-01,13,CA
2766,2013-07-01,7,CA
2767,2013-08-01,11,CA
2768,2013-09-01,13,CA
2769,2013-10-01,18,CA
2770,2013-11-01,6,CA
2771,2013-12-01,15,CA
2772,2014-01-01,13,CA
2773,2014-02-01,5,CA
2774,2014-03-01,11,CA
2775,2014-04-01,11,CA
2776,2014-05-01,8,CA
2777,2014-06-01,7,CA
2778,2014-07-01,15,CA
2779,2014-08-01,8,CA
2780,2014-09-01,7,CA
2781,2014-10-01,9,CA
2782,2014-11-01,15,CA
2783,2014-12-01,6,CA
2784,2015-01-01,14,CA
2785,2015-02-01,10,CA
2786,2015-03-01,14,CA
2787,2015-04-01,12,CA
2788,2015-05-01,14,CA
2789,2015-06-01,10,CA
2790,2015-07-01,12,CA
2791,2015-08-01,11,CA
2792,2015-09-01,10,CA
2793,2015-10-01,6,CA
2794,2015-11-01,9,CA
2795,2015-12-01,8,CA
2796,2016-01-01,12,CA
2797,2016-02-01,13,CA
2798,2016-03-01,8,CA
2799,2016-04-01,8,CA
2800,2016-05-01,4,CA
2801,2016-06-01,9,CA
2802,2016-07-01,8,CA
2803,2016-08-01,11,CA
2804,2016-09-01,12,CA
2805,2016-10-01,10,CA
2806,2016-11-01,18,CA
2807,2016-12-01,9,CA
2808,2017-01-01,17,CA
2809,2017-02-01,42,CA
2810,2017-03-01,25,CA
2811,2017-04-01,17,CA
2812,2017-05-01,13,CA
2813,2017-06-01,10,CA
2814,2017-07-01,16,CA
2815,2017-08-01,15,CA
2816,2017-09-01,18,CA
2817,2017-10-01,22,CA
2818,2017-11-01,20,CA
2819,2017-12-01,18,CA
2820,2018-01-01,27,CA
2821,2018-02-01,23,CA
2822,2018-03-01,26,CA
2823,2018-04-01,17,CA
2824,2018-05-01,15,CA
2825,2018-06-01,31,CA
2826,2018-07-01,28,CA
2827,2018-08-01,15,CA
2828,2018-09-01,18,CA
2829,2018-10-01,11,CA
2830,2018-11-01,12,CA
2831,2018-12-01,15,CA
2832,2019-01-01,14,CA
2833,2019-02-01,13,CA
2834,2019-03-01,9,CA
2835,2019-04-01,15,CA
2836,2019-05-01,10,CA
2837,2019-06-01,19,CA
2838,2019-07-01,18,CA
2839,2019-08-01,16,CA
2840,2019-09-01,10,CA
2841,2019-10-01,11,CA
2842,2019-11-01,11,CA
2843,2019-12-01,11,CA
2844,2020-01-01,11,CA
2845,2020-02-01,4,CA
2846,2020-03-01,9,CA
2847,2020-04-01,8,CA
