,date,apartment for rent,State,DMA,Full
23598,2015-07-01,0,LA,Baton Rouge ,Baton Rouge LA
23599,2015-08-01,0,LA,Baton Rouge ,Baton Rouge LA
23600,2015-09-01,5,LA,Baton Rouge ,Baton Rouge LA
23601,2015-10-01,6,LA,Baton Rouge ,Baton Rouge LA
23602,2015-11-01,15,LA,Baton Rouge ,Baton Rouge LA
23603,2015-12-01,8,LA,Baton Rouge ,Baton Rouge LA
23604,2016-01-01,0,LA,Baton Rouge ,Baton Rouge LA
23605,2016-02-01,11,LA,Baton Rouge ,Baton Rouge LA
23606,2016-03-01,5,LA,Baton Rouge ,Baton Rouge LA
23607,2016-04-01,10,LA,Baton Rouge ,Baton Rouge LA
23608,2016-05-01,9,LA,Baton Rouge ,Baton Rouge LA
23609,2016-06-01,6,LA,Baton Rouge ,Baton Rouge LA
23610,2016-07-01,0,LA,Baton Rouge ,Baton Rouge LA
23611,2016-08-01,10,LA,Baton Rouge ,Baton Rouge LA
23612,2016-09-01,6,LA,Baton Rouge ,Baton Rouge LA
23613,2016-10-01,3,LA,Baton Rouge ,Baton Rouge LA
23614,2016-11-01,7,LA,Baton Rouge ,Baton Rouge LA
23615,2016-12-01,6,LA,Baton Rouge ,Baton Rouge LA
23616,2017-01-01,7,LA,Baton Rouge ,Baton Rouge LA
23617,2017-02-01,12,LA,Baton Rouge ,Baton Rouge LA
23618,2017-03-01,5,LA,Baton Rouge ,Baton Rouge LA
23619,2017-04-01,11,LA,Baton Rouge ,Baton Rouge LA
23620,2017-05-01,16,LA,Baton Rouge ,Baton Rouge LA
23621,2017-06-01,8,LA,Baton Rouge ,Baton Rouge LA
23622,2017-07-01,6,LA,Baton Rouge ,Baton Rouge LA
23623,2017-08-01,6,LA,Baton Rouge ,Baton Rouge LA
23624,2017-09-01,7,LA,Baton Rouge ,Baton Rouge LA
23625,2017-10-01,5,LA,Baton Rouge ,Baton Rouge LA
23626,2017-11-01,9,LA,Baton Rouge ,Baton Rouge LA
23627,2017-12-01,3,LA,Baton Rouge ,Baton Rouge LA
23628,2018-01-01,10,LA,Baton Rouge ,Baton Rouge LA
23629,2018-02-01,4,LA,Baton Rouge ,Baton Rouge LA
23630,2018-03-01,4,LA,Baton Rouge ,Baton Rouge LA
23631,2018-04-01,8,LA,Baton Rouge ,Baton Rouge LA
23632,2018-05-01,0,LA,Baton Rouge ,Baton Rouge LA
23633,2018-06-01,7,LA,Baton Rouge ,Baton Rouge LA
23634,2018-07-01,7,LA,Baton Rouge ,Baton Rouge LA
23635,2018-08-01,4,LA,Baton Rouge ,Baton Rouge LA
23636,2018-09-01,2,LA,Baton Rouge ,Baton Rouge LA
23637,2018-10-01,5,LA,Baton Rouge ,Baton Rouge LA
23638,2018-11-01,3,LA,Baton Rouge ,Baton Rouge LA
23639,2018-12-01,4,LA,Baton Rouge ,Baton Rouge LA
23640,2019-01-01,6,LA,Baton Rouge ,Baton Rouge LA
23641,2019-02-01,4,LA,Baton Rouge ,Baton Rouge LA
23642,2019-03-01,13,LA,Baton Rouge ,Baton Rouge LA
23643,2019-04-01,5,LA,Baton Rouge ,Baton Rouge LA
23644,2019-05-01,8,LA,Baton Rouge ,Baton Rouge LA
23645,2019-06-01,4,LA,Baton Rouge ,Baton Rouge LA
23646,2019-07-01,0,LA,Baton Rouge ,Baton Rouge LA
23647,2019-08-01,3,LA,Baton Rouge ,Baton Rouge LA
23648,2019-09-01,4,LA,Baton Rouge ,Baton Rouge LA
23649,2019-10-01,7,LA,Baton Rouge ,Baton Rouge LA
23650,2019-11-01,4,LA,Baton Rouge ,Baton Rouge LA
23651,2019-12-01,6,LA,Baton Rouge ,Baton Rouge LA
23652,2020-01-01,7,LA,Baton Rouge ,Baton Rouge LA
23653,2020-02-01,13,LA,Baton Rouge ,Baton Rouge LA
23654,2020-03-01,5,LA,Baton Rouge ,Baton Rouge LA
23655,2020-04-01,4,LA,Baton Rouge ,Baton Rouge LA
23656,2020-05-01,11,LA,Baton Rouge ,Baton Rouge LA
23657,2020-06-01,7,LA,Baton Rouge ,Baton Rouge LA
23658,2020-07-01,2,LA,Baton Rouge ,Baton Rouge LA
23659,2020-08-01,5,LA,Baton Rouge ,Baton Rouge LA
23660,2020-09-01,3,LA,Baton Rouge ,Baton Rouge LA
23661,2020-10-01,10,LA,Baton Rouge ,Baton Rouge LA
23662,2020-11-01,4,LA,Baton Rouge ,Baton Rouge LA
23663,2020-12-01,7,LA,Baton Rouge ,Baton Rouge LA
23664,2004-01-01,59,CA,Los Angeles ,Los Angeles CA
23665,2004-02-01,16,CA,Los Angeles ,Los Angeles CA
23666,2004-03-01,29,CA,Los Angeles ,Los Angeles CA
23667,2004-04-01,56,CA,Los Angeles ,Los Angeles CA
23668,2004-05-01,35,CA,Los Angeles ,Los Angeles CA
23669,2004-06-01,47,CA,Los Angeles ,Los Angeles CA
23670,2004-07-01,63,CA,Los Angeles ,Los Angeles CA
23671,2004-08-01,35,CA,Los Angeles ,Los Angeles CA
23672,2004-09-01,53,CA,Los Angeles ,Los Angeles CA
23673,2004-10-01,34,CA,Los Angeles ,Los Angeles CA
23674,2004-11-01,39,CA,Los Angeles ,Los Angeles CA
23675,2004-12-01,49,CA,Los Angeles ,Los Angeles CA
23676,2005-01-01,25,CA,Los Angeles ,Los Angeles CA
23677,2005-02-01,62,CA,Los Angeles ,Los Angeles CA
23678,2005-03-01,37,CA,Los Angeles ,Los Angeles CA
23679,2005-04-01,44,CA,Los Angeles ,Los Angeles CA
23680,2005-05-01,32,CA,Los Angeles ,Los Angeles CA
23681,2005-06-01,29,CA,Los Angeles ,Los Angeles CA
23682,2005-07-01,51,CA,Los Angeles ,Los Angeles CA
23683,2005-08-01,57,CA,Los Angeles ,Los Angeles CA
23684,2005-09-01,46,CA,Los Angeles ,Los Angeles CA
23685,2005-10-01,43,CA,Los Angeles ,Los Angeles CA
23686,2005-11-01,24,CA,Los Angeles ,Los Angeles CA
23687,2005-12-01,37,CA,Los Angeles ,Los Angeles CA
23688,2006-01-01,34,CA,Los Angeles ,Los Angeles CA
23689,2006-02-01,18,CA,Los Angeles ,Los Angeles CA
23690,2006-03-01,47,CA,Los Angeles ,Los Angeles CA
23691,2006-04-01,49,CA,Los Angeles ,Los Angeles CA
23692,2006-05-01,43,CA,Los Angeles ,Los Angeles CA
23693,2006-06-01,55,CA,Los Angeles ,Los Angeles CA
23694,2006-07-01,49,CA,Los Angeles ,Los Angeles CA
23695,2006-08-01,76,CA,Los Angeles ,Los Angeles CA
23696,2006-09-01,45,CA,Los Angeles ,Los Angeles CA
23697,2006-10-01,41,CA,Los Angeles ,Los Angeles CA
23698,2006-11-01,28,CA,Los Angeles ,Los Angeles CA
23699,2006-12-01,24,CA,Los Angeles ,Los Angeles CA
23700,2007-01-01,32,CA,Los Angeles ,Los Angeles CA
23701,2007-02-01,31,CA,Los Angeles ,Los Angeles CA
23702,2007-03-01,46,CA,Los Angeles ,Los Angeles CA
23703,2007-04-01,38,CA,Los Angeles ,Los Angeles CA
23704,2007-05-01,51,CA,Los Angeles ,Los Angeles CA
23705,2007-06-01,42,CA,Los Angeles ,Los Angeles CA
23706,2007-07-01,62,CA,Los Angeles ,Los Angeles CA
23707,2007-08-01,53,CA,Los Angeles ,Los Angeles CA
23708,2007-09-01,38,CA,Los Angeles ,Los Angeles CA
23709,2007-10-01,41,CA,Los Angeles ,Los Angeles CA
23710,2007-11-01,36,CA,Los Angeles ,Los Angeles CA
23711,2007-12-01,29,CA,Los Angeles ,Los Angeles CA
23712,2008-01-01,49,CA,Los Angeles ,Los Angeles CA
23713,2008-02-01,42,CA,Los Angeles ,Los Angeles CA
23714,2008-03-01,38,CA,Los Angeles ,Los Angeles CA
23715,2008-04-01,30,CA,Los Angeles ,Los Angeles CA
23716,2008-05-01,37,CA,Los Angeles ,Los Angeles CA
23717,2008-06-01,56,CA,Los Angeles ,Los Angeles CA
23718,2008-07-01,40,CA,Los Angeles ,Los Angeles CA
23719,2008-08-01,39,CA,Los Angeles ,Los Angeles CA
23720,2008-09-01,38,CA,Los Angeles ,Los Angeles CA
23721,2008-10-01,26,CA,Los Angeles ,Los Angeles CA
23722,2008-11-01,28,CA,Los Angeles ,Los Angeles CA
23723,2008-12-01,32,CA,Los Angeles ,Los Angeles CA
23724,2009-01-01,38,CA,Los Angeles ,Los Angeles CA
23725,2009-02-01,28,CA,Los Angeles ,Los Angeles CA
23726,2009-03-01,46,CA,Los Angeles ,Los Angeles CA
23727,2009-04-01,50,CA,Los Angeles ,Los Angeles CA
23728,2009-05-01,45,CA,Los Angeles ,Los Angeles CA
23729,2009-06-01,53,CA,Los Angeles ,Los Angeles CA
23730,2009-07-01,55,CA,Los Angeles ,Los Angeles CA
23731,2009-08-01,49,CA,Los Angeles ,Los Angeles CA
23732,2009-09-01,37,CA,Los Angeles ,Los Angeles CA
23733,2009-10-01,43,CA,Los Angeles ,Los Angeles CA
23734,2009-11-01,35,CA,Los Angeles ,Los Angeles CA
23735,2009-12-01,28,CA,Los Angeles ,Los Angeles CA
23736,2010-01-01,56,CA,Los Angeles ,Los Angeles CA
23737,2010-02-01,49,CA,Los Angeles ,Los Angeles CA
23738,2010-03-01,55,CA,Los Angeles ,Los Angeles CA
23739,2010-04-01,52,CA,Los Angeles ,Los Angeles CA
23740,2010-05-01,55,CA,Los Angeles ,Los Angeles CA
23741,2010-06-01,55,CA,Los Angeles ,Los Angeles CA
23742,2010-07-01,60,CA,Los Angeles ,Los Angeles CA
23743,2010-08-01,54,CA,Los Angeles ,Los Angeles CA
23744,2010-09-01,54,CA,Los Angeles ,Los Angeles CA
23745,2010-10-01,39,CA,Los Angeles ,Los Angeles CA
23746,2010-11-01,37,CA,Los Angeles ,Los Angeles CA
23747,2010-12-01,41,CA,Los Angeles ,Los Angeles CA
23748,2011-01-01,64,CA,Los Angeles ,Los Angeles CA
23749,2011-02-01,47,CA,Los Angeles ,Los Angeles CA
23750,2011-03-01,46,CA,Los Angeles ,Los Angeles CA
23751,2011-04-01,54,CA,Los Angeles ,Los Angeles CA
23752,2011-05-01,48,CA,Los Angeles ,Los Angeles CA
23753,2011-06-01,52,CA,Los Angeles ,Los Angeles CA
23754,2011-07-01,51,CA,Los Angeles ,Los Angeles CA
23755,2011-08-01,52,CA,Los Angeles ,Los Angeles CA
23756,2011-09-01,40,CA,Los Angeles ,Los Angeles CA
23757,2011-10-01,40,CA,Los Angeles ,Los Angeles CA
23758,2011-11-01,35,CA,Los Angeles ,Los Angeles CA
23759,2011-12-01,34,CA,Los Angeles ,Los Angeles CA
23760,2012-01-01,48,CA,Los Angeles ,Los Angeles CA
23761,2012-02-01,49,CA,Los Angeles ,Los Angeles CA
23762,2012-03-01,42,CA,Los Angeles ,Los Angeles CA
23763,2012-04-01,47,CA,Los Angeles ,Los Angeles CA
23764,2012-05-01,50,CA,Los Angeles ,Los Angeles CA
23765,2012-06-01,50,CA,Los Angeles ,Los Angeles CA
23766,2012-07-01,54,CA,Los Angeles ,Los Angeles CA
23767,2012-08-01,45,CA,Los Angeles ,Los Angeles CA
23768,2012-09-01,43,CA,Los Angeles ,Los Angeles CA
23769,2012-10-01,44,CA,Los Angeles ,Los Angeles CA
23770,2012-11-01,40,CA,Los Angeles ,Los Angeles CA
23771,2012-12-01,38,CA,Los Angeles ,Los Angeles CA
23772,2013-01-01,47,CA,Los Angeles ,Los Angeles CA
23773,2013-02-01,48,CA,Los Angeles ,Los Angeles CA
23774,2013-03-01,55,CA,Los Angeles ,Los Angeles CA
23775,2013-04-01,51,CA,Los Angeles ,Los Angeles CA
23776,2013-05-01,53,CA,Los Angeles ,Los Angeles CA
23777,2013-06-01,55,CA,Los Angeles ,Los Angeles CA
23778,2013-07-01,59,CA,Los Angeles ,Los Angeles CA
23779,2013-08-01,56,CA,Los Angeles ,Los Angeles CA
23780,2013-09-01,57,CA,Los Angeles ,Los Angeles CA
23781,2013-10-01,54,CA,Los Angeles ,Los Angeles CA
23782,2013-11-01,47,CA,Los Angeles ,Los Angeles CA
23783,2013-12-01,47,CA,Los Angeles ,Los Angeles CA
23784,2014-01-01,57,CA,Los Angeles ,Los Angeles CA
23785,2014-02-01,62,CA,Los Angeles ,Los Angeles CA
23786,2014-03-01,60,CA,Los Angeles ,Los Angeles CA
23787,2014-04-01,63,CA,Los Angeles ,Los Angeles CA
23788,2014-05-01,59,CA,Los Angeles ,Los Angeles CA
23789,2014-06-01,63,CA,Los Angeles ,Los Angeles CA
23790,2014-07-01,78,CA,Los Angeles ,Los Angeles CA
23791,2014-08-01,79,CA,Los Angeles ,Los Angeles CA
23792,2014-09-01,64,CA,Los Angeles ,Los Angeles CA
23793,2014-10-01,60,CA,Los Angeles ,Los Angeles CA
23794,2014-11-01,53,CA,Los Angeles ,Los Angeles CA
23795,2014-12-01,50,CA,Los Angeles ,Los Angeles CA
23796,2015-01-01,73,CA,Los Angeles ,Los Angeles CA
23797,2015-02-01,69,CA,Los Angeles ,Los Angeles CA
23798,2015-03-01,72,CA,Los Angeles ,Los Angeles CA
23799,2015-04-01,69,CA,Los Angeles ,Los Angeles CA
23800,2015-05-01,76,CA,Los Angeles ,Los Angeles CA
23801,2015-06-01,79,CA,Los Angeles ,Los Angeles CA
23802,2015-07-01,80,CA,Los Angeles ,Los Angeles CA
23803,2015-08-01,80,CA,Los Angeles ,Los Angeles CA
23804,2015-09-01,72,CA,Los Angeles ,Los Angeles CA
23805,2015-10-01,64,CA,Los Angeles ,Los Angeles CA
23806,2015-11-01,58,CA,Los Angeles ,Los Angeles CA
23807,2015-12-01,56,CA,Los Angeles ,Los Angeles CA
23808,2016-01-01,84,CA,Los Angeles ,Los Angeles CA
23809,2016-02-01,83,CA,Los Angeles ,Los Angeles CA
23810,2016-03-01,84,CA,Los Angeles ,Los Angeles CA
23811,2016-04-01,88,CA,Los Angeles ,Los Angeles CA
23812,2016-05-01,82,CA,Los Angeles ,Los Angeles CA
23813,2016-06-01,85,CA,Los Angeles ,Los Angeles CA
23814,2016-07-01,91,CA,Los Angeles ,Los Angeles CA
23815,2016-08-01,82,CA,Los Angeles ,Los Angeles CA
23816,2016-09-01,79,CA,Los Angeles ,Los Angeles CA
23817,2016-10-01,66,CA,Los Angeles ,Los Angeles CA
23818,2016-11-01,62,CA,Los Angeles ,Los Angeles CA
23819,2016-12-01,62,CA,Los Angeles ,Los Angeles CA
23820,2017-01-01,76,CA,Los Angeles ,Los Angeles CA
23821,2017-02-01,71,CA,Los Angeles ,Los Angeles CA
23822,2017-03-01,80,CA,Los Angeles ,Los Angeles CA
23823,2017-04-01,79,CA,Los Angeles ,Los Angeles CA
23824,2017-05-01,80,CA,Los Angeles ,Los Angeles CA
23825,2017-06-01,78,CA,Los Angeles ,Los Angeles CA
23826,2017-07-01,88,CA,Los Angeles ,Los Angeles CA
23827,2017-08-01,78,CA,Los Angeles ,Los Angeles CA
23828,2017-09-01,74,CA,Los Angeles ,Los Angeles CA
23829,2017-10-01,72,CA,Los Angeles ,Los Angeles CA
23830,2017-11-01,70,CA,Los Angeles ,Los Angeles CA
23831,2017-12-01,53,CA,Los Angeles ,Los Angeles CA
23832,2018-01-01,76,CA,Los Angeles ,Los Angeles CA
23833,2018-02-01,74,CA,Los Angeles ,Los Angeles CA
23834,2018-03-01,74,CA,Los Angeles ,Los Angeles CA
23835,2018-04-01,76,CA,Los Angeles ,Los Angeles CA
23836,2018-05-01,81,CA,Los Angeles ,Los Angeles CA
23837,2018-06-01,78,CA,Los Angeles ,Los Angeles CA
23838,2018-07-01,100,CA,Los Angeles ,Los Angeles CA
23839,2018-08-01,89,CA,Los Angeles ,Los Angeles CA
23840,2018-09-01,82,CA,Los Angeles ,Los Angeles CA
23841,2018-10-01,71,CA,Los Angeles ,Los Angeles CA
23842,2018-11-01,67,CA,Los Angeles ,Los Angeles CA
23843,2018-12-01,66,CA,Los Angeles ,Los Angeles CA
23844,2019-01-01,81,CA,Los Angeles ,Los Angeles CA
23845,2019-02-01,74,CA,Los Angeles ,Los Angeles CA
23846,2019-03-01,80,CA,Los Angeles ,Los Angeles CA
23847,2019-04-01,83,CA,Los Angeles ,Los Angeles CA
23848,2019-05-01,77,CA,Los Angeles ,Los Angeles CA
23849,2019-06-01,93,CA,Los Angeles ,Los Angeles CA
23850,2019-07-01,89,CA,Los Angeles ,Los Angeles CA
23851,2019-08-01,86,CA,Los Angeles ,Los Angeles CA
23852,2019-09-01,81,CA,Los Angeles ,Los Angeles CA
23853,2019-10-01,74,CA,Los Angeles ,Los Angeles CA
23854,2019-11-01,68,CA,Los Angeles ,Los Angeles CA
23855,2019-12-01,71,CA,Los Angeles ,Los Angeles CA
23856,2020-01-01,82,CA,Los Angeles ,Los Angeles CA
23857,2020-02-01,82,CA,Los Angeles ,Los Angeles CA
23858,2020-03-01,63,CA,Los Angeles ,Los Angeles CA
23859,2020-04-01,69,CA,Los Angeles ,Los Angeles CA
23860,2020-05-01,90,CA,Los Angeles ,Los Angeles CA
23861,2020-06-01,94,CA,Los Angeles ,Los Angeles CA
23862,2020-07-01,96,CA,Los Angeles ,Los Angeles CA
23863,2020-08-01,96,CA,Los Angeles ,Los Angeles CA
23864,2020-09-01,87,CA,Los Angeles ,Los Angeles CA
23865,2020-10-01,81,CA,Los Angeles ,Los Angeles CA
23866,2020-11-01,74,CA,Los Angeles ,Los Angeles CA
23867,2020-12-01,84,CA,Los Angeles ,Los Angeles CA
23868,2004-01-01,0,TX,El Paso ,El Paso TX
23869,2004-02-01,0,TX,El Paso ,El Paso TX
23870,2004-03-01,0,TX,El Paso ,El Paso TX
23871,2004-04-01,0,TX,El Paso ,El Paso TX
23872,2004-05-01,56,TX,El Paso ,El Paso TX
23873,2004-06-01,52,TX,El Paso ,El Paso TX
23874,2004-07-01,100,TX,El Paso ,El Paso TX
23875,2004-08-01,56,TX,El Paso ,El Paso TX
23876,2004-09-01,0,TX,El Paso ,El Paso TX
23877,2004-10-01,0,TX,El Paso ,El Paso TX
23878,2004-11-01,86,TX,El Paso ,El Paso TX
23879,2004-12-01,0,TX,El Paso ,El Paso TX
23880,2005-01-01,0,TX,El Paso ,El Paso TX
23881,2005-02-01,0,TX,El Paso ,El Paso TX
23882,2005-03-01,26,TX,El Paso ,El Paso TX
23883,2005-04-01,0,TX,El Paso ,El Paso TX
23884,2005-05-01,32,TX,El Paso ,El Paso TX
23885,2005-06-01,29,TX,El Paso ,El Paso TX
23886,2005-07-01,0,TX,El Paso ,El Paso TX
23887,2005-08-01,0,TX,El Paso ,El Paso TX
23888,2005-09-01,0,TX,El Paso ,El Paso TX
23889,2005-10-01,0,TX,El Paso ,El Paso TX
23890,2005-11-01,0,TX,El Paso ,El Paso TX
23891,2005-12-01,0,TX,El Paso ,El Paso TX
23892,2006-01-01,0,TX,El Paso ,El Paso TX
23893,2006-02-01,0,TX,El Paso ,El Paso TX
23894,2006-03-01,21,TX,El Paso ,El Paso TX
23895,2006-04-01,0,TX,El Paso ,El Paso TX
23896,2006-05-01,28,TX,El Paso ,El Paso TX
23897,2006-06-01,0,TX,El Paso ,El Paso TX
23898,2006-07-01,14,TX,El Paso ,El Paso TX
23899,2006-08-01,23,TX,El Paso ,El Paso TX
23900,2006-09-01,0,TX,El Paso ,El Paso TX
23901,2006-10-01,14,TX,El Paso ,El Paso TX
23902,2006-11-01,12,TX,El Paso ,El Paso TX
23903,2006-12-01,0,TX,El Paso ,El Paso TX
23904,2007-01-01,0,TX,El Paso ,El Paso TX
23905,2007-02-01,0,TX,El Paso ,El Paso TX
23906,2007-03-01,0,TX,El Paso ,El Paso TX
23907,2007-04-01,9,TX,El Paso ,El Paso TX
23908,2007-05-01,0,TX,El Paso ,El Paso TX
23909,2007-06-01,0,TX,El Paso ,El Paso TX
23910,2007-07-01,9,TX,El Paso ,El Paso TX
23911,2007-08-01,0,TX,El Paso ,El Paso TX
23912,2007-09-01,0,TX,El Paso ,El Paso TX
23913,2007-10-01,0,TX,El Paso ,El Paso TX
23914,2007-11-01,20,TX,El Paso ,El Paso TX
23915,2007-12-01,0,TX,El Paso ,El Paso TX
23916,2008-01-01,0,TX,El Paso ,El Paso TX
23917,2008-02-01,0,TX,El Paso ,El Paso TX
23918,2008-03-01,0,TX,El Paso ,El Paso TX
23919,2008-04-01,0,TX,El Paso ,El Paso TX
23920,2008-05-01,0,TX,El Paso ,El Paso TX
23921,2008-06-01,36,TX,El Paso ,El Paso TX
23922,2008-07-01,0,TX,El Paso ,El Paso TX
23923,2008-08-01,0,TX,El Paso ,El Paso TX
23924,2008-09-01,0,TX,El Paso ,El Paso TX
23925,2008-10-01,0,TX,El Paso ,El Paso TX
23926,2008-11-01,12,TX,El Paso ,El Paso TX
23927,2008-12-01,0,TX,El Paso ,El Paso TX
23928,2009-01-01,0,TX,El Paso ,El Paso TX
23929,2009-02-01,0,TX,El Paso ,El Paso TX
23930,2009-03-01,9,TX,El Paso ,El Paso TX
23931,2009-04-01,0,TX,El Paso ,El Paso TX
23932,2009-05-01,6,TX,El Paso ,El Paso TX
23933,2009-06-01,0,TX,El Paso ,El Paso TX
23934,2009-07-01,0,TX,El Paso ,El Paso TX
23935,2009-08-01,15,TX,El Paso ,El Paso TX
23936,2009-09-01,0,TX,El Paso ,El Paso TX
23937,2009-10-01,0,TX,El Paso ,El Paso TX
23938,2009-11-01,0,TX,El Paso ,El Paso TX
23939,2009-12-01,0,TX,El Paso ,El Paso TX
23940,2010-01-01,15,TX,El Paso ,El Paso TX
23941,2010-02-01,0,TX,El Paso ,El Paso TX
23942,2010-03-01,0,TX,El Paso ,El Paso TX
23943,2010-04-01,0,TX,El Paso ,El Paso TX
23944,2010-05-01,0,TX,El Paso ,El Paso TX
23945,2010-06-01,0,TX,El Paso ,El Paso TX
23946,2010-07-01,16,TX,El Paso ,El Paso TX
23947,2010-08-01,0,TX,El Paso ,El Paso TX
23948,2010-09-01,8,TX,El Paso ,El Paso TX
23949,2010-10-01,12,TX,El Paso ,El Paso TX
23950,2010-11-01,0,TX,El Paso ,El Paso TX
23951,2010-12-01,0,TX,El Paso ,El Paso TX
23952,2011-01-01,3,TX,El Paso ,El Paso TX
23953,2011-02-01,4,TX,El Paso ,El Paso TX
23954,2011-03-01,0,TX,El Paso ,El Paso TX
23955,2011-04-01,0,TX,El Paso ,El Paso TX
23956,2011-05-01,0,TX,El Paso ,El Paso TX
23957,2011-06-01,4,TX,El Paso ,El Paso TX
23958,2011-07-01,7,TX,El Paso ,El Paso TX
23959,2011-08-01,2,TX,El Paso ,El Paso TX
23960,2011-09-01,5,TX,El Paso ,El Paso TX
23961,2011-10-01,4,TX,El Paso ,El Paso TX
23962,2011-11-01,0,TX,El Paso ,El Paso TX
23963,2011-12-01,0,TX,El Paso ,El Paso TX
23964,2012-01-01,3,TX,El Paso ,El Paso TX
23965,2012-02-01,0,TX,El Paso ,El Paso TX
23966,2012-03-01,4,TX,El Paso ,El Paso TX
23967,2012-04-01,0,TX,El Paso ,El Paso TX
23968,2012-05-01,3,TX,El Paso ,El Paso TX
23969,2012-06-01,0,TX,El Paso ,El Paso TX
23970,2012-07-01,7,TX,El Paso ,El Paso TX
23971,2012-08-01,3,TX,El Paso ,El Paso TX
23972,2012-09-01,5,TX,El Paso ,El Paso TX
23973,2012-10-01,3,TX,El Paso ,El Paso TX
23974,2012-11-01,0,TX,El Paso ,El Paso TX
23975,2012-12-01,0,TX,El Paso ,El Paso TX
23976,2013-01-01,3,TX,El Paso ,El Paso TX
23977,2013-02-01,3,TX,El Paso ,El Paso TX
23978,2013-03-01,0,TX,El Paso ,El Paso TX
23979,2013-04-01,5,TX,El Paso ,El Paso TX
23980,2013-05-01,4,TX,El Paso ,El Paso TX
23981,2013-06-01,0,TX,El Paso ,El Paso TX
23982,2013-07-01,1,TX,El Paso ,El Paso TX
23983,2013-08-01,0,TX,El Paso ,El Paso TX
23984,2013-09-01,2,TX,El Paso ,El Paso TX
23985,2013-10-01,4,TX,El Paso ,El Paso TX
23986,2013-11-01,0,TX,El Paso ,El Paso TX
23987,2013-12-01,2,TX,El Paso ,El Paso TX
23988,2014-01-01,4,TX,El Paso ,El Paso TX
23989,2014-02-01,4,TX,El Paso ,El Paso TX
23990,2014-03-01,0,TX,El Paso ,El Paso TX
23991,2014-04-01,0,TX,El Paso ,El Paso TX
23992,2014-05-01,6,TX,El Paso ,El Paso TX
23993,2014-06-01,2,TX,El Paso ,El Paso TX
23994,2014-07-01,0,TX,El Paso ,El Paso TX
23995,2014-08-01,6,TX,El Paso ,El Paso TX
23996,2014-09-01,0,TX,El Paso ,El Paso TX
23997,2014-10-01,2,TX,El Paso ,El Paso TX
23998,2014-11-01,0,TX,El Paso ,El Paso TX
23999,2014-12-01,5,TX,El Paso ,El Paso TX
24000,2015-01-01,0,TX,El Paso ,El Paso TX
24001,2015-02-01,3,TX,El Paso ,El Paso TX
24002,2015-03-01,0,TX,El Paso ,El Paso TX
24003,2015-04-01,2,TX,El Paso ,El Paso TX
24004,2015-05-01,2,TX,El Paso ,El Paso TX
24005,2015-06-01,3,TX,El Paso ,El Paso TX
24006,2015-07-01,3,TX,El Paso ,El Paso TX
24007,2015-08-01,1,TX,El Paso ,El Paso TX
24008,2015-09-01,2,TX,El Paso ,El Paso TX
24009,2015-10-01,4,TX,El Paso ,El Paso TX
24010,2015-11-01,2,TX,El Paso ,El Paso TX
24011,2015-12-01,4,TX,El Paso ,El Paso TX
24012,2016-01-01,0,TX,El Paso ,El Paso TX
24013,2016-02-01,2,TX,El Paso ,El Paso TX
24014,2016-03-01,1,TX,El Paso ,El Paso TX
24015,2016-04-01,4,TX,El Paso ,El Paso TX
24016,2016-05-01,0,TX,El Paso ,El Paso TX
24017,2016-06-01,3,TX,El Paso ,El Paso TX
24018,2016-07-01,4,TX,El Paso ,El Paso TX
24019,2016-08-01,0,TX,El Paso ,El Paso TX
24020,2016-09-01,3,TX,El Paso ,El Paso TX
24021,2016-10-01,0,TX,El Paso ,El Paso TX
24022,2016-11-01,1,TX,El Paso ,El Paso TX
24023,2016-12-01,4,TX,El Paso ,El Paso TX
24024,2017-01-01,4,TX,El Paso ,El Paso TX
24025,2017-02-01,2,TX,El Paso ,El Paso TX
24026,2017-03-01,3,TX,El Paso ,El Paso TX
24027,2017-04-01,3,TX,El Paso ,El Paso TX
24028,2017-05-01,2,TX,El Paso ,El Paso TX
24029,2017-06-01,2,TX,El Paso ,El Paso TX
24030,2017-07-01,2,TX,El Paso ,El Paso TX
24031,2017-08-01,0,TX,El Paso ,El Paso TX
24032,2017-09-01,2,TX,El Paso ,El Paso TX
24033,2017-10-01,2,TX,El Paso ,El Paso TX
24034,2017-11-01,1,TX,El Paso ,El Paso TX
24035,2017-12-01,0,TX,El Paso ,El Paso TX
24036,2018-01-01,0,TX,El Paso ,El Paso TX
24037,2018-02-01,3,TX,El Paso ,El Paso TX
24038,2018-03-01,2,TX,El Paso ,El Paso TX
24039,2018-04-01,1,TX,El Paso ,El Paso TX
24040,2018-05-01,3,TX,El Paso ,El Paso TX
24041,2018-06-01,1,TX,El Paso ,El Paso TX
24042,2018-07-01,4,TX,El Paso ,El Paso TX
24043,2018-08-01,3,TX,El Paso ,El Paso TX
24044,2018-09-01,2,TX,El Paso ,El Paso TX
24045,2018-10-01,2,TX,El Paso ,El Paso TX
24046,2018-11-01,4,TX,El Paso ,El Paso TX
24047,2018-12-01,2,TX,El Paso ,El Paso TX
24048,2019-01-01,5,TX,El Paso ,El Paso TX
24049,2019-02-01,3,TX,El Paso ,El Paso TX
24050,2019-03-01,3,TX,El Paso ,El Paso TX
24051,2019-04-01,1,TX,El Paso ,El Paso TX
24052,2019-05-01,4,TX,El Paso ,El Paso TX
24053,2019-06-01,3,TX,El Paso ,El Paso TX
