date,housing,State,DMA,Full
2017-10-01,36,IA,Des Moines-Ames ,Des Moines-Ames IA
2017-11-01,48,IA,Des Moines-Ames ,Des Moines-Ames IA
2017-12-01,32,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-01-01,40,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-02-01,40,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-03-01,41,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-04-01,41,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-05-01,36,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-06-01,37,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-07-01,40,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-08-01,40,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-09-01,34,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-10-01,33,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-11-01,36,IA,Des Moines-Ames ,Des Moines-Ames IA
2018-12-01,30,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-01-01,38,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-02-01,43,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-03-01,39,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-04-01,38,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-05-01,43,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-06-01,35,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-07-01,38,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-08-01,40,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-09-01,37,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-10-01,33,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-11-01,27,IA,Des Moines-Ames ,Des Moines-Ames IA
2019-12-01,41,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-01-01,34,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-02-01,36,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-03-01,37,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-04-01,30,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-05-01,30,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-06-01,35,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-07-01,36,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-08-01,38,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-09-01,33,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-10-01,33,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-11-01,29,IA,Des Moines-Ames ,Des Moines-Ames IA
2020-12-01,29,IA,Des Moines-Ames ,Des Moines-Ames IA
