date,apartment,State,DMA,Full
2017-09-01,34,VA,Charlottesville ,Charlottesville VA
2017-10-01,32,VA,Charlottesville ,Charlottesville VA
2017-11-01,25,VA,Charlottesville ,Charlottesville VA
2017-12-01,46,VA,Charlottesville ,Charlottesville VA
2018-01-01,40,VA,Charlottesville ,Charlottesville VA
2018-02-01,27,VA,Charlottesville ,Charlottesville VA
2018-03-01,49,VA,Charlottesville ,Charlottesville VA
2018-04-01,48,VA,Charlottesville ,Charlottesville VA
2018-05-01,33,VA,Charlottesville ,Charlottesville VA
2018-06-01,32,VA,Charlottesville ,Charlottesville VA
2018-07-01,46,VA,Charlottesville ,Charlottesville VA
2018-08-01,21,VA,Charlottesville ,Charlottesville VA
2018-09-01,41,VA,Charlottesville ,Charlottesville VA
2018-10-01,37,VA,Charlottesville ,Charlottesville VA
2018-11-01,26,VA,Charlottesville ,Charlottesville VA
2018-12-01,21,VA,Charlottesville ,Charlottesville VA
2019-01-01,36,VA,Charlottesville ,Charlottesville VA
2019-02-01,35,VA,Charlottesville ,Charlottesville VA
2019-03-01,35,VA,Charlottesville ,Charlottesville VA
2019-04-01,37,VA,Charlottesville ,Charlottesville VA
2019-05-01,42,VA,Charlottesville ,Charlottesville VA
2019-06-01,49,VA,Charlottesville ,Charlottesville VA
2019-07-01,47,VA,Charlottesville ,Charlottesville VA
2019-08-01,37,VA,Charlottesville ,Charlottesville VA
2019-09-01,41,VA,Charlottesville ,Charlottesville VA
2019-10-01,31,VA,Charlottesville ,Charlottesville VA
2019-11-01,9,VA,Charlottesville ,Charlottesville VA
2019-12-01,20,VA,Charlottesville ,Charlottesville VA
2020-01-01,42,VA,Charlottesville ,Charlottesville VA
2020-02-01,36,VA,Charlottesville ,Charlottesville VA
2020-03-01,33,VA,Charlottesville ,Charlottesville VA
2020-04-01,45,VA,Charlottesville ,Charlottesville VA
2020-05-01,40,VA,Charlottesville ,Charlottesville VA
2020-06-01,46,VA,Charlottesville ,Charlottesville VA
2020-07-01,40,VA,Charlottesville ,Charlottesville VA
2020-08-01,34,VA,Charlottesville ,Charlottesville VA
2020-09-01,37,VA,Charlottesville ,Charlottesville VA
2020-10-01,32,VA,Charlottesville ,Charlottesville VA
2020-11-01,36,VA,Charlottesville ,Charlottesville VA
2020-12-01,31,VA,Charlottesville ,Charlottesville VA
