date,apartment,State,DMA,Full
2014-04-01,56,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2014-05-01,63,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2014-06-01,57,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2014-07-01,60,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2014-08-01,61,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2014-09-01,64,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2014-10-01,49,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2014-11-01,56,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2014-12-01,46,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-01-01,62,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-02-01,64,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-03-01,70,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-04-01,66,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-05-01,67,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-06-01,64,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-07-01,61,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-08-01,49,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-09-01,56,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-10-01,54,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-11-01,41,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2015-12-01,46,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-01-01,61,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-02-01,62,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-03-01,72,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-04-01,71,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-05-01,73,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-06-01,56,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-07-01,74,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-08-01,65,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-09-01,51,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
2016-10-01,59,MA,Providence RI-New Bedford ,Providence RI-New Bedford MA
