,date,inmigracion,State
2217,2018-10-01,2,CT
2218,2018-11-01,5,CT
2219,2018-12-01,0,CT
2220,2019-01-01,2,CT
2221,2019-02-01,4,CT
2222,2019-03-01,5,CT
2223,2019-04-01,3,CT
2224,2019-05-01,4,CT
2225,2019-06-01,5,CT
2226,2019-07-01,4,CT
2227,2019-08-01,0,CT
2228,2019-09-01,8,CT
2229,2019-10-01,4,CT
2230,2019-11-01,5,CT
2231,2019-12-01,3,CT
2232,2020-01-01,5,CT
2233,2020-02-01,2,CT
2234,2020-03-01,3,CT
2235,2020-04-01,4,CT
2236,2020-05-01,0,CT
2237,2020-06-01,3,CT
2238,2020-07-01,2,CT
2239,2020-08-01,1,CT
2240,2020-09-01,2,CT
2241,2020-10-01,3,CT
2242,2020-11-01,0,CT
2243,2020-12-01,3,CT
2244,2004-01-01,0,MI
2245,2004-02-01,0,MI
2246,2004-03-01,0,MI
2247,2004-04-01,0,MI
2248,2004-05-01,0,MI
2249,2004-06-01,0,MI
2250,2004-07-01,0,MI
2251,2004-08-01,0,MI
2252,2004-09-01,46,MI
2253,2004-10-01,0,MI
2254,2004-11-01,0,MI
2255,2004-12-01,0,MI
2256,2005-01-01,62,MI
2257,2005-02-01,0,MI
2258,2005-03-01,0,MI
2259,2005-04-01,58,MI
2260,2005-05-01,61,MI
2261,2005-06-01,0,MI
2262,2005-07-01,0,MI
2263,2005-08-01,0,MI
2264,2005-09-01,100,MI
2265,2005-10-01,0,MI
2266,2005-11-01,0,MI
2267,2005-12-01,0,MI
2268,2006-01-01,0,MI
2269,2006-02-01,0,MI
2270,2006-03-01,0,MI
2271,2006-04-01,0,MI
2272,2006-05-01,0,MI
2273,2006-06-01,0,MI
2274,2006-07-01,0,MI
2275,2006-08-01,0,MI
2276,2006-09-01,0,MI
2277,2006-10-01,0,MI
2278,2006-11-01,0,MI
2279,2006-12-01,0,MI
2280,2007-01-01,0,MI
2281,2007-02-01,0,MI
2282,2007-03-01,0,MI
2283,2007-04-01,25,MI
2284,2007-05-01,22,MI
2285,2007-06-01,0,MI
2286,2007-07-01,21,MI
2287,2007-08-01,0,MI
2288,2007-09-01,0,MI
2289,2007-10-01,14,MI
2290,2007-11-01,0,MI
2291,2007-12-01,0,MI
2292,2008-01-01,0,MI
2293,2008-02-01,45,MI
2294,2008-03-01,40,MI
2295,2008-04-01,0,MI
2296,2008-05-01,0,MI
2297,2008-06-01,0,MI
2298,2008-07-01,0,MI
2299,2008-08-01,0,MI
2300,2008-09-01,12,MI
2301,2008-10-01,0,MI
2302,2008-11-01,15,MI
2303,2008-12-01,31,MI
2304,2009-01-01,0,MI
2305,2009-02-01,0,MI
2306,2009-03-01,0,MI
2307,2009-04-01,0,MI
2308,2009-05-01,0,MI
2309,2009-06-01,50,MI
2310,2009-07-01,0,MI
2311,2009-08-01,0,MI
2312,2009-09-01,0,MI
2313,2009-10-01,22,MI
2314,2009-11-01,0,MI
2315,2009-12-01,0,MI
2316,2010-01-01,0,MI
2317,2010-02-01,0,MI
2318,2010-03-01,0,MI
2319,2010-04-01,21,MI
2320,2010-05-01,0,MI
2321,2010-06-01,20,MI
2322,2010-07-01,21,MI
2323,2010-08-01,0,MI
2324,2010-09-01,0,MI
2325,2010-10-01,9,MI
2326,2010-11-01,0,MI
2327,2010-12-01,9,MI
2328,2011-01-01,14,MI
2329,2011-02-01,17,MI
2330,2011-03-01,7,MI
2331,2011-04-01,0,MI
2332,2011-05-01,0,MI
2333,2011-06-01,0,MI
2334,2011-07-01,8,MI
2335,2011-08-01,10,MI
2336,2011-09-01,6,MI
2337,2011-10-01,5,MI
2338,2011-11-01,0,MI
2339,2011-12-01,0,MI
2340,2012-01-01,13,MI
2341,2012-02-01,9,MI
2342,2012-03-01,7,MI
2343,2012-04-01,9,MI
2344,2012-05-01,11,MI
2345,2012-06-01,19,MI
2346,2012-07-01,21,MI
2347,2012-08-01,20,MI
2348,2012-09-01,8,MI
2349,2012-10-01,4,MI
2350,2012-11-01,11,MI
2351,2012-12-01,0,MI
2352,2013-01-01,31,MI
2353,2013-02-01,5,MI
2354,2013-03-01,8,MI
2355,2013-04-01,7,MI
2356,2013-05-01,6,MI
2357,2013-06-01,6,MI
2358,2013-07-01,26,MI
2359,2013-08-01,23,MI
2360,2013-09-01,11,MI
2361,2013-10-01,0,MI
2362,2013-11-01,3,MI
2363,2013-12-01,10,MI
2364,2014-01-01,13,MI
2365,2014-02-01,11,MI
2366,2014-03-01,7,MI
2367,2014-04-01,16,MI
2368,2014-05-01,11,MI
2369,2014-06-01,7,MI
2370,2014-07-01,0,MI
2371,2014-08-01,11,MI
2372,2014-09-01,0,MI
2373,2014-10-01,3,MI
2374,2014-11-01,9,MI
2375,2014-12-01,16,MI
2376,2015-01-01,10,MI
2377,2015-02-01,11,MI
2378,2015-03-01,11,MI
2379,2015-04-01,7,MI
2380,2015-05-01,20,MI
2381,2015-06-01,16,MI
2382,2015-07-01,10,MI
2383,2015-08-01,0,MI
2384,2015-09-01,0,MI
2385,2015-10-01,3,MI
2386,2015-11-01,0,MI
2387,2015-12-01,7,MI
2388,2016-01-01,3,MI
2389,2016-02-01,4,MI
2390,2016-03-01,3,MI
2391,2016-04-01,3,MI
2392,2016-05-01,6,MI
2393,2016-06-01,13,MI
2394,2016-07-01,0,MI
2395,2016-08-01,0,MI
2396,2016-09-01,3,MI
2397,2016-10-01,0,MI
2398,2016-11-01,8,MI
2399,2016-12-01,4,MI
2400,2017-01-01,9,MI
2401,2017-02-01,15,MI
2402,2017-03-01,13,MI
2403,2017-04-01,11,MI
2404,2017-05-01,0,MI
2405,2017-06-01,7,MI
2406,2017-07-01,12,MI
2407,2017-08-01,6,MI
2408,2017-09-01,0,MI
2409,2017-10-01,0,MI
2410,2017-11-01,11,MI
2411,2017-12-01,2,MI
2412,2018-01-01,7,MI
2413,2018-02-01,6,MI
2414,2018-03-01,3,MI
2415,2018-04-01,2,MI
2416,2018-05-01,5,MI
2417,2018-06-01,3,MI
2418,2018-07-01,3,MI
2419,2018-08-01,0,MI
2420,2018-09-01,4,MI
2421,2018-10-01,12,MI
2422,2018-11-01,5,MI
2423,2018-12-01,3,MI
2424,2019-01-01,4,MI
2425,2019-02-01,2,MI
2426,2019-03-01,0,MI
2427,2019-04-01,2,MI
2428,2019-05-01,0,MI
2429,2019-06-01,5,MI
2430,2019-07-01,0,MI
2431,2019-08-01,9,MI
2432,2019-09-01,2,MI
2433,2019-10-01,4,MI
2434,2019-11-01,0,MI
2435,2019-12-01,0,MI
2436,2020-01-01,11,MI
2437,2020-02-01,6,MI
2438,2020-03-01,3,MI
2439,2020-04-01,4,MI
2440,2020-05-01,0,MI
2441,2020-06-01,8,MI
2442,2020-07-01,0,MI
2443,2020-08-01,0,MI
2444,2020-09-01,2,MI
2445,2020-10-01,2,MI
2446,2020-11-01,0,MI
2447,2020-12-01,4,MI
2448,2004-01-01,86,NE
2449,2004-02-01,0,NE
2450,2004-03-01,0,NE
2451,2004-04-01,0,NE
2452,2004-05-01,0,NE
2453,2004-06-01,0,NE
2454,2004-07-01,63,NE
2455,2004-08-01,0,NE
2456,2004-09-01,0,NE
2457,2004-10-01,0,NE
2458,2004-11-01,0,NE
2459,2004-12-01,0,NE
2460,2005-01-01,0,NE
2461,2005-02-01,100,NE
2462,2005-03-01,0,NE
2463,2005-04-01,0,NE
2464,2005-05-01,34,NE
2465,2005-06-01,0,NE
2466,2005-07-01,0,NE
2467,2005-08-01,0,NE
2468,2005-09-01,0,NE
2469,2005-10-01,29,NE
2470,2005-11-01,0,NE
2471,2005-12-01,64,NE
2472,2006-01-01,0,NE
2473,2006-02-01,0,NE
2474,2006-03-01,24,NE
2475,2006-04-01,0,NE
2476,2006-05-01,0,NE
2477,2006-06-01,0,NE
2478,2006-07-01,0,NE
2479,2006-08-01,36,NE
2480,2006-09-01,0,NE
2481,2006-10-01,0,NE
2482,2006-11-01,24,NE
2483,2006-12-01,0,NE
2484,2007-01-01,0,NE
2485,2007-02-01,47,NE
2486,2007-03-01,0,NE
2487,2007-04-01,0,NE
2488,2007-05-01,0,NE
2489,2007-06-01,35,NE
2490,2007-07-01,0,NE
2491,2007-08-01,0,NE
2492,2007-09-01,0,NE
2493,2007-10-01,0,NE
2494,2007-11-01,12,NE
2495,2007-12-01,0,NE
2496,2008-01-01,0,NE
2497,2008-02-01,0,NE
2498,2008-03-01,0,NE
2499,2008-04-01,0,NE
2500,2008-05-01,0,NE
2501,2008-06-01,0,NE
2502,2008-07-01,0,NE
2503,2008-08-01,0,NE
2504,2008-09-01,0,NE
2505,2008-10-01,0,NE
2506,2008-11-01,0,NE
2507,2008-12-01,0,NE
2508,2009-01-01,0,NE
2509,2009-02-01,15,NE
2510,2009-03-01,0,NE
2511,2009-04-01,0,NE
2512,2009-05-01,0,NE
2513,2009-06-01,0,NE
2514,2009-07-01,0,NE
2515,2009-08-01,0,NE
2516,2009-09-01,0,NE
2517,2009-10-01,0,NE
2518,2009-11-01,11,NE
2519,2009-12-01,0,NE
2520,2010-01-01,0,NE
2521,2010-02-01,0,NE
2522,2010-03-01,0,NE
2523,2010-04-01,15,NE
2524,2010-05-01,0,NE
2525,2010-06-01,0,NE
2526,2010-07-01,0,NE
2527,2010-08-01,0,NE
2528,2010-09-01,0,NE
2529,2010-10-01,12,NE
2530,2010-11-01,18,NE
2531,2010-12-01,0,NE
2532,2011-01-01,0,NE
2533,2011-02-01,0,NE
2534,2011-03-01,7,NE
2535,2011-04-01,0,NE
2536,2011-05-01,5,NE
2537,2011-06-01,0,NE
2538,2011-07-01,0,NE
2539,2011-08-01,10,NE
2540,2011-09-01,0,NE
2541,2011-10-01,0,NE
2542,2011-11-01,0,NE
2543,2011-12-01,0,NE
2544,2012-01-01,4,NE
2545,2012-02-01,0,NE
2546,2012-03-01,0,NE
2547,2012-04-01,0,NE
2548,2012-05-01,10,NE
2549,2012-06-01,4,NE
2550,2012-07-01,0,NE
2551,2012-08-01,0,NE
2552,2012-09-01,0,NE
2553,2012-10-01,0,NE
2554,2012-11-01,0,NE
2555,2012-12-01,11,NE
2556,2013-01-01,0,NE
2557,2013-02-01,0,NE
2558,2013-03-01,17,NE
2559,2013-04-01,11,NE
2560,2013-05-01,0,NE
2561,2013-06-01,0,NE
2562,2013-07-01,0,NE
2563,2013-08-01,0,NE
2564,2013-09-01,21,NE
2565,2013-10-01,5,NE
2566,2013-11-01,0,NE
2567,2013-12-01,7,NE
2568,2014-01-01,0,NE
2569,2014-02-01,5,NE
2570,2014-03-01,0,NE
2571,2014-04-01,0,NE
2572,2014-05-01,0,NE
2573,2014-06-01,8,NE
2574,2014-07-01,0,NE
2575,2014-08-01,10,NE
2576,2014-09-01,4,NE
2577,2014-10-01,0,NE
2578,2014-11-01,0,NE
2579,2014-12-01,4,NE
2580,2015-01-01,0,NE
2581,2015-02-01,6,NE
2582,2015-03-01,5,NE
2583,2015-04-01,0,NE
2584,2015-05-01,0,NE
2585,2015-06-01,0,NE
2586,2015-07-01,7,NE
2587,2015-08-01,9,NE
2588,2015-09-01,3,NE
2589,2015-10-01,3,NE
2590,2015-11-01,3,NE
2591,2015-12-01,3,NE
2592,2016-01-01,7,NE
2593,2016-02-01,0,NE
2594,2016-03-01,3,NE
2595,2016-04-01,3,NE
2596,2016-05-01,0,NE
2597,2016-06-01,0,NE
2598,2016-07-01,0,NE
2599,2016-08-01,5,NE
2600,2016-09-01,0,NE
2601,2016-10-01,0,NE
2602,2016-11-01,5,NE
2603,2016-12-01,11,NE
2604,2017-01-01,4,NE
2605,2017-02-01,7,NE
2606,2017-03-01,0,NE
2607,2017-04-01,0,NE
2608,2017-05-01,0,NE
2609,2017-06-01,8,NE
2610,2017-07-01,3,NE
2611,2017-08-01,0,NE
2612,2017-09-01,3,NE
2613,2017-10-01,0,NE
2614,2017-11-01,2,NE
2615,2017-12-01,0,NE
2616,2018-01-01,3,NE
2617,2018-02-01,0,NE
2618,2018-03-01,0,NE
2619,2018-04-01,7,NE
2620,2018-05-01,0,NE
2621,2018-06-01,3,NE
2622,2018-07-01,0,NE
2623,2018-08-01,8,NE
2624,2018-09-01,9,NE
2625,2018-10-01,3,NE
2626,2018-11-01,4,NE
2627,2018-12-01,2,NE
2628,2019-01-01,7,NE
2629,2019-02-01,4,NE
2630,2019-03-01,4,NE
2631,2019-04-01,2,NE
2632,2019-05-01,2,NE
2633,2019-06-01,4,NE
2634,2019-07-01,0,NE
2635,2019-08-01,4,NE
2636,2019-09-01,2,NE
2637,2019-10-01,0,NE
2638,2019-11-01,0,NE
2639,2019-12-01,6,NE
2640,2020-01-01,3,NE
2641,2020-02-01,5,NE
2642,2020-03-01,2,NE
2643,2020-04-01,2,NE
2644,2020-05-01,0,NE
2645,2020-06-01,2,NE
2646,2020-07-01,3,NE
2647,2020-08-01,0,NE
2648,2020-09-01,0,NE
2649,2020-10-01,4,NE
2650,2020-11-01,3,NE
2651,2020-12-01,0,NE
2652,2004-01-01,0,VA
2653,2004-02-01,0,VA
2654,2004-03-01,0,VA
2655,2004-04-01,0,VA
2656,2004-05-01,0,VA
2657,2004-06-01,85,VA
2658,2004-07-01,0,VA
2659,2004-08-01,82,VA
2660,2004-09-01,0,VA
2661,2004-10-01,0,VA
2662,2004-11-01,0,VA
2663,2004-12-01,0,VA
2664,2005-01-01,0,VA
2665,2005-02-01,0,VA
2666,2005-03-01,0,VA
2667,2005-04-01,0,VA
2668,2005-05-01,0,VA
2669,2005-06-01,0,VA
2670,2005-07-01,0,VA
2671,2005-08-01,45,VA
2672,2005-09-01,0,VA
2673,2005-10-01,32,VA
2674,2005-11-01,0,VA
2675,2005-12-01,94,VA
2676,2006-01-01,0,VA
2677,2006-02-01,46,VA
2678,2006-03-01,0,VA
2679,2006-04-01,0,VA
2680,2006-05-01,0,VA
2681,2006-06-01,100,VA
2682,2006-07-01,32,VA
2683,2006-08-01,0,VA
2684,2006-09-01,64,VA
2685,2006-10-01,0,VA
2686,2006-11-01,54,VA
2687,2006-12-01,27,VA
2688,2007-01-01,0,VA
2689,2007-02-01,34,VA
2690,2007-03-01,36,VA
2691,2007-04-01,31,VA
2692,2007-05-01,0,VA
2693,2007-06-01,39,VA
2694,2007-07-01,0,VA
2695,2007-08-01,19,VA
2696,2007-09-01,0,VA
2697,2007-10-01,0,VA
2698,2007-11-01,28,VA
2699,2007-12-01,0,VA
2700,2008-01-01,27,VA
2701,2008-02-01,21,VA
2702,2008-03-01,33,VA
2703,2008-04-01,59,VA
2704,2008-05-01,35,VA
2705,2008-06-01,44,VA
2706,2008-07-01,28,VA
2707,2008-08-01,25,VA
2708,2008-09-01,33,VA
2709,2008-10-01,33,VA
2710,2008-11-01,34,VA
2711,2008-12-01,36,VA
2712,2009-01-01,19,VA
2713,2009-02-01,35,VA
2714,2009-03-01,40,VA
2715,2009-04-01,35,VA
2716,2009-05-01,31,VA
2717,2009-06-01,37,VA
2718,2009-07-01,42,VA
2719,2009-08-01,39,VA
2720,2009-09-01,52,VA
2721,2009-10-01,43,VA
2722,2009-11-01,46,VA
2723,2009-12-01,47,VA
2724,2010-01-01,18,VA
2725,2010-02-01,35,VA
2726,2010-03-01,35,VA
2727,2010-04-01,39,VA
2728,2010-05-01,46,VA
2729,2010-06-01,35,VA
2730,2010-07-01,30,VA
2731,2010-08-01,34,VA
2732,2010-09-01,33,VA
2733,2010-10-01,31,VA
2734,2010-11-01,32,VA
2735,2010-12-01,34,VA
2736,2011-01-01,22,VA
2737,2011-02-01,28,VA
2738,2011-03-01,18,VA
2739,2011-04-01,12,VA
2740,2011-05-01,23,VA
2741,2011-06-01,22,VA
2742,2011-07-01,0,VA
2743,2011-08-01,29,VA
2744,2011-09-01,22,VA
2745,2011-10-01,17,VA
2746,2011-11-01,40,VA
2747,2011-12-01,0,VA
2748,2012-01-01,29,VA
2749,2012-02-01,16,VA
2750,2012-03-01,20,VA
2751,2012-04-01,43,VA
2752,2012-05-01,18,VA
2753,2012-06-01,27,VA
2754,2012-07-01,5,VA
2755,2012-08-01,23,VA
2756,2012-09-01,18,VA
2757,2012-10-01,23,VA
2758,2012-11-01,35,VA
2759,2012-12-01,22,VA
2760,2013-01-01,40,VA
2761,2013-02-01,9,VA
2762,2013-03-01,29,VA
2763,2013-04-01,21,VA
2764,2013-05-01,39,VA
2765,2013-06-01,39,VA
2766,2013-07-01,23,VA
2767,2013-08-01,13,VA
2768,2013-09-01,26,VA
2769,2013-10-01,21,VA
2770,2013-11-01,26,VA
2771,2013-12-01,23,VA
2772,2014-01-01,27,VA
2773,2014-02-01,36,VA
2774,2014-03-01,45,VA
2775,2014-04-01,27,VA
2776,2014-05-01,36,VA
2777,2014-06-01,42,VA
2778,2014-07-01,14,VA
2779,2014-08-01,24,VA
2780,2014-09-01,16,VA
2781,2014-10-01,17,VA
2782,2014-11-01,48,VA
2783,2014-12-01,15,VA
2784,2015-01-01,17,VA
2785,2015-02-01,18,VA
2786,2015-03-01,14,VA
2787,2015-04-01,13,VA
2788,2015-05-01,13,VA
2789,2015-06-01,16,VA
2790,2015-07-01,23,VA
2791,2015-08-01,28,VA
2792,2015-09-01,17,VA
2793,2015-10-01,5,VA
2794,2015-11-01,10,VA
2795,2015-12-01,17,VA
2796,2016-01-01,50,VA
2797,2016-02-01,27,VA
2798,2016-03-01,24,VA
2799,2016-04-01,26,VA
2800,2016-05-01,25,VA
2801,2016-06-01,28,VA
2802,2016-07-01,21,VA
2803,2016-08-01,26,VA
2804,2016-09-01,30,VA
2805,2016-10-01,23,VA
2806,2016-11-01,30,VA
2807,2016-12-01,24,VA
2808,2017-01-01,34,VA
2809,2017-02-01,57,VA
2810,2017-03-01,23,VA
2811,2017-04-01,19,VA
2812,2017-05-01,15,VA
2813,2017-06-01,30,VA
2814,2017-07-01,19,VA
2815,2017-08-01,4,VA
2816,2017-09-01,18,VA
2817,2017-10-01,30,VA
2818,2017-11-01,20,VA
2819,2017-12-01,17,VA
2820,2018-01-01,33,VA
2821,2018-02-01,27,VA
2822,2018-03-01,19,VA
2823,2018-04-01,19,VA
2824,2018-05-01,28,VA
2825,2018-06-01,34,VA
2826,2018-07-01,20,VA
2827,2018-08-01,22,VA
2828,2018-09-01,16,VA
2829,2018-10-01,22,VA
2830,2018-11-01,20,VA
2831,2018-12-01,23,VA
2832,2019-01-01,16,VA
2833,2019-02-01,19,VA
2834,2019-03-01,24,VA
2835,2019-04-01,16,VA
2836,2019-05-01,20,VA
2837,2019-06-01,34,VA
2838,2019-07-01,24,VA
2839,2019-08-01,30,VA
2840,2019-09-01,24,VA
2841,2019-10-01,16,VA
2842,2019-11-01,19,VA
2843,2019-12-01,16,VA
2844,2020-01-01,26,VA
2845,2020-02-01,21,VA
2846,2020-03-01,17,VA
2847,2020-04-01,13,VA
2848,2020-05-01,10,VA
2849,2020-06-01,15,VA
2850,2020-07-01,8,VA
2851,2020-08-01,11,VA
2852,2020-09-01,19,VA
2853,2020-10-01,19,VA
2854,2020-11-01,13,VA
2855,2020-12-01,8,VA
2856,2004-01-01,12,CA
2857,2004-02-01,0,CA
2858,2004-03-01,0,CA
2859,2004-04-01,16,CA
2860,2004-05-01,0,CA
2861,2004-06-01,0,CA
2862,2004-07-01,27,CA
2863,2004-08-01,21,CA
2864,2004-09-01,26,CA
2865,2004-10-01,0,CA
2866,2004-11-01,18,CA
2867,2004-12-01,14,CA
2868,2005-01-01,9,CA
2869,2005-02-01,16,CA
2870,2005-03-01,0,CA
2871,2005-04-01,8,CA
2872,2005-05-01,12,CA
2873,2005-06-01,0,CA
2874,2005-07-01,22,CA
2875,2005-08-01,22,CA
2876,2005-09-01,9,CA
2877,2005-10-01,8,CA
2878,2005-11-01,15,CA
2879,2005-12-01,0,CA
2880,2006-01-01,19,CA
2881,2006-02-01,0,CA
2882,2006-03-01,11,CA
2883,2006-04-01,15,CA
2884,2006-05-01,29,CA
2885,2006-06-01,25,CA
2886,2006-07-01,0,CA
2887,2006-08-01,32,CA
2888,2006-09-01,6,CA
2889,2006-10-01,11,CA
2890,2006-11-01,8,CA
2891,2006-12-01,9,CA
2892,2007-01-01,0,CA
2893,2007-02-01,36,CA
2894,2007-03-01,23,CA
2895,2007-04-01,11,CA
2896,2007-05-01,12,CA
2897,2007-06-01,10,CA
2898,2007-07-01,20,CA
2899,2007-08-01,26,CA
2900,2007-09-01,16,CA
2901,2007-10-01,14,CA
2902,2007-11-01,17,CA
2903,2007-12-01,8,CA
2904,2008-01-01,14,CA
2905,2008-02-01,23,CA
2906,2008-03-01,16,CA
2907,2008-04-01,13,CA
2908,2008-05-01,16,CA
2909,2008-06-01,12,CA
2910,2008-07-01,15,CA
2911,2008-08-01,21,CA
2912,2008-09-01,21,CA
2913,2008-10-01,21,CA
2914,2008-11-01,16,CA
2915,2008-12-01,17,CA
2916,2009-01-01,20,CA
2917,2009-02-01,25,CA
2918,2009-03-01,24,CA
2919,2009-04-01,20,CA
2920,2009-05-01,20,CA
2921,2009-06-01,19,CA
2922,2009-07-01,16,CA
2923,2009-08-01,15,CA
2924,2009-09-01,27,CA
2925,2009-10-01,23,CA
2926,2009-11-01,30,CA
2927,2009-12-01,23,CA
2928,2010-01-01,22,CA
2929,2010-02-01,21,CA
2930,2010-03-01,31,CA
2931,2010-04-01,30,CA
2932,2010-05-01,33,CA
2933,2010-06-01,16,CA
2934,2010-07-01,22,CA
2935,2010-08-01,19,CA
2936,2010-09-01,23,CA
2937,2010-10-01,25,CA
2938,2010-11-01,28,CA
2939,2010-12-01,21,CA
2940,2011-01-01,23,CA
2941,2011-02-01,23,CA
2942,2011-03-01,24,CA
2943,2011-04-01,27,CA
2944,2011-05-01,23,CA
2945,2011-06-01,24,CA
2946,2011-07-01,23,CA
2947,2011-08-01,29,CA
2948,2011-09-01,25,CA
2949,2011-10-01,26,CA
2950,2011-11-01,27,CA
2951,2011-12-01,26,CA
2952,2012-01-01,46,CA
2953,2012-02-01,34,CA
2954,2012-03-01,25,CA
2955,2012-04-01,34,CA
2956,2012-05-01,29,CA
2957,2012-06-01,41,CA
2958,2012-07-01,26,CA
2959,2012-08-01,39,CA
2960,2012-09-01,29,CA
2961,2012-10-01,31,CA
2962,2012-11-01,33,CA
2963,2012-12-01,27,CA
2964,2013-01-01,55,CA
2965,2013-02-01,41,CA
2966,2013-03-01,46,CA
2967,2013-04-01,50,CA
2968,2013-05-01,37,CA
2969,2013-06-01,40,CA
2970,2013-07-01,40,CA
2971,2013-08-01,32,CA
2972,2013-09-01,33,CA
2973,2013-10-01,32,CA
2974,2013-11-01,29,CA
2975,2013-12-01,24,CA
2976,2014-01-01,43,CA
2977,2014-02-01,39,CA
2978,2014-03-01,37,CA
2979,2014-04-01,35,CA
2980,2014-05-01,31,CA
2981,2014-06-01,30,CA
2982,2014-07-01,31,CA
2983,2014-08-01,36,CA
2984,2014-09-01,39,CA
2985,2014-10-01,31,CA
2986,2014-11-01,64,CA
2987,2014-12-01,29,CA
2988,2015-01-01,40,CA
2989,2015-02-01,41,CA
2990,2015-03-01,36,CA
2991,2015-04-01,33,CA
2992,2015-05-01,31,CA
2993,2015-06-01,28,CA
2994,2015-07-01,36,CA
2995,2015-08-01,28,CA
2996,2015-09-01,28,CA
2997,2015-10-01,27,CA
2998,2015-11-01,30,CA
2999,2015-12-01,28,CA
3000,2016-01-01,63,CA
3001,2016-02-01,39,CA
3002,2016-03-01,33,CA
3003,2016-04-01,37,CA
3004,2016-05-01,34,CA
3005,2016-06-01,35,CA
3006,2016-07-01,30,CA
3007,2016-08-01,39,CA
3008,2016-09-01,36,CA
3009,2016-10-01,27,CA
3010,2016-11-01,39,CA
3011,2016-12-01,26,CA
3012,2017-01-01,41,CA
3013,2017-02-01,100,CA
3014,2017-03-01,54,CA
3015,2017-04-01,37,CA
3016,2017-05-01,35,CA
3017,2017-06-01,31,CA
3018,2017-07-01,32,CA
3019,2017-08-01,36,CA
3020,2017-09-01,31,CA
3021,2017-10-01,28,CA
3022,2017-11-01,30,CA
3023,2017-12-01,23,CA
3024,2018-01-01,47,CA
3025,2018-02-01,45,CA
3026,2018-03-01,36,CA
3027,2018-04-01,31,CA
3028,2018-05-01,27,CA
3029,2018-06-01,29,CA
3030,2018-07-01,27,CA
3031,2018-08-01,34,CA
3032,2018-09-01,26,CA
3033,2018-10-01,28,CA
3034,2018-11-01,25,CA
3035,2018-12-01,28,CA
3036,2019-01-01,26,CA
3037,2019-02-01,28,CA
3038,2019-03-01,32,CA
3039,2019-04-01,33,CA
3040,2019-05-01,28,CA
3041,2019-06-01,31,CA
3042,2019-07-01,38,CA
3043,2019-08-01,38,CA
3044,2019-09-01,29,CA
3045,2019-10-01,27,CA
3046,2019-11-01,22,CA
3047,2019-12-01,21,CA
3048,2020-01-01,26,CA
3049,2020-02-01,32,CA
3050,2020-03-01,21,CA
3051,2020-04-01,19,CA
3052,2020-05-01,17,CA
3053,2020-06-01,19,CA
3054,2020-07-01,17,CA
3055,2020-08-01,17,CA
3056,2020-09-01,21,CA
3057,2020-10-01,21,CA
3058,2020-11-01,17,CA
3059,2020-12-01,20,CA
3060,2004-01-01,100,DC
3061,2004-02-01,0,DC
3062,2004-03-01,0,DC
3063,2004-04-01,0,DC
3064,2004-05-01,0,DC
3065,2004-06-01,86,DC
3066,2004-07-01,0,DC
3067,2004-08-01,0,DC
3068,2004-09-01,0,DC
3069,2004-10-01,0,DC
3070,2004-11-01,0,DC
3071,2004-12-01,53,DC
3072,2005-01-01,0,DC
3073,2005-02-01,0,DC
3074,2005-03-01,54,DC
3075,2005-04-01,0,DC
3076,2005-05-01,0,DC
3077,2005-06-01,0,DC
3078,2005-07-01,0,DC
3079,2005-08-01,0,DC
3080,2005-09-01,0,DC
3081,2005-10-01,0,DC
3082,2005-11-01,0,DC
3083,2005-12-01,0,DC
3084,2006-01-01,40,DC
3085,2006-02-01,0,DC
3086,2006-03-01,0,DC
3087,2006-04-01,0,DC
3088,2006-05-01,0,DC
3089,2006-06-01,86,DC
3090,2006-07-01,0,DC
3091,2006-08-01,0,DC
3092,2006-09-01,0,DC
3093,2006-10-01,0,DC
3094,2006-11-01,0,DC
3095,2006-12-01,0,DC
3096,2007-01-01,0,DC
3097,2007-02-01,0,DC
3098,2007-03-01,25,DC
3099,2007-04-01,38,DC
3100,2007-05-01,25,DC
3101,2007-06-01,0,DC
3102,2007-07-01,0,DC
3103,2007-08-01,0,DC
3104,2007-09-01,23,DC
3105,2007-10-01,0,DC
3106,2007-11-01,0,DC
3107,2007-12-01,0,DC
3108,2008-01-01,22,DC
3109,2008-02-01,11,DC
3110,2008-03-01,32,DC
3111,2008-04-01,37,DC
3112,2008-05-01,0,DC
3113,2008-06-01,0,DC
3114,2008-07-01,32,DC
3115,2008-08-01,0,DC
3116,2008-09-01,20,DC
3117,2008-10-01,0,DC
3118,2008-11-01,23,DC
3119,2008-12-01,16,DC
3120,2009-01-01,10,DC
3121,2009-02-01,0,DC
3122,2009-03-01,12,DC
3123,2009-04-01,12,DC
3124,2009-05-01,0,DC
3125,2009-06-01,0,DC
3126,2009-07-01,9,DC
3127,2009-08-01,0,DC
3128,2009-09-01,27,DC
3129,2009-10-01,0,DC
3130,2009-11-01,16,DC
3131,2009-12-01,19,DC
3132,2010-01-01,24,DC
3133,2010-02-01,0,DC
3134,2010-03-01,33,DC
3135,2010-04-01,11,DC
3136,2010-05-01,0,DC
3137,2010-06-01,0,DC
3138,2010-07-01,14,DC
3139,2010-08-01,12,DC
3140,2010-09-01,21,DC
3141,2010-10-01,20,DC
3142,2010-11-01,11,DC
3143,2010-12-01,25,DC
3144,2011-01-01,0,DC
3145,2011-02-01,0,DC
3146,2011-03-01,12,DC
3147,2011-04-01,39,DC
3148,2011-05-01,10,DC
