,date,inmigracion,State
4801,2013-02-01,7,IA
4802,2013-03-01,0,IA
4803,2013-04-01,6,IA
4804,2013-05-01,0,IA
4805,2013-06-01,10,IA
4806,2013-07-01,0,IA
4807,2013-08-01,0,IA
4808,2013-09-01,0,IA
4809,2013-10-01,0,IA
4810,2013-11-01,7,IA
4811,2013-12-01,0,IA
4812,2014-01-01,18,IA
4813,2014-02-01,18,IA
4814,2014-03-01,6,IA
4815,2014-04-01,9,IA
4816,2014-05-01,0,IA
4817,2014-06-01,0,IA
4818,2014-07-01,0,IA
4819,2014-08-01,0,IA
4820,2014-09-01,0,IA
4821,2014-10-01,12,IA
4822,2014-11-01,21,IA
4823,2014-12-01,6,IA
4824,2015-01-01,11,IA
4825,2015-02-01,6,IA
4826,2015-03-01,0,IA
4827,2015-04-01,0,IA
4828,2015-05-01,0,IA
4829,2015-06-01,0,IA
4830,2015-07-01,0,IA
4831,2015-08-01,7,IA
4832,2015-09-01,21,IA
4833,2015-10-01,0,IA
4834,2015-11-01,0,IA
4835,2015-12-01,7,IA
4836,2016-01-01,0,IA
4837,2016-02-01,15,IA
4838,2016-03-01,7,IA
4839,2016-04-01,7,IA
4840,2016-05-01,7,IA
4841,2016-06-01,11,IA
4842,2016-07-01,0,IA
4843,2016-08-01,0,IA
4844,2016-09-01,0,IA
4845,2016-10-01,0,IA
4846,2016-11-01,0,IA
4847,2016-12-01,5,IA
4848,2017-01-01,0,IA
4849,2017-02-01,8,IA
4850,2017-03-01,4,IA
4851,2017-04-01,0,IA
4852,2017-05-01,0,IA
4853,2017-06-01,18,IA
4854,2017-07-01,7,IA
4855,2017-08-01,18,IA
4856,2017-09-01,0,IA
4857,2017-10-01,4,IA
4858,2017-11-01,4,IA
4859,2017-12-01,0,IA
4860,2018-01-01,7,IA
4861,2018-02-01,0,IA
4862,2018-03-01,0,IA
4863,2018-04-01,0,IA
4864,2018-05-01,0,IA
4865,2018-06-01,0,IA
4866,2018-07-01,0,IA
4867,2018-08-01,0,IA
4868,2018-09-01,0,IA
4869,2018-10-01,0,IA
4870,2018-11-01,0,IA
4871,2018-12-01,0,IA
4872,2019-01-01,7,IA
4873,2019-02-01,4,IA
4874,2019-03-01,23,IA
4875,2019-04-01,5,IA
4876,2019-05-01,5,IA
4877,2019-06-01,11,IA
4878,2019-07-01,0,IA
4879,2019-08-01,6,IA
4880,2019-09-01,5,IA
4881,2019-10-01,0,IA
4882,2019-11-01,0,IA
4883,2019-12-01,6,IA
4884,2020-01-01,12,IA
4885,2020-02-01,0,IA
4886,2020-03-01,4,IA
4887,2020-04-01,0,IA
4888,2020-05-01,3,IA
4889,2020-06-01,0,IA
4890,2020-07-01,5,IA
4891,2020-08-01,0,IA
4892,2020-09-01,7,IA
4893,2020-10-01,5,IA
4894,2020-11-01,0,IA
4895,2020-12-01,3,IA
4896,2004-01-01,0,KS
4897,2004-02-01,0,KS
4898,2004-03-01,0,KS
4899,2004-04-01,0,KS
4900,2004-05-01,0,KS
4901,2004-06-01,0,KS
4902,2004-07-01,0,KS
4903,2004-08-01,0,KS
4904,2004-09-01,0,KS
4905,2004-10-01,0,KS
4906,2004-11-01,0,KS
4907,2004-12-01,0,KS
4908,2005-01-01,0,KS
4909,2005-02-01,0,KS
4910,2005-03-01,0,KS
4911,2005-04-01,0,KS
4912,2005-05-01,0,KS
4913,2005-06-01,0,KS
4914,2005-07-01,0,KS
4915,2005-08-01,56,KS
4916,2005-09-01,0,KS
4917,2005-10-01,37,KS
4918,2005-11-01,34,KS
4919,2005-12-01,100,KS
4920,2006-01-01,0,KS
4921,2006-02-01,0,KS
4922,2006-03-01,0,KS
4923,2006-04-01,0,KS
4924,2006-05-01,0,KS
4925,2006-06-01,0,KS
4926,2006-07-01,51,KS
4927,2006-08-01,0,KS
4928,2006-09-01,0,KS
4929,2006-10-01,20,KS
4930,2006-11-01,0,KS
4931,2006-12-01,35,KS
4932,2007-01-01,24,KS
4933,2007-02-01,0,KS
4934,2007-03-01,19,KS
4935,2007-04-01,0,KS
4936,2007-05-01,0,KS
4937,2007-06-01,31,KS
4938,2007-07-01,0,KS
4939,2007-08-01,0,KS
4940,2007-09-01,0,KS
4941,2007-10-01,23,KS
4942,2007-11-01,17,KS
4943,2007-12-01,15,KS
4944,2008-01-01,0,KS
4945,2008-02-01,0,KS
4946,2008-03-01,0,KS
4947,2008-04-01,0,KS
4948,2008-05-01,63,KS
4949,2008-06-01,0,KS
4950,2008-07-01,55,KS
4951,2008-08-01,0,KS
4952,2008-09-01,0,KS
4953,2008-10-01,96,KS
4954,2008-11-01,0,KS
4955,2008-12-01,41,KS
4956,2009-01-01,0,KS
4957,2009-02-01,0,KS
4958,2009-03-01,0,KS
4959,2009-04-01,0,KS
4960,2009-05-01,0,KS
4961,2009-06-01,0,KS
4962,2009-07-01,0,KS
4963,2009-08-01,24,KS
4964,2009-09-01,0,KS
4965,2009-10-01,0,KS
4966,2009-11-01,0,KS
4967,2009-12-01,0,KS
4968,2010-01-01,0,KS
4969,2010-02-01,12,KS
4970,2010-03-01,0,KS
4971,2010-04-01,10,KS
4972,2010-05-01,0,KS
4973,2010-06-01,0,KS
4974,2010-07-01,38,KS
4975,2010-08-01,23,KS
4976,2010-09-01,0,KS
4977,2010-10-01,12,KS
4978,2010-11-01,12,KS
4979,2010-12-01,0,KS
4980,2011-01-01,0,KS
4981,2011-02-01,8,KS
4982,2011-03-01,0,KS
4983,2011-04-01,0,KS
4984,2011-05-01,0,KS
4985,2011-06-01,0,KS
4986,2011-07-01,15,KS
4987,2011-08-01,6,KS
4988,2011-09-01,0,KS
4989,2011-10-01,20,KS
4990,2011-11-01,7,KS
4991,2011-12-01,8,KS
4992,2012-01-01,0,KS
4993,2012-02-01,5,KS
4994,2012-03-01,9,KS
4995,2012-04-01,0,KS
4996,2012-05-01,0,KS
4997,2012-06-01,9,KS
4998,2012-07-01,8,KS
4999,2012-08-01,16,KS
5000,2012-09-01,0,KS
5001,2012-10-01,19,KS
5002,2012-11-01,10,KS
5003,2012-12-01,14,KS
5004,2013-01-01,17,KS
5005,2013-02-01,5,KS
5006,2013-03-01,7,KS
5007,2013-04-01,13,KS
5008,2013-05-01,4,KS
5009,2013-06-01,11,KS
5010,2013-07-01,0,KS
5011,2013-08-01,8,KS
5012,2013-09-01,3,KS
5013,2013-10-01,8,KS
5014,2013-11-01,3,KS
5015,2013-12-01,15,KS
5016,2014-01-01,13,KS
5017,2014-02-01,12,KS
5018,2014-03-01,10,KS
5019,2014-04-01,11,KS
5020,2014-05-01,16,KS
5021,2014-06-01,7,KS
5022,2014-07-01,12,KS
5023,2014-08-01,17,KS
5024,2014-09-01,5,KS
5025,2014-10-01,7,KS
5026,2014-11-01,9,KS
5027,2014-12-01,10,KS
5028,2015-01-01,0,KS
5029,2015-02-01,0,KS
5030,2015-03-01,8,KS
5031,2015-04-01,0,KS
5032,2015-05-01,4,KS
5033,2015-06-01,11,KS
5034,2015-07-01,0,KS
5035,2015-08-01,0,KS
5036,2015-09-01,0,KS
5037,2015-10-01,5,KS
5038,2015-11-01,0,KS
5039,2015-12-01,0,KS
5040,2016-01-01,6,KS
5041,2016-02-01,4,KS
5042,2016-03-01,6,KS
5043,2016-04-01,0,KS
5044,2016-05-01,7,KS
5045,2016-06-01,12,KS
5046,2016-07-01,8,KS
5047,2016-08-01,5,KS
5048,2016-09-01,10,KS
5049,2016-10-01,0,KS
5050,2016-11-01,10,KS
5051,2016-12-01,4,KS
5052,2017-01-01,7,KS
5053,2017-02-01,21,KS
5054,2017-03-01,4,KS
5055,2017-04-01,14,KS
5056,2017-05-01,17,KS
5057,2017-06-01,6,KS
5058,2017-07-01,8,KS
5059,2017-08-01,3,KS
5060,2017-09-01,0,KS
5061,2017-10-01,6,KS
5062,2017-11-01,3,KS
5063,2017-12-01,0,KS
5064,2018-01-01,0,KS
5065,2018-02-01,9,KS
5066,2018-03-01,13,KS
5067,2018-04-01,14,KS
5068,2018-05-01,0,KS
5069,2018-06-01,0,KS
5070,2018-07-01,4,KS
5071,2018-08-01,13,KS
5072,2018-09-01,0,KS
5073,2018-10-01,4,KS
5074,2018-11-01,0,KS
5075,2018-12-01,3,KS
5076,2019-01-01,5,KS
5077,2019-02-01,7,KS
5078,2019-03-01,0,KS
5079,2019-04-01,4,KS
5080,2019-05-01,5,KS
5081,2019-06-01,5,KS
5082,2019-07-01,7,KS
5083,2019-08-01,14,KS
5084,2019-09-01,7,KS
5085,2019-10-01,9,KS
5086,2019-11-01,3,KS
5087,2019-12-01,4,KS
5088,2020-01-01,6,KS
5089,2020-02-01,4,KS
5090,2020-03-01,6,KS
5091,2020-04-01,3,KS
5092,2020-05-01,0,KS
5093,2020-06-01,0,KS
5094,2020-07-01,4,KS
5095,2020-08-01,2,KS
5096,2020-09-01,0,KS
5097,2020-10-01,0,KS
5098,2020-11-01,4,KS
5099,2020-12-01,6,KS
5100,2004-01-01,38,IL
5101,2004-02-01,0,IL
5102,2004-03-01,100,IL
5103,2004-04-01,30,IL
5104,2004-05-01,0,IL
5105,2004-06-01,0,IL
5106,2004-07-01,36,IL
5107,2004-08-01,70,IL
5108,2004-09-01,36,IL
5109,2004-10-01,0,IL
5110,2004-11-01,51,IL
5111,2004-12-01,0,IL
5112,2005-01-01,0,IL
5113,2005-02-01,0,IL
5114,2005-03-01,0,IL
5115,2005-04-01,0,IL
5116,2005-05-01,29,IL
5117,2005-06-01,0,IL
5118,2005-07-01,18,IL
5119,2005-08-01,0,IL
5120,2005-09-01,0,IL
5121,2005-10-01,30,IL
5122,2005-11-01,0,IL
5123,2005-12-01,0,IL
5124,2006-01-01,17,IL
5125,2006-02-01,33,IL
5126,2006-03-01,19,IL
5127,2006-04-01,51,IL
5128,2006-05-01,23,IL
5129,2006-06-01,0,IL
5130,2006-07-01,0,IL
5131,2006-08-01,16,IL
5132,2006-09-01,0,IL
5133,2006-10-01,0,IL
5134,2006-11-01,0,IL
5135,2006-12-01,0,IL
5136,2007-01-01,0,IL
5137,2007-02-01,0,IL
5138,2007-03-01,46,IL
5139,2007-04-01,20,IL
5140,2007-05-01,0,IL
5141,2007-06-01,20,IL
5142,2007-07-01,0,IL
5143,2007-08-01,8,IL
5144,2007-09-01,0,IL
5145,2007-10-01,9,IL
5146,2007-11-01,0,IL
5147,2007-12-01,15,IL
5148,2008-01-01,22,IL
5149,2008-02-01,27,IL
5150,2008-03-01,0,IL
5151,2008-04-01,0,IL
5152,2008-05-01,0,IL
5153,2008-06-01,24,IL
5154,2008-07-01,14,IL
5155,2008-08-01,0,IL
5156,2008-09-01,16,IL
5157,2008-10-01,16,IL
5158,2008-11-01,10,IL
5159,2008-12-01,0,IL
5160,2009-01-01,14,IL
5161,2009-02-01,0,IL
5162,2009-03-01,0,IL
5163,2009-04-01,13,IL
5164,2009-05-01,25,IL
5165,2009-06-01,22,IL
5166,2009-07-01,0,IL
5167,2009-08-01,0,IL
5168,2009-09-01,17,IL
5169,2009-10-01,11,IL
5170,2009-11-01,0,IL
5171,2009-12-01,0,IL
5172,2010-01-01,0,IL
5173,2010-02-01,24,IL
5174,2010-03-01,20,IL
5175,2010-04-01,11,IL
5176,2010-05-01,17,IL
5177,2010-06-01,0,IL
5178,2010-07-01,7,IL
5179,2010-08-01,0,IL
5180,2010-09-01,26,IL
5181,2010-10-01,0,IL
5182,2010-11-01,15,IL
5183,2010-12-01,0,IL
5184,2011-01-01,28,IL
5185,2011-02-01,14,IL
5186,2011-03-01,24,IL
5187,2011-04-01,13,IL
5188,2011-05-01,10,IL
5189,2011-06-01,20,IL
5190,2011-07-01,9,IL
5191,2011-08-01,24,IL
5192,2011-09-01,14,IL
5193,2011-10-01,8,IL
5194,2011-11-01,19,IL
5195,2011-12-01,13,IL
5196,2012-01-01,27,IL
5197,2012-02-01,14,IL
5198,2012-03-01,14,IL
5199,2012-04-01,23,IL
5200,2012-05-01,13,IL
5201,2012-06-01,18,IL
5202,2012-07-01,20,IL
5203,2012-08-01,16,IL
5204,2012-09-01,23,IL
5205,2012-10-01,19,IL
5206,2012-11-01,34,IL
5207,2012-12-01,14,IL
5208,2013-01-01,30,IL
5209,2013-02-01,24,IL
5210,2013-03-01,27,IL
5211,2013-04-01,38,IL
5212,2013-05-01,25,IL
5213,2013-06-01,26,IL
5214,2013-07-01,19,IL
5215,2013-08-01,22,IL
5216,2013-09-01,10,IL
5217,2013-10-01,19,IL
5218,2013-11-01,18,IL
5219,2013-12-01,20,IL
5220,2014-01-01,22,IL
5221,2014-02-01,22,IL
5222,2014-03-01,20,IL
5223,2014-04-01,21,IL
5224,2014-05-01,12,IL
5225,2014-06-01,10,IL
5226,2014-07-01,16,IL
5227,2014-08-01,20,IL
5228,2014-09-01,18,IL
5229,2014-10-01,13,IL
5230,2014-11-01,36,IL
5231,2014-12-01,23,IL
5232,2015-01-01,24,IL
5233,2015-02-01,34,IL
5234,2015-03-01,28,IL
5235,2015-04-01,25,IL
5236,2015-05-01,15,IL
5237,2015-06-01,24,IL
5238,2015-07-01,20,IL
5239,2015-08-01,15,IL
5240,2015-09-01,16,IL
5241,2015-10-01,15,IL
5242,2015-11-01,13,IL
5243,2015-12-01,8,IL
5244,2016-01-01,35,IL
5245,2016-02-01,19,IL
5246,2016-03-01,10,IL
5247,2016-04-01,11,IL
5248,2016-05-01,14,IL
5249,2016-06-01,16,IL
5250,2016-07-01,16,IL
5251,2016-08-01,16,IL
5252,2016-09-01,10,IL
5253,2016-10-01,13,IL
5254,2016-11-01,17,IL
5255,2016-12-01,14,IL
5256,2017-01-01,22,IL
5257,2017-02-01,52,IL
5258,2017-03-01,28,IL
5259,2017-04-01,14,IL
5260,2017-05-01,11,IL
5261,2017-06-01,12,IL
5262,2017-07-01,15,IL
5263,2017-08-01,10,IL
5264,2017-09-01,14,IL
5265,2017-10-01,14,IL
5266,2017-11-01,14,IL
5267,2017-12-01,16,IL
5268,2018-01-01,18,IL
5269,2018-02-01,13,IL
5270,2018-03-01,14,IL
5271,2018-04-01,12,IL
5272,2018-05-01,17,IL
5273,2018-06-01,17,IL
5274,2018-07-01,18,IL
5275,2018-08-01,11,IL
5276,2018-09-01,14,IL
5277,2018-10-01,18,IL
5278,2018-11-01,16,IL
5279,2018-12-01,14,IL
5280,2019-01-01,12,IL
5281,2019-02-01,20,IL
5282,2019-03-01,17,IL
5283,2019-04-01,16,IL
5284,2019-05-01,11,IL
5285,2019-06-01,17,IL
5286,2019-07-01,17,IL
5287,2019-08-01,16,IL
5288,2019-09-01,19,IL
5289,2019-10-01,14,IL
5290,2019-11-01,21,IL
5291,2019-12-01,9,IL
5292,2020-01-01,13,IL
5293,2020-02-01,15,IL
5294,2020-03-01,9,IL
5295,2020-04-01,9,IL
5296,2020-05-01,5,IL
5297,2020-06-01,12,IL
5298,2020-07-01,9,IL
5299,2020-08-01,10,IL
5300,2020-09-01,8,IL
5301,2020-10-01,11,IL
5302,2020-11-01,7,IL
5303,2020-12-01,6,IL
5304,2004-01-01,0,SC
5305,2004-02-01,0,SC
5306,2004-03-01,0,SC
5307,2004-04-01,0,SC
5308,2004-05-01,0,SC
5309,2004-06-01,0,SC
5310,2004-07-01,0,SC
5311,2004-08-01,65,SC
5312,2004-09-01,0,SC
5313,2004-10-01,0,SC
5314,2004-11-01,0,SC
5315,2004-12-01,100,SC
5316,2005-01-01,0,SC
5317,2005-02-01,38,SC
5318,2005-03-01,0,SC
5319,2005-04-01,56,SC
5320,2005-05-01,0,SC
5321,2005-06-01,0,SC
5322,2005-07-01,0,SC
5323,2005-08-01,34,SC
5324,2005-09-01,0,SC
5325,2005-10-01,0,SC
5326,2005-11-01,29,SC
5327,2005-12-01,0,SC
5328,2006-01-01,0,SC
5329,2006-02-01,0,SC
5330,2006-03-01,0,SC
5331,2006-04-01,0,SC
5332,2006-05-01,0,SC
5333,2006-06-01,59,SC
5334,2006-07-01,0,SC
5335,2006-08-01,0,SC
5336,2006-09-01,17,SC
5337,2006-10-01,0,SC
5338,2006-11-01,0,SC
5339,2006-12-01,0,SC
5340,2007-01-01,0,SC
5341,2007-02-01,0,SC
5342,2007-03-01,28,SC
5343,2007-04-01,0,SC
5344,2007-05-01,0,SC
5345,2007-06-01,16,SC
5346,2007-07-01,0,SC
5347,2007-08-01,0,SC
5348,2007-09-01,0,SC
5349,2007-10-01,18,SC
5350,2007-11-01,0,SC
5351,2007-12-01,0,SC
5352,2008-01-01,0,SC
5353,2008-02-01,0,SC
5354,2008-03-01,27,SC
5355,2008-04-01,8,SC
5356,2008-05-01,7,SC
5357,2008-06-01,0,SC
5358,2008-07-01,15,SC
5359,2008-08-01,0,SC
5360,2008-09-01,0,SC
5361,2008-10-01,0,SC
5362,2008-11-01,0,SC
5363,2008-12-01,0,SC
5364,2009-01-01,15,SC
5365,2009-02-01,0,SC
5366,2009-03-01,0,SC
5367,2009-04-01,0,SC
5368,2009-05-01,9,SC
5369,2009-06-01,0,SC
5370,2009-07-01,0,SC
5371,2009-08-01,0,SC
5372,2009-09-01,9,SC
5373,2009-10-01,10,SC
5374,2009-11-01,0,SC
5375,2009-12-01,0,SC
5376,2010-01-01,0,SC
5377,2010-02-01,0,SC
5378,2010-03-01,0,SC
5379,2010-04-01,18,SC
5380,2010-05-01,0,SC
5381,2010-06-01,0,SC
5382,2010-07-01,0,SC
5383,2010-08-01,0,SC
5384,2010-09-01,0,SC
5385,2010-10-01,6,SC
5386,2010-11-01,0,SC
5387,2010-12-01,6,SC
5388,2011-01-01,5,SC
5389,2011-02-01,7,SC
5390,2011-03-01,0,SC
5391,2011-04-01,0,SC
5392,2011-05-01,5,SC
5393,2011-06-01,6,SC
5394,2011-07-01,3,SC
5395,2011-08-01,4,SC
5396,2011-09-01,3,SC
5397,2011-10-01,0,SC
5398,2011-11-01,0,SC
5399,2011-12-01,6,SC
5400,2012-01-01,10,SC
5401,2012-02-01,3,SC
5402,2012-03-01,3,SC
5403,2012-04-01,3,SC
5404,2012-05-01,0,SC
5405,2012-06-01,4,SC
5406,2012-07-01,0,SC
5407,2012-08-01,0,SC
5408,2012-09-01,0,SC
5409,2012-10-01,3,SC
5410,2012-11-01,5,SC
5411,2012-12-01,0,SC
5412,2013-01-01,5,SC
5413,2013-02-01,9,SC
5414,2013-03-01,4,SC
5415,2013-04-01,0,SC
5416,2013-05-01,5,SC
5417,2013-06-01,8,SC
5418,2013-07-01,5,SC
5419,2013-08-01,3,SC
5420,2013-09-01,2,SC
5421,2013-10-01,2,SC
5422,2013-11-01,0,SC
5423,2013-12-01,0,SC
5424,2014-01-01,4,SC
5425,2014-02-01,0,SC
5426,2014-03-01,3,SC
5427,2014-04-01,3,SC
5428,2014-05-01,2,SC
5429,2014-06-01,6,SC
5430,2014-07-01,3,SC
5431,2014-08-01,3,SC
5432,2014-09-01,3,SC
5433,2014-10-01,0,SC
5434,2014-11-01,3,SC
5435,2014-12-01,8,SC
5436,2015-01-01,4,SC
5437,2015-02-01,4,SC
5438,2015-03-01,2,SC
5439,2015-04-01,7,SC
5440,2015-05-01,3,SC
5441,2015-06-01,4,SC
5442,2015-07-01,3,SC
5443,2015-08-01,5,SC
5444,2015-09-01,3,SC
5445,2015-10-01,0,SC
5446,2015-11-01,3,SC
5447,2015-12-01,6,SC
5448,2016-01-01,5,SC
5449,2016-02-01,2,SC
5450,2016-03-01,5,SC
5451,2016-04-01,4,SC
5452,2016-05-01,2,SC
5453,2016-06-01,4,SC
5454,2016-07-01,2,SC
5455,2016-08-01,3,SC
5456,2016-09-01,1,SC
5457,2016-10-01,4,SC
5458,2016-11-01,5,SC
5459,2016-12-01,6,SC
5460,2017-01-01,5,SC
5461,2017-02-01,7,SC
5462,2017-03-01,3,SC
5463,2017-04-01,2,SC
5464,2017-05-01,3,SC
5465,2017-06-01,3,SC
5466,2017-07-01,0,SC
5467,2017-08-01,3,SC
5468,2017-09-01,3,SC
5469,2017-10-01,2,SC
5470,2017-11-01,1,SC
5471,2017-12-01,2,SC
5472,2018-01-01,3,SC
5473,2018-02-01,2,SC
5474,2018-03-01,0,SC
5475,2018-04-01,3,SC
5476,2018-05-01,0,SC
5477,2018-06-01,0,SC
5478,2018-07-01,2,SC
5479,2018-08-01,2,SC
5480,2018-09-01,1,SC
5481,2018-10-01,4,SC
5482,2018-11-01,3,SC
5483,2018-12-01,0,SC
5484,2019-01-01,0,SC
5485,2019-02-01,0,SC
5486,2019-03-01,0,SC
5487,2019-04-01,5,SC
5488,2019-05-01,1,SC
5489,2019-06-01,1,SC
5490,2019-07-01,0,SC
5491,2019-08-01,3,SC
5492,2019-09-01,2,SC
5493,2019-10-01,2,SC
5494,2019-11-01,0,SC
5495,2019-12-01,3,SC
5496,2020-01-01,1,SC
5497,2020-02-01,2,SC
5498,2020-03-01,2,SC
5499,2020-04-01,2,SC
5500,2020-05-01,2,SC
5501,2020-06-01,5,SC
5502,2020-07-01,1,SC
5503,2020-08-01,3,SC
5504,2020-09-01,0,SC
5505,2020-10-01,3,SC
5506,2020-11-01,2,SC
5507,2020-12-01,2,SC
5508,2004-01-01,79,HI
5509,2004-02-01,92,HI
5510,2004-03-01,0,HI
5511,2004-04-01,0,HI
5512,2004-05-01,0,HI
5513,2004-06-01,0,HI
5514,2004-07-01,0,HI
5515,2004-08-01,93,HI
5516,2004-09-01,0,HI
5517,2004-10-01,0,HI
5518,2004-11-01,0,HI
5519,2004-12-01,71,HI
5520,2005-01-01,0,HI
5521,2005-02-01,0,HI
5522,2005-03-01,0,HI
5523,2005-04-01,0,HI
5524,2005-05-01,0,HI
5525,2005-06-01,50,HI
5526,2005-07-01,0,HI
5527,2005-08-01,0,HI
5528,2005-09-01,0,HI
5529,2005-10-01,0,HI
5530,2005-11-01,60,HI
5531,2005-12-01,0,HI
5532,2006-01-01,0,HI
5533,2006-02-01,0,HI
5534,2006-03-01,0,HI
5535,2006-04-01,0,HI
5536,2006-05-01,0,HI
5537,2006-06-01,0,HI
5538,2006-07-01,0,HI
5539,2006-08-01,100,HI
5540,2006-09-01,0,HI
5541,2006-10-01,0,HI
5542,2006-11-01,0,HI
5543,2006-12-01,0,HI
5544,2007-01-01,47,HI
5545,2007-02-01,0,HI
5546,2007-03-01,0,HI
5547,2007-04-01,0,HI
5548,2007-05-01,39,HI
5549,2007-06-01,0,HI
5550,2007-07-01,0,HI
5551,2007-08-01,20,HI
5552,2007-09-01,0,HI
5553,2007-10-01,19,HI
5554,2007-11-01,0,HI
5555,2007-12-01,0,HI
5556,2008-01-01,0,HI
5557,2008-02-01,0,HI
5558,2008-03-01,0,HI
5559,2008-04-01,0,HI
5560,2008-05-01,0,HI
5561,2008-06-01,56,HI
5562,2008-07-01,0,HI
5563,2008-08-01,0,HI
5564,2008-09-01,0,HI
5565,2008-10-01,0,HI
5566,2008-11-01,0,HI
5567,2008-12-01,0,HI
5568,2009-01-01,0,HI
5569,2009-02-01,0,HI
5570,2009-03-01,12,HI
5571,2009-04-01,0,HI
5572,2009-05-01,0,HI
5573,2009-06-01,0,HI
5574,2009-07-01,24,HI
5575,2009-08-01,0,HI
5576,2009-09-01,0,HI
5577,2009-10-01,0,HI
5578,2009-11-01,0,HI
5579,2009-12-01,0,HI
5580,2010-01-01,0,HI
5581,2010-02-01,0,HI
5582,2010-03-01,12,HI
5583,2010-04-01,0,HI
5584,2010-05-01,13,HI
5585,2010-06-01,0,HI
5586,2010-07-01,56,HI
5587,2010-08-01,0,HI
5588,2010-09-01,0,HI
5589,2010-10-01,10,HI
5590,2010-11-01,0,HI
5591,2010-12-01,0,HI
5592,2011-01-01,0,HI
5593,2011-02-01,0,HI
5594,2011-03-01,0,HI
5595,2011-04-01,0,HI
5596,2011-05-01,0,HI
5597,2011-06-01,0,HI
5598,2011-07-01,0,HI
5599,2011-08-01,0,HI
5600,2011-09-01,0,HI
5601,2011-10-01,0,HI
5602,2011-11-01,6,HI
5603,2011-12-01,0,HI
5604,2012-01-01,0,HI
5605,2012-02-01,0,HI
5606,2012-03-01,0,HI
5607,2012-04-01,0,HI
5608,2012-05-01,0,HI
5609,2012-06-01,0,HI
5610,2012-07-01,0,HI
5611,2012-08-01,0,HI
5612,2012-09-01,0,HI
5613,2012-10-01,0,HI
5614,2012-11-01,0,HI
5615,2012-12-01,0,HI
5616,2013-01-01,0,HI
5617,2013-02-01,0,HI
5618,2013-03-01,0,HI
5619,2013-04-01,0,HI
5620,2013-05-01,0,HI
5621,2013-06-01,5,HI
5622,2013-07-01,0,HI
5623,2013-08-01,0,HI
5624,2013-09-01,0,HI
5625,2013-10-01,0,HI
5626,2013-11-01,0,HI
5627,2013-12-01,5,HI
5628,2014-01-01,0,HI
5629,2014-02-01,0,HI
5630,2014-03-01,0,HI
5631,2014-04-01,0,HI
5632,2014-05-01,8,HI
5633,2014-06-01,0,HI
5634,2014-07-01,0,HI
5635,2014-08-01,3,HI
5636,2014-09-01,2,HI
5637,2014-10-01,4,HI
5638,2014-11-01,0,HI
5639,2014-12-01,0,HI
5640,2015-01-01,6,HI
5641,2015-02-01,9,HI
5642,2015-03-01,0,HI
5643,2015-04-01,0,HI
5644,2015-05-01,0,HI
5645,2015-06-01,7,HI
5646,2015-07-01,6,HI
5647,2015-08-01,5,HI
5648,2015-09-01,5,HI
5649,2015-10-01,0,HI
5650,2015-11-01,0,HI
5651,2015-12-01,0,HI
5652,2016-01-01,4,HI
5653,2016-02-01,0,HI
5654,2016-03-01,0,HI
5655,2016-04-01,0,HI
5656,2016-05-01,4,HI
5657,2016-06-01,13,HI
5658,2016-07-01,0,HI
5659,2016-08-01,0,HI
5660,2016-09-01,0,HI
5661,2016-10-01,0,HI
5662,2016-11-01,0,HI
5663,2016-12-01,0,HI
5664,2017-01-01,5,HI
5665,2017-02-01,7,HI
5666,2017-03-01,5,HI
5667,2017-04-01,3,HI
5668,2017-05-01,0,HI
5669,2017-06-01,0,HI
5670,2017-07-01,5,HI
5671,2017-08-01,13,HI
5672,2017-09-01,0,HI
5673,2017-10-01,0,HI
5674,2017-11-01,0,HI
5675,2017-12-01,0,HI
5676,2018-01-01,0,HI
5677,2018-02-01,0,HI
5678,2018-03-01,0,HI
5679,2018-04-01,0,HI
5680,2018-05-01,0,HI
5681,2018-06-01,3,HI
5682,2018-07-01,0,HI
5683,2018-08-01,0,HI
5684,2018-09-01,0,HI
5685,2018-10-01,0,HI
5686,2018-11-01,0,HI
5687,2018-12-01,4,HI
5688,2019-01-01,0,HI
5689,2019-02-01,0,HI
5690,2019-03-01,0,HI
5691,2019-04-01,5,HI
5692,2019-05-01,0,HI
5693,2019-06-01,0,HI
5694,2019-07-01,0,HI
5695,2019-08-01,5,HI
5696,2019-09-01,18,HI
5697,2019-10-01,0,HI
5698,2019-11-01,0,HI
5699,2019-12-01,0,HI
5700,2020-01-01,0,HI
5701,2020-02-01,0,HI
5702,2020-03-01,0,HI
5703,2020-04-01,0,HI
5704,2020-05-01,0,HI
5705,2020-06-01,0,HI
5706,2020-07-01,6,HI
5707,2020-08-01,0,HI
5708,2020-09-01,0,HI
5709,2020-10-01,4,HI
5710,2020-11-01,0,HI
5711,2020-12-01,0,HI
5712,2004-01-01,0,IN
5713,2004-02-01,0,IN
5714,2004-03-01,0,IN
5715,2004-04-01,0,IN
5716,2004-05-01,65,IN
5717,2004-06-01,0,IN
5718,2004-07-01,0,IN
5719,2004-08-01,100,IN
5720,2004-09-01,41,IN
5721,2004-10-01,0,IN
5722,2004-11-01,35,IN
5723,2004-12-01,0,IN
5724,2005-01-01,43,IN
5725,2005-02-01,0,IN
5726,2005-03-01,0,IN
5727,2005-04-01,80,IN
5728,2005-05-01,0,IN
5729,2005-06-01,59,IN
5730,2005-07-01,0,IN
5731,2005-08-01,0,IN
5732,2005-09-01,0,IN
