,date,immigration enforcement,State,DMA,Full
628,2005-05-01,0,GA,Atlanta ,Atlanta GA
629,2005-06-01,0,GA,Atlanta ,Atlanta GA
630,2005-07-01,0,GA,Atlanta ,Atlanta GA
631,2005-08-01,0,GA,Atlanta ,Atlanta GA
632,2005-09-01,30,GA,Atlanta ,Atlanta GA
633,2005-10-01,0,GA,Atlanta ,Atlanta GA
634,2005-11-01,0,GA,Atlanta ,Atlanta GA
635,2005-12-01,0,GA,Atlanta ,Atlanta GA
636,2006-01-01,46,GA,Atlanta ,Atlanta GA
637,2006-02-01,0,GA,Atlanta ,Atlanta GA
638,2006-03-01,0,GA,Atlanta ,Atlanta GA
639,2006-04-01,45,GA,Atlanta ,Atlanta GA
640,2006-05-01,28,GA,Atlanta ,Atlanta GA
641,2006-06-01,0,GA,Atlanta ,Atlanta GA
642,2006-07-01,40,GA,Atlanta ,Atlanta GA
643,2006-08-01,0,GA,Atlanta ,Atlanta GA
644,2006-09-01,21,GA,Atlanta ,Atlanta GA
645,2006-10-01,0,GA,Atlanta ,Atlanta GA
646,2006-11-01,42,GA,Atlanta ,Atlanta GA
647,2006-12-01,0,GA,Atlanta ,Atlanta GA
648,2007-01-01,0,GA,Atlanta ,Atlanta GA
649,2007-02-01,0,GA,Atlanta ,Atlanta GA
650,2007-03-01,0,GA,Atlanta ,Atlanta GA
651,2007-04-01,11,GA,Atlanta ,Atlanta GA
652,2007-05-01,0,GA,Atlanta ,Atlanta GA
653,2007-06-01,15,GA,Atlanta ,Atlanta GA
654,2007-07-01,0,GA,Atlanta ,Atlanta GA
655,2007-08-01,15,GA,Atlanta ,Atlanta GA
656,2007-09-01,0,GA,Atlanta ,Atlanta GA
657,2007-10-01,23,GA,Atlanta ,Atlanta GA
658,2007-11-01,0,GA,Atlanta ,Atlanta GA
659,2007-12-01,9,GA,Atlanta ,Atlanta GA
660,2008-01-01,0,GA,Atlanta ,Atlanta GA
661,2008-02-01,17,GA,Atlanta ,Atlanta GA
662,2008-03-01,0,GA,Atlanta ,Atlanta GA
663,2008-04-01,0,GA,Atlanta ,Atlanta GA
664,2008-05-01,0,GA,Atlanta ,Atlanta GA
665,2008-06-01,23,GA,Atlanta ,Atlanta GA
666,2008-07-01,0,GA,Atlanta ,Atlanta GA
667,2008-08-01,0,GA,Atlanta ,Atlanta GA
668,2008-09-01,12,GA,Atlanta ,Atlanta GA
669,2008-10-01,0,GA,Atlanta ,Atlanta GA
670,2008-11-01,0,GA,Atlanta ,Atlanta GA
671,2008-12-01,0,GA,Atlanta ,Atlanta GA
672,2009-01-01,0,GA,Atlanta ,Atlanta GA
673,2009-02-01,14,GA,Atlanta ,Atlanta GA
674,2009-03-01,0,GA,Atlanta ,Atlanta GA
675,2009-04-01,7,GA,Atlanta ,Atlanta GA
676,2009-05-01,29,GA,Atlanta ,Atlanta GA
677,2009-06-01,32,GA,Atlanta ,Atlanta GA
678,2009-07-01,0,GA,Atlanta ,Atlanta GA
679,2009-08-01,0,GA,Atlanta ,Atlanta GA
680,2009-09-01,9,GA,Atlanta ,Atlanta GA
681,2009-10-01,28,GA,Atlanta ,Atlanta GA
682,2009-11-01,0,GA,Atlanta ,Atlanta GA
683,2009-12-01,6,GA,Atlanta ,Atlanta GA
684,2010-01-01,0,GA,Atlanta ,Atlanta GA
685,2010-02-01,6,GA,Atlanta ,Atlanta GA
686,2010-03-01,0,GA,Atlanta ,Atlanta GA
687,2010-04-01,12,GA,Atlanta ,Atlanta GA
688,2010-05-01,9,GA,Atlanta ,Atlanta GA
689,2010-06-01,0,GA,Atlanta ,Atlanta GA
690,2010-07-01,16,GA,Atlanta ,Atlanta GA
691,2010-08-01,6,GA,Atlanta ,Atlanta GA
692,2010-09-01,13,GA,Atlanta ,Atlanta GA
693,2010-10-01,13,GA,Atlanta ,Atlanta GA
694,2010-11-01,0,GA,Atlanta ,Atlanta GA
695,2010-12-01,0,GA,Atlanta ,Atlanta GA
696,2011-01-01,8,GA,Atlanta ,Atlanta GA
697,2011-02-01,14,GA,Atlanta ,Atlanta GA
698,2011-03-01,5,GA,Atlanta ,Atlanta GA
699,2011-04-01,6,GA,Atlanta ,Atlanta GA
700,2011-05-01,8,GA,Atlanta ,Atlanta GA
701,2011-06-01,7,GA,Atlanta ,Atlanta GA
702,2011-07-01,0,GA,Atlanta ,Atlanta GA
703,2011-08-01,5,GA,Atlanta ,Atlanta GA
704,2011-09-01,5,GA,Atlanta ,Atlanta GA
705,2011-10-01,0,GA,Atlanta ,Atlanta GA
706,2011-11-01,0,GA,Atlanta ,Atlanta GA
707,2011-12-01,5,GA,Atlanta ,Atlanta GA
708,2012-01-01,0,GA,Atlanta ,Atlanta GA
709,2012-02-01,3,GA,Atlanta ,Atlanta GA
710,2012-03-01,9,GA,Atlanta ,Atlanta GA
711,2012-04-01,5,GA,Atlanta ,Atlanta GA
712,2012-05-01,4,GA,Atlanta ,Atlanta GA
713,2012-06-01,0,GA,Atlanta ,Atlanta GA
714,2012-07-01,0,GA,Atlanta ,Atlanta GA
715,2012-08-01,4,GA,Atlanta ,Atlanta GA
716,2012-09-01,0,GA,Atlanta ,Atlanta GA
717,2012-10-01,0,GA,Atlanta ,Atlanta GA
718,2012-11-01,3,GA,Atlanta ,Atlanta GA
719,2012-12-01,0,GA,Atlanta ,Atlanta GA
720,2013-01-01,3,GA,Atlanta ,Atlanta GA
721,2013-02-01,3,GA,Atlanta ,Atlanta GA
722,2013-03-01,4,GA,Atlanta ,Atlanta GA
723,2013-04-01,4,GA,Atlanta ,Atlanta GA
724,2013-05-01,0,GA,Atlanta ,Atlanta GA
725,2013-06-01,5,GA,Atlanta ,Atlanta GA
726,2013-07-01,3,GA,Atlanta ,Atlanta GA
727,2013-08-01,0,GA,Atlanta ,Atlanta GA
728,2013-09-01,0,GA,Atlanta ,Atlanta GA
729,2013-10-01,4,GA,Atlanta ,Atlanta GA
730,2013-11-01,0,GA,Atlanta ,Atlanta GA
731,2013-12-01,6,GA,Atlanta ,Atlanta GA
732,2014-01-01,0,GA,Atlanta ,Atlanta GA
733,2014-02-01,2,GA,Atlanta ,Atlanta GA
734,2014-03-01,3,GA,Atlanta ,Atlanta GA
735,2014-04-01,0,GA,Atlanta ,Atlanta GA
736,2014-05-01,6,GA,Atlanta ,Atlanta GA
737,2014-06-01,2,GA,Atlanta ,Atlanta GA
738,2014-07-01,0,GA,Atlanta ,Atlanta GA
739,2014-08-01,0,GA,Atlanta ,Atlanta GA
740,2014-09-01,4,GA,Atlanta ,Atlanta GA
741,2014-10-01,8,GA,Atlanta ,Atlanta GA
742,2014-11-01,7,GA,Atlanta ,Atlanta GA
743,2014-12-01,0,GA,Atlanta ,Atlanta GA
744,2015-01-01,4,GA,Atlanta ,Atlanta GA
745,2015-02-01,0,GA,Atlanta ,Atlanta GA
746,2015-03-01,0,GA,Atlanta ,Atlanta GA
747,2015-04-01,0,GA,Atlanta ,Atlanta GA
748,2015-05-01,3,GA,Atlanta ,Atlanta GA
749,2015-06-01,0,GA,Atlanta ,Atlanta GA
750,2015-07-01,2,GA,Atlanta ,Atlanta GA
751,2015-08-01,0,GA,Atlanta ,Atlanta GA
752,2015-09-01,8,GA,Atlanta ,Atlanta GA
753,2015-10-01,0,GA,Atlanta ,Atlanta GA
754,2015-11-01,0,GA,Atlanta ,Atlanta GA
755,2015-12-01,6,GA,Atlanta ,Atlanta GA
756,2016-01-01,0,GA,Atlanta ,Atlanta GA
757,2016-02-01,3,GA,Atlanta ,Atlanta GA
758,2016-03-01,5,GA,Atlanta ,Atlanta GA
759,2016-04-01,4,GA,Atlanta ,Atlanta GA
760,2016-05-01,7,GA,Atlanta ,Atlanta GA
761,2016-06-01,0,GA,Atlanta ,Atlanta GA
762,2016-07-01,9,GA,Atlanta ,Atlanta GA
763,2016-08-01,3,GA,Atlanta ,Atlanta GA
764,2016-09-01,0,GA,Atlanta ,Atlanta GA
765,2016-10-01,3,GA,Atlanta ,Atlanta GA
766,2016-11-01,0,GA,Atlanta ,Atlanta GA
767,2016-12-01,4,GA,Atlanta ,Atlanta GA
768,2017-01-01,3,GA,Atlanta ,Atlanta GA
769,2017-02-01,10,GA,Atlanta ,Atlanta GA
770,2017-03-01,4,GA,Atlanta ,Atlanta GA
771,2017-04-01,2,GA,Atlanta ,Atlanta GA
772,2017-05-01,0,GA,Atlanta ,Atlanta GA
773,2017-06-01,0,GA,Atlanta ,Atlanta GA
774,2017-07-01,2,GA,Atlanta ,Atlanta GA
775,2017-08-01,3,GA,Atlanta ,Atlanta GA
776,2017-09-01,5,GA,Atlanta ,Atlanta GA
777,2017-10-01,0,GA,Atlanta ,Atlanta GA
778,2017-11-01,6,GA,Atlanta ,Atlanta GA
779,2017-12-01,2,GA,Atlanta ,Atlanta GA
780,2018-01-01,5,GA,Atlanta ,Atlanta GA
781,2018-02-01,8,GA,Atlanta ,Atlanta GA
782,2018-03-01,2,GA,Atlanta ,Atlanta GA
783,2018-04-01,3,GA,Atlanta ,Atlanta GA
784,2018-05-01,7,GA,Atlanta ,Atlanta GA
785,2018-06-01,3,GA,Atlanta ,Atlanta GA
786,2018-07-01,7,GA,Atlanta ,Atlanta GA
787,2018-08-01,4,GA,Atlanta ,Atlanta GA
788,2018-09-01,4,GA,Atlanta ,Atlanta GA
789,2018-10-01,4,GA,Atlanta ,Atlanta GA
790,2018-11-01,6,GA,Atlanta ,Atlanta GA
791,2018-12-01,4,GA,Atlanta ,Atlanta GA
792,2019-01-01,2,GA,Atlanta ,Atlanta GA
793,2019-02-01,0,GA,Atlanta ,Atlanta GA
794,2019-03-01,0,GA,Atlanta ,Atlanta GA
795,2019-04-01,2,GA,Atlanta ,Atlanta GA
796,2019-05-01,0,GA,Atlanta ,Atlanta GA
797,2019-06-01,5,GA,Atlanta ,Atlanta GA
798,2019-07-01,7,GA,Atlanta ,Atlanta GA
799,2019-08-01,2,GA,Atlanta ,Atlanta GA
800,2019-09-01,4,GA,Atlanta ,Atlanta GA
801,2019-10-01,2,GA,Atlanta ,Atlanta GA
802,2019-11-01,2,GA,Atlanta ,Atlanta GA
803,2019-12-01,0,GA,Atlanta ,Atlanta GA
804,2020-01-01,2,GA,Atlanta ,Atlanta GA
805,2020-02-01,2,GA,Atlanta ,Atlanta GA
806,2020-03-01,0,GA,Atlanta ,Atlanta GA
807,2020-04-01,2,GA,Atlanta ,Atlanta GA
808,2020-05-01,2,GA,Atlanta ,Atlanta GA
809,2020-06-01,2,GA,Atlanta ,Atlanta GA
810,2020-07-01,2,GA,Atlanta ,Atlanta GA
811,2020-08-01,3,GA,Atlanta ,Atlanta GA
812,2020-09-01,4,GA,Atlanta ,Atlanta GA
813,2020-10-01,0,GA,Atlanta ,Atlanta GA
814,2020-11-01,0,GA,Atlanta ,Atlanta GA
815,2020-12-01,0,GA,Atlanta ,Atlanta GA
816,2004-01-01,100,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
817,2004-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
818,2004-03-01,36,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
819,2004-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
820,2004-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
821,2004-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
822,2004-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
823,2004-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
824,2004-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
825,2004-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
826,2004-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
827,2004-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
828,2005-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
829,2005-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
830,2005-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
831,2005-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
832,2005-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
833,2005-06-01,36,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
834,2005-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
835,2005-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
836,2005-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
837,2005-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
838,2005-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
839,2005-12-01,19,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
840,2006-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
841,2006-02-01,21,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
842,2006-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
843,2006-04-01,20,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
844,2006-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
845,2006-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
846,2006-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
847,2006-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
848,2006-09-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
849,2006-10-01,15,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
850,2006-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
851,2006-12-01,12,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
852,2007-01-01,13,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
853,2007-02-01,13,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
854,2007-03-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
855,2007-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
856,2007-05-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
857,2007-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
858,2007-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
859,2007-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
860,2007-09-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
861,2007-10-01,21,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
862,2007-11-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
863,2007-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
864,2008-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
865,2008-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
866,2008-03-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
867,2008-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
868,2008-05-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
869,2008-06-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
870,2008-07-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
871,2008-08-01,11,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
872,2008-09-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
873,2008-10-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
874,2008-11-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
875,2008-12-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
876,2009-01-01,15,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
877,2009-02-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
878,2009-03-01,12,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
879,2009-04-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
880,2009-05-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
881,2009-06-01,11,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
882,2009-07-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
883,2009-08-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
884,2009-09-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
885,2009-10-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
886,2009-11-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
887,2009-12-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
888,2010-01-01,14,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
889,2010-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
890,2010-03-01,11,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
891,2010-04-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
892,2010-05-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
893,2010-06-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
894,2010-07-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
895,2010-08-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
896,2010-09-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
897,2010-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
898,2010-11-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
899,2010-12-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
900,2011-01-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
901,2011-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
902,2011-03-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
903,2011-04-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
904,2011-05-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
905,2011-06-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
906,2011-07-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
907,2011-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
908,2011-09-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
909,2011-10-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
910,2011-11-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
911,2011-12-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
912,2012-01-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
913,2012-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
914,2012-03-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
915,2012-04-01,10,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
916,2012-05-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
917,2012-06-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
918,2012-07-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
919,2012-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
920,2012-09-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
921,2012-10-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
922,2012-11-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
923,2012-12-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
924,2013-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
925,2013-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
926,2013-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
927,2013-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
928,2013-05-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
929,2013-06-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
930,2013-07-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
931,2013-08-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
932,2013-09-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
933,2013-10-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
934,2013-11-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
935,2013-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
936,2014-01-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
937,2014-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
938,2014-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
939,2014-04-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
940,2014-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
941,2014-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
942,2014-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
943,2014-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
944,2014-09-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
945,2014-10-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
946,2014-11-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
947,2014-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
948,2015-01-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
949,2015-02-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
950,2015-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
951,2015-04-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
952,2015-05-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
953,2015-06-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
954,2015-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
955,2015-08-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
956,2015-09-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
957,2015-10-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
958,2015-11-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
959,2015-12-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
960,2016-01-01,3,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
961,2016-02-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
962,2016-03-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
963,2016-04-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
964,2016-05-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
965,2016-06-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
966,2016-07-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
967,2016-08-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
968,2016-09-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
969,2016-10-01,1,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
970,2016-11-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
971,2016-12-01,0,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
972,2017-01-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
973,2017-02-01,12,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
974,2017-03-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
975,2017-04-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
976,2017-05-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
977,2017-06-01,2,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
978,2017-07-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
979,2017-08-01,5,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
980,2017-09-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
981,2017-10-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
982,2017-11-01,4,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
983,2017-12-01,7,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
984,2018-01-01,8,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
985,2018-02-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
986,2018-03-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
987,2018-04-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
988,2018-05-01,6,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
989,2018-06-01,9,CA,San Francisco-Oakland-San Jose ,San Francisco-Oakland-San Jose CA
