date,house for sale,State,DMA,Full
2015-04-01,57,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2015-05-01,67,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2015-06-01,53,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2015-07-01,76,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2015-08-01,43,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2015-09-01,60,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2015-10-01,60,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2015-11-01,57,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2015-12-01,55,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-01-01,58,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-02-01,67,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-03-01,72,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-04-01,86,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-05-01,78,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-06-01,58,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-07-01,89,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-08-01,63,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-09-01,69,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-10-01,53,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-11-01,44,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2016-12-01,51,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-01-01,63,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-02-01,60,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-03-01,62,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-04-01,62,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-05-01,71,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-06-01,80,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-07-01,75,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-08-01,59,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-09-01,54,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-10-01,51,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-11-01,64,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2017-12-01,47,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-01-01,57,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-02-01,58,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-03-01,72,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-04-01,70,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-05-01,63,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-06-01,73,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-07-01,75,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-08-01,75,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-09-01,68,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-10-01,58,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-11-01,54,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2018-12-01,49,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-01-01,74,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-02-01,78,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-03-01,85,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-04-01,86,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-05-01,76,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-06-01,92,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-07-01,100,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-08-01,72,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-09-01,61,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-10-01,50,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-11-01,54,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2019-12-01,72,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-01-01,66,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-02-01,78,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-03-01,68,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-04-01,78,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-05-01,95,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-06-01,100,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-07-01,88,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-08-01,100,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-09-01,94,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-10-01,79,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-11-01,62,VA,Richmond-Petersburg ,Richmond-Petersburg VA
2020-12-01,73,VA,Richmond-Petersburg ,Richmond-Petersburg VA
