date,house for sale,State,DMA,Full
2013-07-01,35,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2013-08-01,32,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2013-09-01,34,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2013-10-01,29,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2013-11-01,23,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2013-12-01,20,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-01-01,39,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-02-01,44,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-03-01,36,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-04-01,31,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-05-01,34,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-06-01,40,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-07-01,43,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-08-01,56,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-09-01,27,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-10-01,48,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-11-01,26,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2014-12-01,32,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-01-01,32,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-02-01,36,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-03-01,33,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-04-01,26,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-05-01,43,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-06-01,46,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-07-01,36,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-08-01,51,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-09-01,39,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-10-01,45,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-11-01,25,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2015-12-01,34,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-01-01,49,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-02-01,50,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-03-01,49,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-04-01,51,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-05-01,55,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-06-01,56,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-07-01,55,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-08-01,49,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-09-01,45,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-10-01,44,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-11-01,37,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2016-12-01,33,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
2017-01-01,34,MI,Flint-Saginaw-Bay City ,Flint-Saginaw-Bay City MI
