date,house for sale,State,DMA,Full
2012-02-01,54,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-03-01,51,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-04-01,55,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-05-01,47,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-06-01,55,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-07-01,55,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-08-01,49,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-09-01,47,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-10-01,47,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-11-01,41,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2012-12-01,35,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-01-01,55,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-02-01,60,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-03-01,47,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-04-01,55,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-05-01,62,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-06-01,52,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-07-01,47,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-08-01,40,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-09-01,45,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-10-01,52,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-11-01,43,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2013-12-01,44,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-01-01,54,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-02-01,53,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-03-01,53,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-04-01,54,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-05-01,51,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-06-01,59,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-07-01,57,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-08-01,41,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-09-01,49,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-10-01,49,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-11-01,43,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2014-12-01,45,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-01-01,61,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-02-01,60,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-03-01,70,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-04-01,67,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
2015-05-01,64,FL,Tampa-St. Petersburg (Sarasota) ,Tampa-St. Petersburg (Sarasota) FL
