date,house for sale,State,DMA,Full
2015-10-01,58,AZ,Phoenix ,Phoenix AZ
2015-11-01,49,AZ,Phoenix ,Phoenix AZ
2015-12-01,52,AZ,Phoenix ,Phoenix AZ
2016-01-01,75,AZ,Phoenix ,Phoenix AZ
2016-02-01,66,AZ,Phoenix ,Phoenix AZ
2016-03-01,77,AZ,Phoenix ,Phoenix AZ
2016-04-01,77,AZ,Phoenix ,Phoenix AZ
2016-05-01,68,AZ,Phoenix ,Phoenix AZ
2016-06-01,71,AZ,Phoenix ,Phoenix AZ
2016-07-01,82,AZ,Phoenix ,Phoenix AZ
2016-08-01,60,AZ,Phoenix ,Phoenix AZ
2016-09-01,66,AZ,Phoenix ,Phoenix AZ
2016-10-01,62,AZ,Phoenix ,Phoenix AZ
2016-11-01,51,AZ,Phoenix ,Phoenix AZ
2016-12-01,57,AZ,Phoenix ,Phoenix AZ
2017-01-01,73,AZ,Phoenix ,Phoenix AZ
2017-02-01,71,AZ,Phoenix ,Phoenix AZ
2017-03-01,72,AZ,Phoenix ,Phoenix AZ
2017-04-01,66,AZ,Phoenix ,Phoenix AZ
2017-05-01,70,AZ,Phoenix ,Phoenix AZ
2017-06-01,83,AZ,Phoenix ,Phoenix AZ
2017-07-01,84,AZ,Phoenix ,Phoenix AZ
2017-08-01,67,AZ,Phoenix ,Phoenix AZ
2017-09-01,73,AZ,Phoenix ,Phoenix AZ
2017-10-01,61,AZ,Phoenix ,Phoenix AZ
2017-11-01,55,AZ,Phoenix ,Phoenix AZ
2017-12-01,47,AZ,Phoenix ,Phoenix AZ
2018-01-01,70,AZ,Phoenix ,Phoenix AZ
2018-02-01,84,AZ,Phoenix ,Phoenix AZ
2018-03-01,77,AZ,Phoenix ,Phoenix AZ
2018-04-01,79,AZ,Phoenix ,Phoenix AZ
2018-05-01,76,AZ,Phoenix ,Phoenix AZ
2018-06-01,76,AZ,Phoenix ,Phoenix AZ
2018-07-01,77,AZ,Phoenix ,Phoenix AZ
2018-08-01,77,AZ,Phoenix ,Phoenix AZ
2018-09-01,70,AZ,Phoenix ,Phoenix AZ
2018-10-01,66,AZ,Phoenix ,Phoenix AZ
2018-11-01,71,AZ,Phoenix ,Phoenix AZ
2018-12-01,59,AZ,Phoenix ,Phoenix AZ
2019-01-01,74,AZ,Phoenix ,Phoenix AZ
2019-02-01,81,AZ,Phoenix ,Phoenix AZ
2019-03-01,75,AZ,Phoenix ,Phoenix AZ
2019-04-01,79,AZ,Phoenix ,Phoenix AZ
2019-05-01,82,AZ,Phoenix ,Phoenix AZ
2019-06-01,85,AZ,Phoenix ,Phoenix AZ
2019-07-01,82,AZ,Phoenix ,Phoenix AZ
2019-08-01,76,AZ,Phoenix ,Phoenix AZ
2019-09-01,71,AZ,Phoenix ,Phoenix AZ
2019-10-01,75,AZ,Phoenix ,Phoenix AZ
2019-11-01,63,AZ,Phoenix ,Phoenix AZ
2019-12-01,60,AZ,Phoenix ,Phoenix AZ
2020-01-01,69,AZ,Phoenix ,Phoenix AZ
2020-02-01,79,AZ,Phoenix ,Phoenix AZ
2020-03-01,69,AZ,Phoenix ,Phoenix AZ
2020-04-01,77,AZ,Phoenix ,Phoenix AZ
2020-05-01,89,AZ,Phoenix ,Phoenix AZ
2020-06-01,98,AZ,Phoenix ,Phoenix AZ
2020-07-01,100,AZ,Phoenix ,Phoenix AZ
2020-08-01,91,AZ,Phoenix ,Phoenix AZ
2020-09-01,91,AZ,Phoenix ,Phoenix AZ
2020-10-01,82,AZ,Phoenix ,Phoenix AZ
2020-11-01,70,AZ,Phoenix ,Phoenix AZ
2020-12-01,76,AZ,Phoenix ,Phoenix AZ
